Export;EXP-2023-001 (20231211 14:31);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20231101 01:00;20231101 02:00;-0.13;-0.31;-0.09;0.8;0.12;-0.11;-0.11;0.19;0.41;2.54;-0.09;0.04;0.25;0.88;-0.01;0.1;0.01;0.02;0.11;0.16;-0.11;0.23;-0.16;0.88;1.7;0.14;1.7;0;;1.26;0.86;1.73;;0.2;-0.11;-0.05;1.35;0.35;-0.07;-0.13;0.09;0.14;0.03;2.97;-0.1
NO;uur;µg/m³;20231101 02:00;20231101 03:00;-0.21;0.1;0.01;0.37;0.07;-0.21;-0.1;0.54;0.39;1.56;0.07;0.1;0.28;1.03;0.01;0.14;0.21;-0.01;0.16;0.17;-0.14;0.19;-0.1;0.81;1;0.13;0.06;0.03;;1.36;0.68;1.5;;0.22;-0.07;-0.4;0.98;0.17;-0.24;0.04;-0.03;0.18;0.15;1.97;-0.1
NO;uur;µg/m³;20231101 03:00;20231101 04:00;-0.06;-0.1;-0.1;0.17;0.2;-0.16;-0.03;0.33;0.36;2.92;-0.08;-0.01;0.25;1.05;-0.12;0.32;0.11;0.04;0.13;-0.19;-0.02;0.22;-0.2;1.01;0.99;0.51;0.17;0.06;;0.41;0.59;0.5;;0.24;0.01;-0.16;0.67;-0.09;0;0.09;0.05;0.32;0;2.77;-0.23
NO;uur;µg/m³;20231101 04:00;20231101 05:00;-0.1;-0.15;0.02;0.03;0.04;-0.16;-0.04;0.38;0.28;1.68;-0.08;0.04;0.06;0.76;-0.04;0.51;0.2;-0.04;0.19;0.29;0.06;0.06;-0.01;0.79;2.1;0.28;0.08;0.1;;0.47;0.53;0.24;;0.19;0.07;-0.34;0.75;-0.17;-0.04;-0.14;0.1;0.31;0.08;2.85;-0.21
NO;uur;µg/m³;20231101 05:00;20231101 06:00;-0.01;0.01;0.08;0.46;0.27;-0.29;-0.04;1;1.21;4.17;0.01;0.13;0.25;0.63;-0.17;0.28;0.31;0.26;0.37;0.08;-0.01;0.43;-0.12;1.61;19.7;0.23;0.68;0.06;;0.68;0.92;0.31;;0.31;-0.01;-0.04;1.03;-0.1;-0.04;-0.11;0.07;0.16;0.01;3.69;-0.11
NO;uur;µg/m³;20231101 06:00;20231101 07:00;0.36;0.1;0.52;2.34;0.15;-0.69;-0.13;1.33;3.64;11.44;0.2;-0.01;0.22;0.55;0.08;0.18;0.35;0.69;0.18;0.51;0.14;2.44;-0.02;4.46;33.43;0.3;3.22;0.06;;5.36;6.21;16.86;;0.2;-0.06;-0.03;2.55;0.92;-0.2;-0.22;0.04;0.46;0.07;8.76;-0.08
NO;uur;µg/m³;20231101 07:00;20231101 08:00;0.51;0.46;1.14;2.2;0.2;-0.29;-0.24;2.26;8.78;19.03;3.73;0.12;0.78;0.72;0.17;0.24;0.41;0.44;0.26;0.86;0.15;1.73;0.02;4.6;21.26;0.64;7.69;0.1;;8.42;12.5;17.21;;0.16;-0.01;0.26;4.25;1.85;-0.11;0.09;0.36;0.29;0.04;40.97;0.13
NO;uur;µg/m³;20231101 08:00;20231101 09:00;0.64;0.66;1.38;4.16;0.35;0.07;0.11;4.41;7.68;21.52;1.16;0.7;1.1;0.69;0.5;0.46;1.06;1.09;0.73;1.45;0.42;1.9;0.91;4.16;17.78;1.36;10.88;0.34;;12.49;11.7;12.37;;0.45;0.03;-0.02;5.09;1.86;0.09;0.23;0.46;0.39;0.33;24.27;0.09
NO;uur;µg/m³;20231101 09:00;20231101 10:00;0.34;0.61;0.73;2.76;0.49;-0.21;0.22;1.91;5.32;16.87;1.03;0.54;1.16;1.48;0.68;0.63;2.96;1.67;0.94;1.41;0.92;3.74;1.29;4.23;12.37;2.18;6.61;0.47;;8.66;6.16;9.65;;0.66;0.24;0.04;5.7;4.88;0.09;0.21;0.52;0.83;0.4;17.45;0.26
NO;uur;µg/m³;20231101 10:00;20231101 11:00;0.42;0.75;0.41;2.62;0.44;-0.15;0.58;3.3;4.03;15.49;1.29;0.42;0.82;1.43;0.48;0.79;2.97;2.53;0.9;1.23;1.3;3.41;1.36;4.34;10.57;2.58;6.4;0.65;;7.15;6.89;4.41;;0.95;0.25;0.54;6.34;2.15;0.25;0.41;0.8;0.69;0.42;20.27;0.57
NO;uur;µg/m³;20231101 11:00;20231101 12:00;0.33;0.67;0.69;2.12;0.65;0.14;0.8;4.23;4.17;14.93;0.91;0.6;0.9;1.06;0.76;0.66;2.81;1.98;1.01;1.27;1.15;3.95;1.96;5.6;14.33;1.93;5.7;0.74;;7.23;5.51;4.49;;0.68;0.55;0.9;4.6;0.64;0.65;0.51;1.04;0.51;0.73;14.28;1.1
NO;uur;µg/m³;20231101 12:00;20231101 13:00;0.43;0.75;1.03;2.75;0.95;0.5;0.56;4.71;4.01;14.38;0.84;0.55;0.67;1.18;0.76;0.35;2.87;2.84;1.18;1.99;1.19;2.88;1.56;3.96;13.72;1.59;4.66;0.8;;8.13;6.04;3.2;;0.89;0.37;0.6;4;1.56;0.51;0.61;0.63;0.93;0.55;10.75;0.39
NO;uur;µg/m³;20231101 13:00;20231101 14:00;0.15;0.56;0.49;4.53;0.46;0.31;0.11;4.23;4.83;15.42;0.89;0.38;1.28;0.96;0.57;0.54;2.04;1.98;0.88;1.28;1.07;2.64;0.94;4.3;12.28;1.62;5.09;0.87;;9.68;5.78;2.09;1.81;0.7;0.32;0.56;3.52;1.2;0.5;0.4;0.46;1;0.41;12.08;0.71
NO;uur;µg/m³;20231101 14:00;20231101 15:00;0.13;0.4;0.29;3.66;0.43;-0.14;0.17;3.19;5.14;18.1;0.78;0.27;0.87;1.05;0.57;0.44;1.75;1.39;0.6;1.59;0.68;2.74;0.55;5.04;12.8;1.09;6.58;0.72;;9.99;6.39;1.86;0.84;0.47;0.25;0.37;4.01;2.2;0.05;0.48;0.56;0.71;0.53;12.27;0.6
NO;uur;µg/m³;20231101 15:00;20231101 16:00;0.26;0.42;0.68;3.06;0.22;-0.23;0.39;2.24;5.67;18.82;2.27;0.34;0.95;0.72;0.47;0.86;1.39;1.74;0.61;1.25;0.24;2.11;0.63;2.79;11.04;0.84;5.91;0.38;;9.42;7.63;1.56;0.49;0.24;0.31;0.25;3.87;0.38;0.11;0.21;0.64;0.36;0.35;12.7;0.64
NO;uur;µg/m³;20231101 16:00;20231101 17:00;0.36;0.29;1.2;3.27;0.34;-0.11;0.01;1.91;6.95;17.89;1.31;0.32;0.7;0.74;0.51;0.46;0.8;1.2;0.47;1.49;0.04;1.81;0.44;2.71;9.71;0.81;4.93;0.12;0.41;6.96;4.38;6.04;0.35;0.31;0.14;-0.08;4.44;0.58;0;0.22;0.26;0.48;0.13;11.07;-0.25
NO;uur;µg/m³;20231101 17:00;20231101 18:00;0.42;0.12;1.07;3.02;0.19;-0.02;-0.24;1.58;8.53;14.7;0.57;0.12;0.53;0.78;0.13;0.35;0.58;0.72;0.39;0.7;0.09;2.43;0.15;1.27;10.88;0.73;3.81;0.07;0.57;7.03;4.8;9.35;0.21;0.38;0.14;-0.24;4.58;0.23;-0.27;-0.04;0.18;0.08;0.09;10.92;0.07
NO;uur;µg/m³;20231101 18:00;20231101 19:00;0.34;0.05;0.68;1.8;;;-0.16;2.07;4.95;11.38;0.28;0.05;0.6;0.7;0;0.25;0.45;0.57;0.27;0.54;-0.54;1.68;0.07;1.27;10.65;1.63;3.77;0.01;0.51;5.82;4.21;6.18;0.15;0.43;0.04;0.14;4.48;0.03;-0.15;0.03;0.09;0.12;0.11;7.39;-0.11
NO;uur;µg/m³;20231101 19:00;20231101 20:00;0.14;0.06;0.25;0.51;0.26;;-0.14;2.62;3.14;10.14;0.28;0.04;0.71;0.73;-0.07;0.16;0.31;0.48;0.14;0.35;-0.07;1.07;-0.07;1.38;7.61;0.32;2.49;0.03;0.42;4.23;4.38;7.44;0.35;0.2;0.11;-0.33;4.14;0.86;-0.11;-0.01;0.9;0.25;-0.03;8.39;-0.08
NO;uur;µg/m³;20231101 20:00;20231101 21:00;0.04;0;0.22;0.58;0.21;;-0.21;1.27;2.36;8.05;0.2;0.01;0.56;0.66;-0.04;0.48;0.22;0.27;0.11;0.52;0.1;1.11;-0.03;0.97;8.04;0.07;2.39;0.04;0.46;3.7;3.18;7.15;0.21;-0.05;0.1;-0.28;4.09;0.48;-0.07;-0.09;0.02;0.21;0.13;4.82;-0.09
NO;uur;µg/m³;20231101 21:00;20231101 22:00;-0.06;0.11;0.16;0.49;0.23;;-0.19;1.65;2.29;8.84;0.09;0.07;0.58;0.54;0.04;0.4;0.21;0.24;0.22;0.46;-0.13;0.95;0.04;0.95;5.78;0.07;1.67;0.06;0.51;5.54;3.31;6.01;0.18;0.1;-0.06;-0.49;2.7;0.99;-0.3;-0.1;0.05;0.22;0.05;4.68;-0.29
NO;uur;µg/m³;20231101 22:00;20231101 23:00;-0.1;0;0.08;0.14;0.22;;-0.24;0.97;1.64;6.53;0.06;-0.01;0.27;0.68;-0.1;0.15;0.23;0.52;0.36;0.56;-0.16;0.7;0.01;0.71;4.04;0.19;1.47;0.02;0.49;3.56;2.07;2.99;0.19;0.25;0.02;-0.14;2.07;0.57;-0.26;-0.13;0.05;0.28;0.04;4.7;0.01
NO;uur;µg/m³;20231101 23:00;20231102 00:00;-0.01;0.02;-0.02;0.38;0.21;;-0.16;0.55;0.91;5.87;0.15;0.16;0.52;0.69;-0.19;0.34;0.34;0.12;0.24;0.42;-0.21;0.86;-0.17;0.75;3.51;-0.04;1.03;0.02;0.44;1.94;2.56;0.19;0.39;0.05;0;-0.21;1.08;-0.04;0.02;-0.17;0.04;0.33;0.19;2.29;0.05
NO;uur;µg/m³;20231102 00:00;20231102 01:00;-0.01;0.04;;0.45;0.12;;0.14;0.46;0.81;2.5;-0.09;0.29;0.31;0.89;0.29;-0.2;0.05;0.27;0.02;0.43;0.28;0.53;0.13;0.63;1.46;0.45;0.64;0.05;-0.04;3.42;0.54;0.3;0.08;0.16;0;0.62;0.12;0.32;0.95;0.14;0.63;-0.04;-0.32;1.08;-0.16
NO;uur;µg/m³;20231102 01:00;20231102 02:00;-0.07;0.11;-0.02;0.21;0.01;;0.01;0.09;0.7;1.18;-0.06;0.15;0.42;0.37;0.08;-0.25;-0.05;0.09;-0.07;0.14;-0.11;0.38;0.11;0.18;0.82;0.26;0.06;-0.03;-0.17;1.32;0.5;0.24;0.23;0.06;0.17;0.52;0.18;0.24;0.62;-0.05;0.58;-0.1;-0.25;0.89;0.07
NO;uur;µg/m³;20231102 02:00;20231102 03:00;-0.01;0.25;-0.02;0.12;-0.02;;0.05;0;0.81;0.54;-0.11;0.22;0.3;0.3;0.18;-0.17;-0.03;0.2;0.12;0.12;0.06;0.22;0.16;0.19;0.92;0.18;0.07;-0.02;-0.12;0.48;0.51;0.33;0.11;0.26;0.11;0.61;0.34;0.04;0.49;-0.06;0.52;-0.04;-0.25;0.93;-0.21
NO;uur;µg/m³;20231102 03:00;20231102 04:00;0.05;0.15;-0.01;0.03;-0.04;;0.02;-0.08;0.69;1.15;-0.26;0.1;0.3;0.51;0.16;0.06;-0.07;0.23;0.04;0.2;-0.04;0.2;0.09;0.84;0.36;0.17;0.08;-0.06;0.01;0.36;0;0.32;0.22;0.16;0.08;0.31;0.16;-0.03;0.72;-0.11;0.47;-0.06;-0.19;0.85;-0.26
NO;uur;µg/m³;20231102 04:00;20231102 05:00;0;0.09;-0.03;0.26;0.06;;0.03;0.02;0.5;1.19;-0.09;0.25;0.47;0.36;0.2;-0.47;1.74;0.23;0.12;0.2;0.02;0.08;0.03;0.6;1.7;0.29;-0.02;-0.05;-0.09;0.15;0.46;0.24;0.12;0.38;0.16;0.27;-0.04;-0.17;0.61;-0.11;0.56;-0.19;-0.18;1.21;0.11
NO;uur;µg/m³;20231102 05:00;20231102 06:00;-0.07;0.04;-0.1;0.35;0;;0.06;0.19;0.81;4.12;-0.26;0.23;0.33;0.59;0.29;-0.22;3.22;0.53;0.09;0.03;0.05;0.25;0.09;0.32;6.39;0.18;0.24;-0.07;-0.11;0.64;0.66;0.19;0.16;0.13;-0.14;0.54;0.68;-0.29;0.87;-0.22;0.46;0.06;-0.22;1.61;0.02
NO;uur;µg/m³;20231102 06:00;20231102 07:00;0.06;0.2;0.25;0.51;0.01;;0.04;0.93;2.22;9.25;0;0.37;0.58;0.2;0.73;-0.14;3.73;0.39;0.02;0.18;-0.07;0.48;0.36;1.57;11.56;0.27;1.22;-0.1;-0.12;1.96;1.74;0.19;0.23;0.14;0.07;0.44;2.05;-0.16;1.15;0;0.52;0.07;-0.21;6.45;-0.19
NO;uur;µg/m³;20231102 07:00;20231102 08:00;0.06;0.26;0.77;1.14;0.2;;0.07;3.1;3.9;13.59;0.22;0.34;0.88;0.32;0.26;-0.13;5.03;0.68;0.43;0.43;-0.14;0.61;0.54;5.97;9.18;0.05;3.66;0;0.02;6.84;4.16;0.2;0.47;0.42;0.16;0.84;2.05;0.08;0.68;-0.06;0.63;0.05;-0.26;10.31;-0.25
NO;uur;µg/m³;20231102 08:00;20231102 09:00;0.02;0.47;0.73;1.69;0.21;;0.11;3.04;7.14;10.48;0.38;0.2;1.39;0.51;0.18;-0.15;4.95;0.99;0.48;0.48;0.17;2.35;0.62;3.86;9.31;0.19;4.4;0.36;-0.02;5.79;4.39;0.31;0.77;0.32;-0.08;0.93;6.93;0.78;0.8;0.05;0.63;0.17;-0.1;13.68;-0.04
NO;uur;µg/m³;20231102 09:00;20231102 10:00;0.15;0.42;0.52;1.32;0.41;;0.26;1.49;4.59;9.94;0.33;0.35;0.89;0.35;0.25;-0.06;2.07;0.76;0.25;0.61;0.3;1.67;0.71;2.4;6.99;0.52;3.03;0.25;-0.01;5.68;2.98;0.71;1.67;0.38;0.4;1.07;3.59;0.55;1.2;0.39;1.03;0.29;-0.14;11.37;0.16
NO;uur;µg/m³;20231102 10:00;20231102 11:00;0.31;0.31;0.39;1.24;0.29;;0.28;1.48;4.21;8.91;0.31;0.44;0.94;0.45;0.53;0.03;1.69;0.87;0.16;0.42;0.05;1.53;0.57;2.89;5;0.54;3.2;0.33;0.01;6.53;2.89;0.46;3.73;0.31;0.62;2.22;1.73;0.51;0.98;0.36;1.16;0.49;0.17;11.93;0.3
NO;uur;µg/m³;20231102 11:00;20231102 12:00;0.4;0.29;0.23;1.65;0.81;;0.22;1.54;3.54;8.72;0.49;0.43;0.61;0.36;0.67;-0.11;1.8;1.29;0.36;0.59;0.61;1.12;0.55;3.89;4.35;1;2.97;0.14;0.16;4.17;3.43;0.75;3.08;0.45;0.83;0.52;2.09;0.26;1.46;0.53;0.83;0.05;-0.02;14.12;0.02
NO;uur;µg/m³;20231102 12:00;20231102 13:00;0.27;0.32;0.51;1.8;0.32;;0.13;1.15;3.24;9;0.78;0.36;0.8;0.59;0.33;-0.28;1.14;1.17;0.52;0.72;0.3;1.22;0.55;1.79;5.23;1.24;2.95;0.08;0.12;4.26;4.45;2.38;0.65;0.19;0.84;0.64;2.23;0.63;1.4;0.24;1.24;0.28;0.3;8.5;0.02
NO;uur;µg/m³;20231102 13:00;20231102 14:00;0.37;0.36;0.4;1.93;0.45;;0.14;1.3;3.26;8.4;0.51;0.38;0.65;0.59;0.25;-0.25;1.23;1.14;0.33;0.51;0.51;1.27;0.58;2.1;4.84;0.86;2.19;0.07;0;3.82;3.58;1.61;0.59;0.53;0.35;0.64;2.4;0.43;0.95;0.11;0.9;0.19;0.33;10.15;0.41
NO;uur;µg/m³;20231102 14:00;20231102 15:00;0.28;0.33;0.43;1.93;0.19;;0.15;0.93;4.64;8.88;0.99;0.25;0.72;0.37;0.38;-0.01;0.93;0.85;0.2;0.63;-0.17;1.22;0.59;1.37;5.64;0.75;1.87;0.19;0.07;4.74;2.81;0.93;0.33;0.33;0.28;0.6;2.59;0.5;0.61;0.15;0.73;0.12;-0.03;7.23;0.12
NO;uur;µg/m³;20231102 15:00;20231102 16:00;0.26;0.25;0.35;1.97;0.23;;0.1;1.15;6.2;8.07;0.55;0.27;0.68;0.34;0.37;-0.01;0.38;0.85;0.16;0.78;-0.23;1.12;0.58;1.62;5.37;0.51;1.49;-0.02;-0.18;3.95;5.21;4.77;0.28;0.19;0.16;0.38;4.09;0.41;0.65;-0.01;0.54;0.15;-0.13;7.34;-0.18
NO;uur;µg/m³;20231102 16:00;20231102 17:00;0.14;0.18;0.56;1.83;0.51;;0.01;0.99;8.88;9.63;0.26;0.13;0.63;0.33;0.35;-0.07;0.16;0.51;0.19;0.71;0.07;0.89;0.41;1.24;6.9;0.89;2.2;-0.01;0.05;4.11;3.7;4.9;0.22;0.22;0.23;0.8;4.02;0.73;0.85;-0.01;0.68;-0.1;-0.21;11.32;-0.14
NO;uur;µg/m³;20231102 17:00;20231102 18:00;0.2;0.16;0.48;2.01;0.3;;0.18;1.1;5.4;8.59;0.35;0.12;0.52;0.21;0.26;-0.17;0.25;0.48;0.21;0.49;0.18;1.01;0.22;1.01;5.37;1.3;1.84;-0.06;-0.16;4.25;3.47;4.23;0.27;0.02;-0.01;0.33;3.23;0.64;0.62;-0.12;0.65;-0.01;-0.41;6.36;-0.12
NO;uur;µg/m³;20231102 18:00;20231102 19:00;0.27;0;0.36;0.97;0.09;;-0.01;1;3.75;3.97;0.19;0.21;0.54;0.33;0.34;-0.29;0.06;0.44;0.01;0.38;-0.33;0.86;0.22;0.83;4.7;1.28;1.54;-0.04;-0.14;3.54;2.28;5.23;0.2;0.09;0.19;0.47;2.17;0.99;0.79;-0.05;0.63;-0.02;-0.22;3.89;-0.06
NO;uur;µg/m³;20231102 19:00;20231102 20:00;0.25;0.02;0.14;1.07;0.2;;0.06;0.23;2.28;3.24;0.11;0.17;0.56;0.31;0.24;-0.26;0.09;0.34;0.09;0.27;0.06;0.84;0.11;0.7;3.8;1.02;1.43;-0.07;-0.14;1.81;2.32;5.11;0.13;0.28;0.01;0.35;1.74;1.19;0.58;-0.14;0.47;-0.18;-0.33;4.27;-0.2
NO;uur;µg/m³;20231102 20:00;20231102 21:00;-0.03;0.1;0;0.58;0.04;;0;0.51;2.07;2.42;0.1;0.22;0.52;0.06;0.3;-0.33;0.1;0.33;0.09;0.27;0.02;0.92;0.26;0.58;2.81;1.42;0.86;-0.06;-0.04;2.14;1.75;3.54;0.13;0.01;0.1;0.27;1.61;0.6;0.76;-0.04;0.81;-0.1;-0.19;4.41;-0.2
