Export;EXP-2023-01 (20230814 17:17);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230601 01:00;20230601 02:00;0.41;0.26;0.14;0.21;0.34;1.46;0.12;0.41;0.47;-0.02;-0.38;0.02;0.13;0.74;0.49;0.44;0.16;0.38;0.23;0.04;0.08;0.26;0.23;1.19;0.94;0.16;-0.01;0.04;0.15;-0.17;-0.04;0.02;0.11;0.05;0.26;0.32;0.73;0.31;0.33;-0.04;-0.02;0.12;0.11;0.6;-0.23
NO;uur;µg/m³;20230601 02:00;20230601 03:00;0.37;0.22;0.29;0.32;0.33;0.42;0.07;0.51;0.23;0.3;-0.34;-0.03;0.18;0.7;0.32;0.25;0.13;0.97;0.2;0.26;0.2;0.29;0.12;0.96;1.21;0.14;0;0.12;0.11;-0.21;-0.08;0.06;0.13;-0.03;0.15;0.07;1.94;0.43;0.5;-0.14;-0.11;0.11;0.12;0.89;-0.39
NO;uur;µg/m³;20230601 03:00;20230601 04:00;0.44;0.09;0.12;1.08;0.24;0.96;-0.06;0.65;0.64;0.12;-0.34;0.07;0.2;0.59;0.28;0.32;0.34;0.12;0.23;0.18;-0.05;0.72;0.42;1.13;2.1;0.15;-0.02;0.14;0.11;-0.12;-0.01;0.13;0.12;-0.12;0.26;0.18;0.58;0.1;0.41;-0.03;-0.05;0.1;0.03;0.58;-0.28
NO;uur;µg/m³;20230601 04:00;20230601 05:00;0.6;0.19;0.23;2.65;0.15;0.81;0.15;0.52;0.99;0.17;-0.24;0.08;0.17;0.75;0.46;-0.13;0.35;0.37;0.31;0.22;-0.02;2.38;0.07;4.74;10.2;0.03;0.02;0.1;0.05;-0.15;0.41;0.03;0.22;0.05;0.18;0.42;3.48;0.21;0.46;-0.06;-0.01;0.14;0.1;1.42;-0.3
NO;uur;µg/m³;20230601 05:00;20230601 06:00;1.47;0.35;0.34;5.37;0.59;0.56;0.06;2.29;2.62;1;-0.22;0.58;0.23;0.72;0.43;0.85;0.41;1.24;0.3;1.77;0.28;2.52;0.36;8.38;23.64;0.2;8.77;0.12;0.12;0.03;2.07;0.15;0.29;0.17;0.15;0.18;6.58;0.25;0.47;-0.06;0.62;0.22;0.16;4.41;-0.19
NO;uur;µg/m³;20230601 06:00;20230601 07:00;2.21;0.73;0.57;8.27;0.78;0.45;0.17;2.52;6.46;1.36;0.11;0.94;0.5;0.69;1.09;0.74;0.85;3.67;0.99;1.94;-0.05;4.27;0.65;12.2;15.9;0.21;34.23;0.24;0.15;0.06;2.81;0.17;0.65;0.14;0.25;0.36;17.4;1.13;0.53;0.42;0.02;0.25;0.07;10.17;-0.23
NO;uur;µg/m³;20230601 07:00;20230601 08:00;2.41;0.9;0.76;11.51;0.97;1.21;0.44;4.95;9.24;2.18;0.32;1.85;1.36;1.06;2.04;1.79;2.34;5.48;3.71;4.11;0.18;5.95;1.37;9.62;12.07;0.21;29.99;0.18;0.26;0.11;4.39;0.18;0.64;0.46;0.24;0.83;21.85;1.16;0.57;0.01;0.34;0.56;0.26;16.43;0.1
NO;uur;µg/m³;20230601 08:00;20230601 09:00;4.35;1.37;0.84;9.72;1.16;1.83;0.47;4.29;5.86;4.25;0.91;2.03;1.7;1.11;2.65;2.69;1.6;3.49;1.5;12.98;0.32;5.5;1.37;10.66;11.62;0.23;28.07;0.27;0.35;0.15;2.77;0.32;0.88;1.5;0.38;1;15.79;1.55;0.63;0.04;0.14;0.6;0.19;13.38;-0.14
NO;uur;µg/m³;20230601 09:00;20230601 10:00;3.24;1.81;1.51;8.89;1.28;1.79;0.57;4.35;4.64;2.59;0.78;1.49;1.53;1.27;2.72;4.34;1.51;6.53;1.44;0.98;0.79;6.6;1.5;10.27;9.27;0.25;25.37;0.28;0.59;0.04;3.67;0.56;0.69;2.5;0.43;0.9;17.98;1.64;0.66;0.47;0.2;0.59;0.2;13.73;-0.17
NO;uur;µg/m³;20230601 10:00;20230601 11:00;2.17;1.3;1.35;6.53;1.44;3.54;0.93;5.51;5.25;3.56;0.64;1.21;1.32;1.07;2.54;3.24;1.65;3.92;1.64;1.3;0.63;5.52;1.28;9.18;1.9;0.35;17.61;0.36;0.74;0.27;2.83;0.66;0.71;0.49;0.36;0.69;17.21;1.27;0.96;0.31;0.23;0.96;0.28;14.7;-0.17
NO;uur;µg/m³;20230601 11:00;20230601 12:00;1.38;0.65;1.01;7.63;0.93;0.92;1;4.01;5.41;3.08;0.33;0.88;0.92;1.1;2.14;3.05;0.74;3.14;1.88;1.3;0.16;5.78;1.29;6.1;2.09;0.12;28.42;0.37;0.71;0.52;2.09;1.09;0.47;0.43;0.47;0.99;17.7;1.36;0.99;0.55;0.2;0.35;0.15;10.85;-0.05
NO;uur;µg/m³;20230601 12:00;20230601 13:00;1.94;2.53;0.62;4.51;0.92;0.6;0.59;4.47;4.72;1.96;0.03;1.1;0.6;1.64;1.68;2.73;0.64;3.35;2.19;0.81;0.52;3.65;1.17;6.53;1.31;0.28;24.04;0.27;0.7;0.33;1.73;1.22;0.53;0.66;0.36;0.92;15.61;1.1;1.15;0.16;0.06;0.49;0.26;10.7;-0.16
NO;uur;µg/m³;20230601 13:00;20230601 14:00;1.36;2.39;0.16;5.09;0.39;0.5;0.39;5.18;8.35;1.3;-0.01;1.15;0.59;1.18;1.17;2.4;0.84;2.15;2.01;1.42;0.14;7.57;1.38;5.01;1.86;0.02;12.63;0.3;1.04;0.33;2.83;1.13;0.65;1.23;0.22;0.53;16.64;1.42;2.42;0.44;0.05;0.39;0.52;17.16;-0.13
NO;uur;µg/m³;20230601 14:00;20230601 15:00;1.04;1.65;0.12;5.33;0.41;0.86;0.51;5.67;6.44;1.5;0.15;1.11;0.35;1.12;1.39;1.58;0.68;2.17;1.65;1.04;-0.09;5.3;1.25;6.37;1.21;0.28;14.73;0.28;0.59;0.06;1.78;0.43;0.6;1.56;0.33;0.57;16.2;1.79;0.93;0.25;0.11;0.33;1.67;15.92;-0.31
NO;uur;µg/m³;20230601 15:00;20230601 16:00;1.79;0.61;0.19;4.98;0.48;0.58;0.42;3.86;9.5;2.44;0.16;1.25;0.4;1.65;1.26;0.38;1.22;3.4;1.91;2.02;0.02;4.01;0.9;5.39;1.91;0.33;3.98;0.25;0.47;0.42;2.82;2.02;0.49;0.77;0.42;2.72;10.96;1.6;0.91;0.2;0.12;0.21;0.29;10.26;-0.22
NO;uur;µg/m³;20230601 16:00;20230601 17:00;1.77;0.86;0.09;5.38;0.36;0.83;0.45;4.73;9.39;2.73;0.44;2.16;0.52;1.52;0.84;2.06;1.24;1.63;1.37;1.24;0.04;4.85;0.96;5.62;1.57;0.32;1.51;0.26;0.54;0.14;2.12;2.99;0.41;0.99;0.38;2.81;15.31;1.65;0.77;0.02;0.06;0.15;0.22;11.97;-0.18
NO;uur;µg/m³;20230601 17:00;20230601 18:00;1.46;0.54;0.22;4.55;0.46;0.98;0.25;5.34;6.25;1.54;0.05;0.79;0.52;1.46;0.73;0.27;0.69;0.98;0.96;0.88;-0.12;4.93;0.63;3.93;1.74;0.11;0.73;0.2;0.36;-0.07;2.51;0.75;0.47;1.14;0.32;0.45;15.2;1.29;1.28;0.09;0.18;0.16;0.14;9.79;-0.29
NO;uur;µg/m³;20230601 18:00;20230601 19:00;1.21;1.44;0.17;2.14;0.4;0.56;0.44;3.66;3.29;0.82;0.21;0.82;0.4;1.59;1.24;1.2;0.41;0.68;0.73;0.58;-0.02;3.62;0.58;4.1;1.01;0.18;0.18;0.08;0.31;-0.09;2.17;1.54;0.11;0.83;0.25;0.5;15.25;0.95;0.96;0.37;0.06;0.21;0.09;9.23;-0.24
NO;uur;µg/m³;20230601 19:00;20230601 20:00;0.72;0.65;0.25;2.27;0.33;0.37;0.21;3.04;2.65;0.67;-0.2;0.44;0.23;0.75;1.12;0.96;0.32;0.67;0.36;0.4;0.29;3.99;0.28;2.96;0.95;0.18;0.16;0.15;0.28;0.09;1.59;1.13;0.21;0.3;0.13;0.15;12.07;0.68;1.88;-0.02;-0.01;0.13;-0.08;7.26;-0.34
NO;uur;µg/m³;20230601 20:00;20230601 21:00;1.01;0.11;0.2;3.31;0.13;0.32;0.14;3.3;4.1;0.44;-0.14;0.03;0.14;0.54;0.21;0.61;0.52;1.24;0.31;0.18;0.2;3.16;0.28;2.49;1.07;0.12;0.09;0.16;0.12;-0.11;1.33;1.63;0.25;0.17;0.16;0.12;13.43;0.3;0.93;-0.1;0.05;0.03;0.15;6.67;-0.29
NO;uur;µg/m³;20230601 21:00;20230601 22:00;0.72;0.93;0.05;1.02;0.07;0.48;0.17;1.99;1.9;0.23;-0.15;0.13;0.14;0.41;0.3;0.43;0.47;1.23;0.25;0.09;-0.06;2.3;0.29;1.9;0.92;0.14;0.06;0.11;0.02;0.04;1.37;1;0.15;0.12;0.03;0.09;11.61;0.34;0.77;-0.17;0;0.14;0.17;5.62;-0.43
NO;uur;µg/m³;20230601 22:00;20230601 23:00;0.5;0.36;0.14;1.32;0.22;0.5;0.12;0.7;1.14;0.25;-0.21;0.09;-0.01;0.42;0.32;0.76;0.68;0.36;0.26;0.43;-0.1;3.47;0.15;1.74;2.11;0.05;-0.02;0.1;0.12;-0.11;1.15;0.37;0.15;0.1;0.16;0.21;7.05;0.27;0.82;-0.1;-0.02;0.13;0.03;3.12;-0.29
NO;uur;µg/m³;20230601 23:00;20230602 00:00;0.32;0.03;0.08;0.67;0.17;0.45;0.19;0.6;0.38;0.38;-0.01;-0.18;0.02;0.34;0.17;1.67;0.49;0.24;0.23;0.32;-0.05;1.16;0.26;1.02;1.61;0.07;0.02;0.07;0.25;-0.11;0.22;0.83;0.05;-0.05;0.2;0.09;4.83;0.22;0.82;-0.04;0.03;0.1;0.07;5.46;-0.3
NO;uur;µg/m³;20230602 00:00;20230602 01:00;-0.03;0.42;0.3;0.55;0.4;0.22;-0.02;0.1;0.36;0.04;-0.12;0.26;;0.42;0.24;0.5;0.24;0.22;0.24;0.37;0.28;1.42;-0.2;0.58;0.9;0.1;0.14;0.06;0.11;0.06;0.95;1.51;-0.07;-0.15;-0.21;0.1;1.56;0.18;0.05;0;-0.03;0.1;-0.01;0.22;0.09
NO;uur;µg/m³;20230602 01:00;20230602 02:00;-0.17;0.19;0.14;0.16;0.44;0.51;-0.12;0.09;0.52;0;-0.22;0.12;;0.2;0.22;-0.13;0.05;0.22;0.32;-0.05;0.15;0.41;-0.11;0.46;0.56;0.16;0.09;0.01;0.09;0.05;0.21;1.17;-0.19;-0.24;-0.28;0.05;1.33;0.05;-0.15;0.04;-0.08;0.17;-0.06;1.44;-0.05
NO;uur;µg/m³;20230602 02:00;20230602 03:00;-0.16;0.23;0.16;0.21;0.45;0.29;-0.26;0.15;0.45;-0.09;-0.3;0.29;;0.27;0.27;-0.06;0.05;0.08;0.22;0.12;0.12;0.04;-0.14;0.29;0.75;0.07;0.05;0.05;0.16;0;0.29;0.93;-0.06;-0.36;-0.27;0.02;0.99;0.16;-0.25;0;-0.08;0.29;-0.13;1.04;0.1
NO;uur;µg/m³;20230602 03:00;20230602 04:00;-0.14;0.36;0.05;0.48;0.19;0.44;-0.09;0.21;0.34;0.07;-0.23;0.14;;0.14;0.28;-0.85;0.15;1.1;0.27;0.2;0.16;0.27;-0.12;0.63;1.49;0.07;0.09;0.03;0.14;-0.03;0.3;1.26;-0.08;-0.44;-0.17;-0.14;1.21;0.16;-0.11;-0.02;-0.08;0.27;0;0.33;-0.07
NO;uur;µg/m³;20230602 04:00;20230602 05:00;0.24;0.19;0.13;2.29;0.57;0.22;0;0.5;1.01;0.06;-0.17;0.2;;0.36;0.18;-0.58;0.03;0.1;0.5;0.14;0.15;0.54;0.1;4.81;12.72;0.09;0.11;0.06;0.24;0.04;0.62;5.17;-0.11;-0.32;-0.2;0.58;4.42;0.12;-0.19;0.07;-0.04;0.27;0.07;1.38;-0.05
NO;uur;µg/m³;20230602 05:00;20230602 06:00;0.21;2.25;0.21;3.04;0.4;0.84;-0.26;1.78;3.01;0.73;-0.14;0.44;;0.36;0.37;0.07;0.56;0.35;0.41;0.44;0.22;2.91;0.25;6.99;22.21;0.38;11.17;0.06;0.11;0.17;1.26;12.74;-0.1;0.35;-0.25;0;7.36;0.39;-0.11;0.16;-0.14;0.4;-0.04;5.55;0.03
NO;uur;µg/m³;20230602 06:00;20230602 07:00;0.64;1.07;0.07;7.81;0.44;0.32;-0.06;2.85;4.06;1.85;-0.16;0.61;;0.39;0.6;-0.09;0.75;2.78;1.5;0.98;0.28;4.27;0.47;17.61;20.31;0.23;25.13;0.09;0.16;0.56;2.9;6.3;0.42;0.37;-0.07;0.22;16.07;0.76;-0.12;0.07;0.19;0.48;-0.01;19.65;0.08
NO;uur;µg/m³;20230602 07:00;20230602 08:00;1.42;0.68;0.12;5.91;0.74;0.18;-0.03;3.47;5.44;1.63;0.1;0.45;;0.59;0.76;-0.18;1.73;1.66;1.21;2.02;0.62;7.02;0.56;8.96;16.96;0.07;25.81;0.15;0.43;1.3;3.45;5.22;0.36;0.56;-0.15;0.03;23.86;1.26;0.04;0.14;-0.05;0.69;0.27;16.57;0.21
NO;uur;µg/m³;20230602 08:00;20230602 09:00;1.13;0.72;0.2;5.87;0.47;0.32;0.08;3.89;3.8;2.3;0.27;0.82;;0.91;1.03;0.35;1.72;2.57;1.53;14.94;0.57;4.87;0.82;7.78;7.88;0.15;32.94;0.13;0.57;0.43;4.62;0.33;0.41;0.65;-0.02;0.38;19.59;1.1;0.04;0.27;0.21;0.6;1.03;15.35;0.71
NO;uur;µg/m³;20230602 09:00;20230602 10:00;0.62;0.73;0.38;6.8;0.79;1.29;0.07;4.14;2.97;2.47;0.35;1.01;;2.52;1.23;0.34;1.79;3.25;1.27;0.91;0.42;5.66;3.52;8.91;12.53;0.09;16.13;0.31;0.23;0.63;6.29;0.4;0.35;0.64;0.04;0.4;15.11;1.87;0.11;0.48;0.02;0.59;0.72;13.94;0.99
NO;uur;µg/m³;20230602 10:00;20230602 11:00;0.93;1.55;0.51;5.9;0.72;0.89;0.41;5.08;4.52;2.45;0.51;1.19;;0.91;1.03;-0.07;1.17;3.75;1.09;1.05;0.35;6.48;1;7.71;10.81;0.25;30.11;0.31;0.4;0.62;5.16;0.58;0.67;0.38;0;0.68;18.5;1.78;0.7;0.53;0.72;0.45;0.28;13.05;0.8
NO;uur;µg/m³;20230602 11:00;20230602 12:00;0.64;1.07;0.58;5.74;1.06;1.04;0.32;4.17;4.62;1.8;0.42;1.1;;1.2;6.34;1.15;1.04;2.24;1.6;0.69;0.43;7.1;1.06;10.67;10.87;0.4;32.15;0.35;0.33;0.58;3.58;0.43;0.44;0.58;0.11;1.25;19;1.64;0.79;0.54;1.31;0.77;0.37;10.4;0.2
NO;uur;µg/m³;20230602 12:00;20230602 13:00;0.41;1.16;0.43;5.22;1.15;0.89;0.09;3.93;3.89;2.13;0.24;1.6;;1.26;1.44;1.45;1.14;3.73;3.04;1.1;0.54;9.86;1.11;8.92;6.7;0.4;31.37;0.41;0.55;1.18;4.37;0.5;0.56;0.34;0.23;1.88;14.77;1.74;0.86;1.74;0;0.29;0.11;10.27;0.16
NO;uur;µg/m³;20230602 13:00;20230602 14:00;0.55;0.86;0.32;4.56;1.01;0.86;0.1;4.94;4.73;3.32;0.36;1.94;;2.56;1.57;0.86;0.74;2.63;1.1;1.08;0.6;11.26;1.37;10.38;3.9;0.23;24.89;0.58;1.13;1;5.94;0.75;0.59;0.59;0.04;0.63;17.23;2.19;3.04;2.61;0;0.24;0.21;10.03;0.26
NO;uur;µg/m³;20230602 14:00;20230602 15:00;1.28;0.86;0.5;4.67;1.68;0.86;-0.12;4.59;8.35;2.85;0.17;1.73;;1.29;1.45;0.4;1.07;2.85;1.24;1.09;0.41;18.03;0.93;8.58;3.15;0.27;4.2;0.72;0.63;1.59;5.64;0.74;0.49;0.54;-0.16;0.36;12.49;2.65;0.75;0.42;0.11;0.36;0.25;10.99;0.36
NO;uur;µg/m³;20230602 15:00;20230602 16:00;1.13;0.63;0.79;4.47;1.41;0.73;-0.12;4.42;5.65;2.28;0.06;1.56;0.1;1.36;1.84;-0.48;1.01;1.57;1.01;0.86;0.21;5.01;1.14;4.97;3;0.32;4.95;0.29;0.78;0.74;3.48;0.66;0.22;0.37;-0.27;0.27;13.49;1.51;1.51;0.26;-0.01;0.63;0.21;8.8;0.3
NO;uur;µg/m³;20230602 16:00;20230602 17:00;1.68;0.58;0.58;4.47;0.92;0.6;-0.24;4.54;8.09;1.54;0.2;1.23;0.31;1;1.52;-0.26;0.67;1.31;0.88;0.63;0.32;5.18;0.94;5.07;2.21;0.18;1.96;0.27;0.49;0.35;2.86;0.44;0.28;0.02;-0.21;0.75;10.48;2.45;0.41;0.3;0.17;0.2;0.11;8.57;0.31
NO;uur;µg/m³;20230602 17:00;20230602 18:00;1.02;0.47;0.49;4.47;0.75;0.28;-0.2;3.79;6.82;1.03;0.05;0.74;0.05;1.15;1.56;0.77;0.7;1.14;1.01;0.66;0.56;4.76;0.58;3.54;1.52;0.3;0.6;0.12;0.28;0.2;2.65;0.36;0.12;-0.06;-0.19;0.48;11.01;1.56;0.46;0.41;0.33;0.16;0.09;6.66;0.55
NO;uur;µg/m³;20230602 18:00;20230602 19:00;0.87;0.46;0.25;2.31;0.45;0.63;-0.22;4.27;2.17;0.26;0;0.67;-0.2;0.97;1.47;0.18;0.51;1.05;1.12;0.48;0.38;4.12;0.53;3.36;1.49;0.32;0.36;0.14;0.24;0.09;1.65;0.5;0.18;0.23;-0.2;0.42;11.16;1.98;1.52;0.31;0.06;0.11;0.16;5.53;0.29
NO;uur;µg/m³;20230602 19:00;20230602 20:00;0.15;0.48;0.2;1.25;0.54;1.06;-0.22;5.02;1.83;0.32;0.14;0.22;-0.22;0.6;0.89;0.02;0.88;0.75;1.07;0.53;0.25;4.01;0.12;2.98;1.57;0.29;0.34;0.2;0.15;0.03;1.25;0.41;0.03;-0.14;-0.23;0.28;11.48;1.06;1.48;0.36;0.01;0.14;0.07;5.67;0.03
NO;uur;µg/m³;20230602 20:00;20230602 21:00;-0.14;0.71;0.19;1.55;;3.42;-0.29;4.96;2.38;0.14;-0.17;0.18;-0.14;0.62;0.27;-0.68;0.74;1.16;0.74;0.36;0.21;4.15;0.15;3.51;1.69;0.14;0.28;0.15;0.11;0.07;1.62;0.25;-0.07;-0.09;-0.26;0.17;17.85;1.41;1.92;0.12;-0.03;0.15;0.01;6.54;0.06
