Export;EXP-2023-01 (20230815 03:48);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230701 01:00;20230701 02:00;0.15;0.31;0.2;0.27;0.18;0.87;0.24;0.25;-0.23;0.58;0;0.27;-0.21;0.62;0.19;-0.57;0.09;0.06;-0.04;0.65;0.39;0.27;0.02;0.21;3.4;0.01;0.8;0.19;0.14;0.87;0.79;2.24;0.2;0.09;0.78;0.03;2.02;0.78;1.01;-0.14;0.25;0.14;-0.41;1.39;0.26
NO;uur;µg/m³;20230701 02:00;20230701 03:00;0.09;0.27;0.17;0.12;0.34;1.7;0.23;0.08;-0.23;0.85;0.22;0.35;0;0.61;0.4;0.65;0.08;0.15;0.12;0.63;0.39;0.34;0.05;0.21;1.87;0.13;0.73;0.19;0.15;0.67;0.85;2.04;0.08;0.02;0.34;-0.14;1.22;0.68;0.72;-0.01;0.18;0.11;-0.29;1.94;0.21
NO;uur;µg/m³;20230701 03:00;20230701 04:00;0.08;0.16;0.3;0.12;0.31;0.9;0.22;0.14;-0.35;0.66;-0.08;0.13;0.05;0.51;0.29;0.22;0;0.11;0.16;0.69;0.14;0.63;0.07;0.2;3.24;-0.09;0.56;0.15;0.14;0.68;1.49;1.53;0.1;0.02;0.4;-0.18;0.87;0.54;1;0;0.23;0.04;-0.32;2.5;0.2
NO;uur;µg/m³;20230701 04:00;20230701 05:00;0.05;0.2;0.15;0.17;0.3;0.81;0.2;0.38;0;1.23;1.93;0.06;-0.07;0.41;0.44;0.37;0.08;0.23;0.33;0.66;0.27;0.4;0.12;0.37;7.39;0.05;0.53;0.15;0.2;0.76;1.42;2.73;0.2;0.2;0.34;-0.3;0.74;0.45;0.83;0.07;0.25;0.1;-0.36;1.46;0.11
NO;uur;µg/m³;20230701 05:00;20230701 06:00;0.1;0.3;0.3;0.46;0.51;0.91;0.3;0.29;0.93;2.85;0.4;0.05;-0.08;0.5;0.33;0.37;0.06;0.46;0.31;0.72;0.24;0.27;0.24;0.71;12.3;0.69;1.52;0.16;0.27;1.51;1.72;4.08;0.18;0.26;0.9;-0.14;0.83;0.58;0.96;0.24;0.21;0.11;-0.35;2.27;0.3
NO;uur;µg/m³;20230701 06:00;20230701 07:00;0.21;0.3;0.29;0.75;0.39;0.99;0.53;0.66;1.2;2.12;0.2;0.3;0.06;0.79;0.57;-0.11;0.38;0.89;0.43;0.73;0.37;1.76;0.31;1.41;15.39;3.02;2.73;0.24;0.46;2.56;2.6;5.88;0.6;0.65;0.81;0.05;0.76;0.53;1.16;0.17;0.41;0.24;-0.18;3.88;0.28
NO;uur;µg/m³;20230701 07:00;20230701 08:00;0.85;0.48;0.54;1.43;0.61;1.9;0.69;1.71;2.9;3.9;0.44;0.4;0.56;0.74;0.89;0.93;1.14;1.79;0.57;1.4;0.6;2.97;1.15;1.91;20.03;12.11;4.28;0.51;0.6;3.3;3.36;7.14;0.54;0.76;0.59;0.02;1.64;0.81;1.1;0.36;0.7;0.45;0.05;6.97;0.62
NO;uur;µg/m³;20230701 08:00;20230701 09:00;0.82;0.61;0.85;1.97;0.93;1.45;1.34;2.63;4.07;8.74;1.41;0.7;0.6;0.99;1.16;1.33;1.72;3.28;1.45;2.65;1.32;7.55;2.68;4.22;21.59;2.51;5.03;0.94;1.14;4.85;5.35;8.74;1.06;1.61;0.6;0.1;2.25;1.31;1.55;0.75;1.25;0.41;0.17;8;0.82
NO;uur;µg/m³;20230701 09:00;20230701 10:00;1.1;0.86;1.05;2.28;0.85;2.08;1.55;3.57;5.62;11.59;2.15;1.22;1.1;1.77;1.27;0.74;1.55;2.96;1.77;1.9;1.43;7.7;3.64;5.28;8.51;1.63;6.17;1.72;2.09;5.74;6.03;10.77;1.59;1.83;1.11;0.54;2.57;1.26;1.37;1.2;1.2;0.52;0.24;9.96;1.08
NO;uur;µg/m³;20230701 10:00;20230701 11:00;1.21;1.19;1.18;2.83;0.93;3.04;1.66;4.75;8.36;12.8;2.86;1.39;1.69;1.91;1.48;1.24;2.02;3.21;1.19;2.76;2.18;11.04;2.79;3.14;11.42;0.97;8.89;2.03;2.06;7.64;8.44;11.36;2;1.9;1.11;1.11;4.2;1.57;1.73;1.75;0.74;0.98;0.46;10.47;1.5
NO;uur;µg/m³;20230701 11:00;20230701 12:00;1.82;1.08;1.24;2.54;0.93;3.79;1.18;5.54;8.89;13.18;2.35;1;1.84;2;1.22;0.88;1.76;3.25;1.01;2.35;1.58;7.75;2.67;3.22;12.35;0.85;7.5;2.09;1.2;7.29;8.45;11.5;2.2;1.65;1.34;1.59;5.25;2.31;2.11;1.83;0.82;1.23;0.36;10.51;1.23
NO;uur;µg/m³;20230701 12:00;20230701 13:00;1.89;1.29;1.22;3.15;1.14;3.02;1.03;5.33;9.64;11.47;1.8;0.56;1.95;2.59;1.59;-0.16;1.53;1.68;0.75;1.9;1.04;8.01;2.3;3.11;6.87;0.45;4.33;1.41;1.3;7.48;6.36;11.67;1.2;1.64;2.04;1.42;7.65;2.48;2.46;1.42;0.47;1.61;0.23;6.27;1.09
NO;uur;µg/m³;20230701 13:00;20230701 14:00;1.71;2.78;1.74;3.93;0.86;1.94;1.25;4.83;10.34;12.75;1.19;0.69;0.86;1.93;0.54;0.41;1.57;2.73;0.69;1.86;0.32;8.81;1.95;4.63;4.79;0.37;5.56;1.22;1.04;5.76;7.77;11.15;1.41;1.66;2.15;0.51;9.38;2.17;2.69;0.91;0.74;1.58;0.23;6;1.19
NO;uur;µg/m³;20230701 14:00;20230701 15:00;1.2;0.94;0.6;2.34;0.78;1.28;0.44;7.22;7.22;9.63;0.62;0.38;0.74;1.36;0.61;0.42;1.33;2.24;0.63;1.65;0.63;8.13;1.41;4.05;3.61;0.27;4.09;0.65;0.62;4.71;2.83;11.03;0.79;0.96;1.75;0.49;12.11;2.17;1.91;0.42;2.63;1.03;-0.03;4.39;0.65
NO;uur;µg/m³;20230701 15:00;20230701 16:00;0.89;0.58;0.4;1.28;0.45;1.32;0.34;9.37;6.71;5.94;0.28;0.38;0.65;1.13;0.73;1.22;4.12;1.19;0.51;1.58;0.94;11.48;1.69;1.78;7.51;0.08;5;0.67;0.88;4.12;3.51;9.61;0.63;0.59;1.47;0.54;11.84;1.49;1.35;0.54;0.51;0.66;-0.04;3.68;0.52
NO;uur;µg/m³;20230701 16:00;20230701 17:00;1.25;0.72;0.38;1.36;0.49;0.83;0.52;4.81;7.06;7.21;0.26;0.54;0.3;0.9;1.31;0.09;1.65;0.97;0.57;1.21;1.77;8.95;2.2;1.63;8.26;0.08;5.27;0.4;0.76;4.41;3.56;9.58;0.62;0.68;1.4;0.68;10.01;1.15;1.62;0.37;0.48;0.52;0;3.02;0.63
NO;uur;µg/m³;20230701 17:00;20230701 18:00;2.2;0.62;0.49;3.09;0.55;0.93;0.8;4.64;5.18;5.35;0.14;0.39;0.31;0.8;2.09;-0.26;0.79;0.84;0.53;0.79;0.77;8.87;1.08;1.31;4.22;0.16;6.04;0.46;0.57;3.37;3.54;8.32;0.73;0.77;0.46;0.37;9.61;1.05;0.91;0.31;0.32;0.51;-0.07;2.96;0.35
NO;uur;µg/m³;20230701 18:00;20230701 19:00;0.66;0.49;0.29;1.77;0.51;1.11;0.62;6.07;5.5;4.2;-0.01;0.73;0.42;1.11;0.69;0.5;0.58;0.74;0.39;0.91;0.46;7.12;0.73;1.4;2.28;0.07;3.89;0.26;0.36;2.95;4.07;9.43;0.3;0.46;0.87;0.05;8.47;0.84;1.79;0.13;0.39;0.49;0.25;2.81;0.32
NO;uur;µg/m³;20230701 19:00;20230701 20:00;0.9;0.63;0.28;1.07;0.32;1.1;0.55;3.52;4.53;5.03;0.17;0.28;0.67;0.79;0.67;0.2;0.46;1.15;0.53;0.64;0.47;10.31;0.65;1.3;3.77;0.2;2.68;0.15;0.37;2.93;2.17;10.95;0.1;0.37;1.29;0.17;8.33;1.18;0.84;0.23;0.27;0.31;-0.04;3.47;0.3
NO;uur;µg/m³;20230701 20:00;20230701 21:00;0.72;0.97;0.19;1.38;0.41;0.91;0.31;4.38;4.95;5.04;-0.05;0.25;0.7;0.63;0.4;0.18;0.11;0.85;0.4;0.64;0.32;9.99;0.62;0.94;8.57;0.33;3.62;0.23;0.26;4.02;3.28;11.24;0.15;0.19;2.73;-0.07;7.26;0.85;1.3;0.06;0.27;0.41;-0.04;1.8;0.26
NO;uur;µg/m³;20230701 21:00;20230701 22:00;0.41;5.04;0.21;0.85;0.23;1.02;0.21;2.86;3.99;3.12;0.11;0.3;0.38;0.75;0.51;0.37;0.05;0.56;0.32;0.55;0.1;8.34;0.42;1.02;14.15;0.49;4;0.14;0.35;2.66;3.56;11.35;0.16;0.1;2.88;-0.17;8.34;0.6;1.03;0.06;0.23;0.35;-0.03;4.17;0.23
NO;uur;µg/m³;20230701 22:00;20230701 23:00;0.27;1.48;0.56;0.82;0.4;1;0.11;2.6;4.18;1.97;0.15;0.23;0.48;0.7;0.38;0.51;0.16;0.35;0.45;0.57;0.25;12.55;0.32;1.32;12.93;-0.06;2.98;0.16;0.34;3.4;4.87;13.08;-0.01;0.24;4.14;-0.12;5.19;0.63;1.17;0.14;0.23;0.39;-0.08;6.47;0.21
NO;uur;µg/m³;20230701 23:00;20230702 00:00;0.37;1.62;0.05;1.08;0.35;1.05;0.07;1.84;2.68;2.24;0.11;0.36;0.38;0.61;0.29;-0.19;-0.02;0.47;0.27;0.57;0.2;5.56;0.27;1.14;5.59;0.04;1.69;0.18;0.39;3.5;3.22;9.54;0.1;0.09;2.31;-0.06;5.1;0.83;1.19;0.06;0.26;0.34;-0.14;5.12;0.19
NO;uur;µg/m³;20230702 00:00;20230702 01:00;0.23;3.37;0.15;0.42;0.26;0.73;0.26;0.28;1.11;1.9;0.37;0.19;0.5;0.69;-0.1;1;0.32;0.14;0.09;0.16;-0.51;3.54;0.16;1.11;0.68;-0.09;0.36;0.16;0.26;1.44;0.99;5.55;;0.04;3.19;0.16;2.74;0.6;0.22;0.29;0.27;0.56;0.3;0.98;0.46
NO;uur;µg/m³;20230702 01:00;20230702 02:00;-0.03;1.7;0.21;0.2;0.19;0.11;0.38;0.08;0.28;1.05;0.17;0.03;0.33;0.7;0.42;0.52;0.17;0.44;0.01;0.07;-0.67;1.49;-0.02;0.56;-0.02;-0.15;0.61;0.06;0.22;0.58;1.2;3.78;-0.01;-0.23;4.05;0.2;2.37;0.62;0.2;0.22;0.27;0.59;0.28;1.88;0.52
NO;uur;µg/m³;20230702 02:00;20230702 03:00;-0.03;0.41;0.17;0.03;0.15;0.1;0.37;0.18;0.08;1.54;0.17;-0.05;0.32;0.96;-0.01;0.87;0.14;-0.11;0.04;0.02;-0.76;0.94;-0.03;0.39;-0.29;0.04;0.47;0.04;0.31;0.54;1.32;3.66;0.07;-0.04;1.74;0.04;1.96;0.22;-0.13;0.28;0.2;0.66;0.27;2.23;0.4
NO;uur;µg/m³;20230702 03:00;20230702 04:00;-0.1;0.35;0.18;0.13;0.14;0.1;0.34;0.66;0.32;2.07;0.09;0.05;0.4;0.85;0.01;0.37;0.24;0.01;0.05;-0.05;-0.58;0.76;-0.09;0.21;-0.34;0.06;0.25;0.1;0.18;0.36;1.59;3;0.06;-0.08;1.56;0.32;1.82;0.36;-0.12;0.17;0.13;0.47;0.33;4.75;0.39
NO;uur;µg/m³;20230702 04:00;20230702 05:00;-0.05;0.4;0.14;0.02;0.05;0.11;0.44;0;0.22;0.85;0.15;0.09;0.63;0.68;-0.08;0.43;0.21;-0.06;0.2;-0.08;-0.46;0.93;0.02;0.52;-0.18;-0.05;0.33;0.12;0.2;0.82;0.91;3.51;0.1;-0.13;2.02;-0.02;1.5;0.34;0.08;0.14;0.16;0.46;0.25;2.7;0.54
NO;uur;µg/m³;20230702 05:00;20230702 06:00;0.07;1.26;0.27;0.16;0.18;0.23;0.34;0.34;0.7;0.78;0.2;0.23;1.01;1.11;-0.11;1.66;0.3;0.15;0.32;0.09;-0.55;1.41;0.03;0.75;-0.14;0.09;0.38;0.39;0.24;0.85;0.62;3.14;0.3;0.07;1.89;0.44;1.85;0.71;0.49;0.27;0.32;0.54;0.31;2.58;0.44
NO;uur;µg/m³;20230702 06:00;20230702 07:00;0.33;0.82;0.37;0.55;0.25;0.15;0.26;0.58;0.65;1.2;0.27;0.44;1.06;1.17;0.08;1.53;0.54;0.32;0.29;0.33;-0.4;0.8;0.28;1.35;0.07;0.14;0.7;0.58;0.51;1.11;0.87;2.72;0.43;0.21;2.12;0.78;2.15;0.77;0.82;0.45;0.34;0.78;0.34;1.05;0.47
NO;uur;µg/m³;20230702 07:00;20230702 08:00;0.56;0.71;0.53;0.63;0.56;0.28;0.32;0.36;1.1;1.64;0.25;0.34;0.82;1.19;-0.03;1.64;0.48;0.22;0.3;0.43;-0.3;1.68;0.4;1.57;0.05;0.17;1.13;0.63;0.82;1.28;1.44;3.28;0.59;0.12;1.52;0.78;2.83;0.94;0.77;0.29;0.31;0.69;0.43;0.69;0.49
NO;uur;µg/m³;20230702 08:00;20230702 09:00;0.95;0.66;0.38;1;0.72;0.4;0.49;0.69;1.06;2.36;0.17;0.21;0.71;1.1;0.94;1.2;0.4;1.1;0.38;0.41;-0.17;2.54;0.33;1.87;0.22;0.2;2.1;0.68;0.42;1.3;1.84;5.3;0.38;0.32;1.44;0.37;3.38;1.01;0.55;0.44;0.2;0.55;0.49;0.63;0.58
NO;uur;µg/m³;20230702 09:00;20230702 10:00;0.93;0.51;0.66;1.13;0.64;0.29;0.29;1.76;1.55;2.91;0.17;0.2;0.63;0.96;0.88;1.39;0.53;1.14;0.26;0.43;-0.4;3.11;0.65;1.48;0.82;0.41;2.3;0.34;0.43;1.65;1.75;5.72;0.35;0.23;1.49;0.15;5.92;1.13;0.56;0.28;0.3;0.65;0.78;1.49;0.75
NO;uur;µg/m³;20230702 10:00;20230702 11:00;1.35;0.47;0.4;1.3;0.41;0.12;1.13;2.07;1.94;3.65;0.19;0.19;0.45;0.8;0.48;1.1;0.38;1.4;0.47;0.36;-0.44;3.26;0.68;1.96;1.36;0.1;2.41;0.26;0.39;1.87;1.56;6.57;0.24;0.3;0.99;0.21;5.48;1.03;0.27;0.35;0.4;0.49;0.79;1.79;0.67
NO;uur;µg/m³;20230702 11:00;20230702 12:00;1.01;0.44;0.36;1.41;0.35;0.3;0.42;1.9;2.82;3.54;0.41;0.25;0.75;0.78;0.12;1.19;1.18;0.71;0.35;0.31;-0.25;5.6;0.69;1.44;3.41;0.21;3.15;0.28;0.39;2.11;2.18;7.1;0.16;0.36;1.13;-0.14;5.51;0.69;0.24;0.36;0.32;0.58;1.01;3.12;0.55
NO;uur;µg/m³;20230702 12:00;20230702 13:00;0.56;0.29;0.24;1.43;0.31;0.21;0.49;3.36;3.68;5.38;0.31;0.09;1.05;0.66;0.08;0.6;0.59;0.88;0.27;0.34;-0.47;4.88;0.78;1.2;4.45;0.29;2.98;0.18;0.4;2.13;1.9;7.89;0.19;0.21;0.89;0.13;6.83;0.77;0.1;0.09;0.31;0.51;0.77;1.74;0.74
NO;uur;µg/m³;20230702 13:00;20230702 14:00;0.52;0.45;0.29;2.09;0.27;-0.09;0.41;3.39;3.72;4.92;0.32;0.06;0.55;0.67;0.01;0.53;0.65;0.79;0.09;0.45;-0.4;4.42;0.71;1.08;4.28;0.36;4.01;0.08;0.47;2.41;2.65;8.67;0.22;0.46;0.62;0.2;6.63;0.68;0.4;0.27;0.32;0.58;0.68;2.55;0.6
NO;uur;µg/m³;20230702 14:00;20230702 15:00;0.6;0.33;0.19;1.33;0.27;0.1;0.35;2.34;2.38;2.61;0.3;0.13;0.54;0.59;0.03;0.33;0.56;0.68;0.22;0.19;-0.26;5.51;0.69;1.04;5.21;0.12;4.47;0.2;0.46;2.64;2.58;8.15;0.39;0.19;1.11;0;7.18;0.62;0.37;0.08;0.32;0.5;0.67;2.64;0.43
NO;uur;µg/m³;20230702 15:00;20230702 16:00;0.2;0.56;0.31;1.07;0.23;0.08;0.47;1.49;2.42;1.76;0.11;0.12;0.5;0.75;-0.08;0.9;0.63;0.41;0.37;0.49;-0.28;5.92;0.7;1.06;5.22;0.35;3.64;0.22;0.41;2.33;1.9;7.12;0.22;-0.05;0.79;0.14;5.15;0.56;0.27;0.16;0.26;0.38;0.54;4.5;0.57
NO;uur;µg/m³;20230702 16:00;20230702 17:00;0.8;0.44;0.27;1.41;0.23;0.02;0.36;2.74;2.52;2.14;0.11;0.26;0.48;0.63;0.25;0.88;0.48;0.72;0.07;0.23;-0.52;7.17;0.6;0.9;8.21;1.31;2.85;0.15;0.33;2.22;1.97;8;0.09;0;1.11;0.15;6.96;0.42;0.12;0.28;0.18;0.41;0.53;2.47;0.53
NO;uur;µg/m³;20230702 17:00;20230702 18:00;0.8;0.22;0.2;0.71;0.31;0.12;0.53;2.32;2.31;2.11;-0.02;0.24;0.43;0.65;0.14;0.91;0.52;0.7;0.08;0.19;-0.08;5.7;0.64;1.02;3;6.85;3.44;0.11;0.35;2.01;2.9;7.62;0.17;0.01;0.91;0.03;5.46;0.46;0.05;0.21;0.16;0.29;0.57;2.73;0.64
NO;uur;µg/m³;20230702 18:00;20230702 19:00;0.25;0.21;0.26;0.7;0.2;0.04;0.21;2.74;0.95;2.07;0.16;0.13;0.23;0.47;-0.02;0.42;0.47;0.35;0.29;0.18;-0.28;4.45;0.57;0.59;3.3;1.25;2.14;0.04;0.24;2.38;2.93;9.31;-0.12;0.14;0.83;0.13;7.99;0.46;0.15;0.23;0.2;0.34;0.34;3.86;0.49
NO;uur;µg/m³;20230702 19:00;20230702 20:00;0.47;0.22;0.16;0.64;0.24;-0.15;0.25;2.2;1.14;2.41;0.06;0.08;0.21;0.39;-0.02;0.37;0.33;0.15;0.06;-0.07;-0.34;4.86;0.49;0.69;4.37;5.24;2.14;0.05;0.26;1.61;2.59;10.18;0.02;-0.03;1.03;0.04;7.2;0.18;0.09;0.09;0.16;0.27;0.42;3.41;0.44
NO;uur;µg/m³;20230702 20:00;20230702 21:00;0.81;0.27;0.27;0.43;0.15;-0.35;0.17;1.16;1.41;1.78;0.17;0.16;0.4;0.48;-0.03;0.27;0.22;-0.08;-0.18;0.07;-0.51;4.78;0.34;0.69;4.97;0.81;1.86;0.09;0.19;1.74;2.25;8.83;-0.04;-0.18;1.21;0.05;5.1;0.38;-0.09;0.15;0.06;0.31;0.45;1.95;0.47
