Export;EXP-2023-01 (20230711 17:46);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230501 01:00;20230501 02:00;5.96;1.34;0.57;2.84;0.13;0.58;0.17;0.48;0.49;0.15;0.31;0.24;0.54;3.3;0.15;0.13;0.06;0.21;0.13;0.27;-0.06;0.78;0.01;0.14;2.31;0.83;0.18;0.49;0.09;0.14;0.59;-0.04;0.07;0.05;;0.05;1.51;0.39;0.27;-0.04;-0.08;1.1;0.3;1.57;0.36
NO;uur;µg/m³;20230501 02:00;20230501 03:00;1.12;15.6;0.51;1.82;0.08;0.5;0.11;0.28;0.11;0.18;0.23;0.26;0.52;1.55;0.62;0.2;-0.05;0.26;0.14;0.51;0.09;0.34;-0.08;0.25;1.39;0.55;-0.22;1.04;-0.04;0.18;0.33;0.12;-0.04;0.65;;0.28;2.13;0.51;0.27;-0.1;-0.09;3.41;0.28;1.21;0.29
NO;uur;µg/m³;20230501 03:00;20230501 04:00;0.03;4.81;0.59;1.57;0.25;0.66;0.05;0.28;0.38;0.26;0.41;0.31;0.42;2.16;0.33;0.42;-0.01;0.12;0.26;0.9;0.2;0.44;-0.02;1.13;4.17;0.6;-0.37;0.54;0.09;0.01;0.78;0.2;0.09;0.07;;0.87;1.4;0.54;0.68;0.06;-0.04;12.58;0.33;2.38;0.45
NO;uur;µg/m³;20230501 04:00;20230501 05:00;2.84;2.42;0.9;10.04;0.63;0.82;0.26;1.44;0.86;0.77;0.32;0.51;0.64;2.53;0.26;0.11;0.18;0.13;0.19;0.23;0.33;0.91;0.08;14.47;31.27;0.55;1.15;0.87;0.04;0.22;1.52;-0.06;-0.01;0.27;;4.2;4.95;0.6;0.48;0.09;-0.12;3.76;0.43;4.65;0.41
NO;uur;µg/m³;20230501 05:00;20230501 06:00;19.66;8.5;3.29;7.85;0.79;3.31;0.31;2.68;6.22;1.53;0.46;2.05;0.79;2.56;0.78;1.27;0.36;3.22;0.72;1.3;-0.01;3.1;2.1;7.42;69;0.55;14.92;0.42;0.2;0.58;10.42;0.26;0.5;2.73;;5.18;11;1.28;1.2;0.44;0.18;12.74;1.51;13.08;0.63
NO;uur;µg/m³;20230501 06:00;20230501 07:00;7.98;5.02;1.58;35.73;1.88;4.58;0.4;6.29;16.6;7.97;0.98;5.29;8.35;7.56;2.68;2.51;1.54;8.57;2.96;3.91;0.79;5.75;10.89;46.2;53.28;0.56;45.01;4.43;0.57;2.12;14.82;1;1.81;3;;13.97;13.66;5.93;4.45;1.1;1.08;2.93;2.99;31.75;1.69
NO;uur;µg/m³;20230501 07:00;20230501 08:00;2.42;7.41;2.74;10.02;4.91;3.24;0.83;8.18;14.94;17.39;3.6;5;9.53;4.51;5.98;5.09;4.53;18.68;7.17;14.08;3.33;7.85;4.61;36.35;44.49;1.33;35.34;1.65;1.02;2.96;16.57;2.13;3.65;3.58;;3.39;21.51;3.78;3.94;2.09;1.47;2.96;4.29;40.06;2.94
NO;uur;µg/m³;20230501 08:00;20230501 09:00;1.88;6.36;3.05;7.84;1.98;4.32;3.59;11.17;11.37;11.82;6.5;3.41;5.16;4.98;2.1;7.47;7.66;18.19;7.2;;4.37;12.53;7.9;48.71;56.06;1.95;14.81;1.6;2.21;5.54;18.52;3.1;5.53;3.31;;3.44;22.16;6.82;4.35;2.69;1.85;5.92;3.68;36.62;4.24
NO;uur;µg/m³;20230501 09:00;20230501 10:00;3.05;5.58;2.36;6.88;3.82;5.03;5.33;12.5;7.13;23.02;7.8;3.4;3.85;5.72;2.42;6.18;17.38;35.24;8.27;11.65;3.9;31.02;11.38;51.17;43.22;1.18;25.2;1.58;3.06;10.25;17.95;12.27;7.54;3.63;;3.49;37.04;11.76;5.55;2.13;1.33;3.5;1.55;31.14;3.98
NO;uur;µg/m³;20230501 10:00;20230501 11:00;4.24;4.36;1.83;6.63;3.84;4.52;2.46;10.86;10.94;13.55;6.66;4.17;2.79;4.9;3.01;5.3;18.63;26.94;6.98;22.45;3.79;34.01;30.39;28.4;33.88;1.71;16.41;1.88;2.54;7.05;12.78;18.74;6.22;3.5;;3.56;33.09;10.05;3.38;1.45;0.74;2.34;0.68;16.16;2.15
NO;uur;µg/m³;20230501 11:00;20230501 12:00;3.74;4.28;1.66;5.78;10.78;4.7;1.88;7.67;6.25;9.25;4.69;3.01;2.69;3.9;2.73;4.1;7.06;11.63;5.69;19.75;1.65;18.03;15.78;39.04;9.86;2.79;7.26;1.57;4.11;4.59;10.97;16.97;1.91;9.17;;3.16;18.55;4.7;2.18;0.84;0.19;1.25;0.41;13.49;1.19
NO;uur;µg/m³;20230501 12:00;20230501 13:00;3.45;3.11;1.56;7.68;3.2;6.11;4.9;9.1;8.01;9.17;4.52;4.93;3.06;4.93;5.58;1.33;3.16;13.41;17.27;12.13;1.45;12.82;3.98;15.11;6.61;1.99;8.67;1.01;1.62;6.31;5.79;17.74;3.67;5.19;;2.12;19.56;2.38;1.76;3.6;0.4;0.6;0.42;14.74;0.65
NO;uur;µg/m³;20230501 13:00;20230501 14:00;1.96;1.91;0.74;4.81;3.73;7.35;2.13;9.39;7.34;10.83;4.8;3.91;3.25;3.54;9.78;0.9;1.44;6.28;14.51;6.06;0.77;9.23;1.86;10.4;3.97;1.88;24.41;1.01;3.9;3.98;6.75;22.7;2.62;3.36;;1.04;11.54;1.86;0.36;0.25;1.32;0.33;0.46;10.34;0.33
NO;uur;µg/m³;20230501 14:00;20230501 15:00;1.04;2.01;0.73;6.74;0.31;2.13;1.56;5.95;11.87;7.43;3.16;4.89;3.89;4.7;5.33;2.34;2.07;5.31;7.14;4.17;0.25;8.28;1.38;11.24;2.33;0.86;5.15;0.92;3.31;6.53;9.3;17.33;;2.9;;1.19;11.63;1.2;0.83;0.44;1.73;0.5;0.36;14.02;0.44
NO;uur;µg/m³;20230501 15:00;20230501 16:00;0.68;1.99;0.71;6.69;0.66;2.14;1.73;5.26;6.81;5.72;1.28;4.42;1.2;3.47;3.23;1.23;3.11;3.68;5.53;2.99;1.47;8.97;1.71;5.01;3.6;0.95;3.18;1.21;1.03;4.06;6.16;18.67;;1.25;;4.87;15.14;2.04;1.2;0.38;0.37;0.25;1.54;8.37;0.46
NO;uur;µg/m³;20230501 16:00;20230501 17:00;0.77;1.72;0.8;9.29;0.67;1.16;0.45;6.58;9.16;4.35;2.11;3.56;1.06;4.51;0.8;0.43;5.91;4.88;3.55;1.69;3.45;11.9;2.59;7.53;3.95;1.48;5.07;1.13;0.36;3.65;2.58;10.2;;0.73;;0.93;12.54;1.62;0.61;0.34;0.59;0.53;1.56;5.36;0.85
NO;uur;µg/m³;20230501 17:00;20230501 18:00;0.37;1.43;0.81;8.65;1.23;1.48;0.09;4.09;3.69;3.22;1.07;1.32;0.74;0.84;0.96;0.43;0.81;1.4;2.27;1.49;1.32;7.08;1.32;3.81;1.42;1.32;2.42;0.82;0.43;2.37;1.83;9.5;;0.56;;0.3;9.08;1.37;0.56;0.12;0.4;0.25;1.11;7;0.93
NO;uur;µg/m³;20230501 18:00;20230501 19:00;0.37;1.06;0.65;11.25;1.31;0.92;0.06;3.69;3.14;3.22;0.49;0.56;1.05;0.4;0.72;0.31;1.15;0.69;1.81;0.95;0.56;8.37;1.01;4.04;1.06;0.58;0.67;0.54;0.37;1.33;0.93;10.91;0.38;0.68;;0.11;4.12;0.81;0.67;0.12;0.1;0.23;0.52;5.02;0.77
NO;uur;µg/m³;20230501 19:00;20230501 20:00;0.68;0.57;1.18;6.81;0.28;0.46;0.07;2.61;2.47;2.99;0.26;0.55;0.42;0.36;0.09;0.02;0.23;0.52;3.33;0.3;0.17;6.46;0.59;2.99;0.66;0.27;0.23;0.46;0.14;0.94;1.22;9.88;0.05;0.57;-0.22;-0.14;3.96;0.42;0.45;0.18;-0.04;0.26;0.35;5.92;0.47
NO;uur;µg/m³;20230501 20:00;20230501 21:00;0.71;0.54;0.34;9.24;0.1;0.21;0.01;2.56;1.51;1.94;0.23;0.32;0.36;0.19;-0.37;0.07;0.26;0.2;3.38;0.28;-0.12;6.09;0.2;2.17;0.27;0.21;-0.25;0.2;-0.1;0.99;0.63;9.07;-0.08;0.43;-0.19;-0.08;3.97;0.27;0.42;0.01;-0.13;0.22;0.19;0.84;0.53
NO;uur;µg/m³;20230501 21:00;20230501 22:00;1.27;0.51;0.36;5.79;0.18;0.31;0;2.07;0.99;1.69;0.26;0.26;0.54;0.17;-0.27;0.12;0.14;0.44;0.93;0.3;-0.22;4.46;0.06;1.37;0.08;0.22;0.02;0.13;0.01;0.55;0.87;8.38;0.01;0.09;-0.13;0.06;3.52;0.12;0.28;0.08;-0.14;0.36;0.22;0.8;0.37
NO;uur;µg/m³;20230501 22:00;20230501 23:00;0.22;0.55;0.13;1.88;0.1;0.32;-0.02;0.57;0.4;0.94;0.17;0.19;0.41;0.19;-0.23;0.28;0.1;0.25;0.99;0.19;0.01;4.28;-0.11;1.63;0.17;0.18;0.83;0.14;0.07;0.76;0.58;6.68;-0.09;-0.05;-0.12;0.01;2.21;0.2;0.42;-0.03;-0.04;0.51;0.3;0.89;0.3
NO;uur;µg/m³;20230501 23:00;20230502 00:00;0.27;0.39;0.29;0.22;0.13;0.27;0.04;0.48;0.75;0.46;0.26;0.27;0.48;0.12;-0.19;0.29;-0.09;0.14;1.18;0.09;-0.24;2.49;-0.08;0.44;-0.1;0.11;0.26;0.15;0.02;0.59;0.35;4.78;-0.04;0.01;-0.16;-0.03;2.48;0.19;0.31;0.05;-0.06;0.45;0.22;0.33;0.44
NO;uur;µg/m³;20230502 00:00;20230502 01:00;1.37;0.36;0.19;0.66;-0.17;0.2;0.32;0.11;0.68;0.23;0.17;0.18;0.28;0.58;0.27;-0.01;0.38;0.13;1.48;0.25;-0.08;0.55;0.31;0.38;0.4;0.34;-0.17;0.18;0.19;0.19;0.18;2.1;0.14;0.16;-0.16;0.96;1.53;0.33;-0.34;0.09;0.24;0.41;-0.02;0.63;0.07
NO;uur;µg/m³;20230502 01:00;20230502 02:00;0.14;0.32;0.15;0.49;-0.19;0.14;0.27;-0.13;0.4;0.54;-0.04;0.19;0.28;0.4;0;0.05;0.19;0.04;1.37;0.16;-0.23;0.5;0.46;0.45;0.2;0.28;-0.13;0.34;0.18;0.07;-0.03;2.05;0.04;0.15;-0.24;0.88;0.3;0.2;-0.25;-0.01;0.05;0.26;-0.05;0.3;0.01
NO;uur;µg/m³;20230502 02:00;20230502 03:00;0.23;0.17;0.14;0.52;-0.13;0.1;0.25;-0.13;0.46;0.44;-0.04;0.45;0.13;0.56;0.1;-0.05;0.19;-0.06;0.72;0.44;-0.27;0.36;0.22;0.47;0.25;0.23;-0.36;0.21;0.21;0.04;-0.09;2.23;-0.05;0.12;-0.29;0.77;0.53;0.15;-0.55;-0.07;-0.01;0.34;-0.08;0.4;0.11
NO;uur;µg/m³;20230502 03:00;20230502 04:00;1.42;0.23;0.28;0.38;-0.04;0.11;0.16;0.02;0.42;0.48;-0.14;0.05;0.08;0.61;0.03;-0.11;0.22;0.29;0.24;0.12;-0.49;0.36;0.11;1.42;0.42;0.26;-0.25;0.18;0.19;-0.04;-0.09;2.38;-0.01;0.21;-0.21;0.87;0.72;0.22;-0.54;0.03;0.06;0.16;0.09;0.21;-0.02
NO;uur;µg/m³;20230502 04:00;20230502 05:00;0.2;0.29;0.15;3.42;-0.25;0.05;0.33;-0.01;0.96;0.81;-0.07;0.14;0.2;1.62;0.08;0.02;0.14;0.17;0.21;0.23;0.06;1.03;0.76;6.45;1.18;0.16;-0.26;0.48;0.15;0.05;0.21;6.98;0.05;0.24;-0.2;0.95;1.65;0.3;-0.5;-0.05;-0.02;0.24;0.04;0.84;0.14
NO;uur;µg/m³;20230502 05:00;20230502 06:00;0.58;0.7;0.15;7.58;-0.16;0.09;0.25;0.76;2.67;2.47;-0.02;0.53;0.08;1.17;0.13;-0.04;0.26;1.02;0.56;0.39;-0.19;3.63;0.73;9.64;1.99;0.26;1.83;0.34;0.36;0.28;2.2;13.6;0.14;0.36;-0.1;1.02;3.58;0.53;-0.6;0.15;0.1;0.21;0.12;4.85;0.11
NO;uur;µg/m³;20230502 06:00;20230502 07:00;1.13;0.69;0.15;10.42;-0.11;0.31;0.29;2.17;6.56;4.8;0.4;0.82;0.14;1.6;0.31;0.14;0.55;10.06;0.83;2.22;-0.18;3.79;0.54;8.72;1.16;0.27;17.13;0.35;0.75;0.26;2.3;8.21;0.19;0.47;0.27;1.09;19.68;0.62;-0.42;0.1;0;0.29;0.28;8.8;0.06
NO;uur;µg/m³;20230502 07:00;20230502 08:00;1.24;0.56;0.35;11.47;0.1;0.46;0.33;2.49;8.31;4.91;0.51;1.03;0.75;1.47;0.6;0.66;1.31;7.13;0.95;2.22;0.29;5.86;1.01;8.8;2.21;0.19;9.68;0.45;0.66;0.23;2.68;9.05;0.12;0.97;0;2.36;17.9;1.57;-0.2;0.16;-0.1;0.32;0.44;10.51;0.24
NO;uur;µg/m³;20230502 08:00;20230502 09:00;1.12;0.79;0.48;11.93;0.26;0.36;0.71;3.06;3.92;4.01;0.22;0.84;0.92;1.1;0.68;0.87;14.67;6.79;1.13;11.63;-0.06;5.7;1.02;7.11;1.23;0.3;1.46;0.49;1.08;0.4;2.81;2.12;0.29;1.36;-0.05;3.82;16.16;0.9;-0.3;0.05;0.01;0.26;0.02;10.53;0.29
NO;uur;µg/m³;20230502 09:00;20230502 10:00;1.71;1.5;;8.2;0.59;0.63;0.7;2.39;4.88;2.49;0.3;0.96;0.38;1.25;0.77;0.75;0.86;7.1;1.05;1.45;-0.13;6.63;0.77;5.64;2.06;0.24;4.36;0.57;0.7;0.28;3.98;3.27;0.31;0.75;0.05;1.31;18.8;0.96;-0.34;0.07;0.02;0.32;0.18;10.46;0.28
NO;uur;µg/m³;20230502 10:00;20230502 11:00;2.54;0.88;;8.05;2.42;0.83;0.82;4.06;4.87;3.49;0.38;1.15;0.69;1.16;0.64;1.03;0.71;4.75;1.71;1.52;;6.28;0.84;5.85;3.07;0.33;2.53;0.61;1.09;0.24;3.17;1.41;0.12;0.72;-0.07;2.22;21.94;0.96;0.34;0.22;0.14;0.31;0.41;10.19;0.23
NO;uur;µg/m³;20230502 11:00;20230502 12:00;1.36;1.09;;6.13;0.49;1.9;0.72;3.73;3.28;2.47;0.42;1.22;0.47;1.63;0.58;0.77;0.68;2.34;1.28;1.25;;5.01;0.89;5.16;1.28;0.16;4.28;0.56;1;0.65;2.7;2.34;0.34;0.7;-0.01;1.04;14.74;0.81;-0.38;0.53;0.17;0.23;0.13;11.32;0.14
NO;uur;µg/m³;20230502 12:00;20230502 13:00;1.68;0.93;0.25;5.33;0.99;1.34;0.54;5.09;5.13;2.47;0.4;1.21;0.43;1.31;1.31;0.65;0.59;7.82;1.31;5.11;;5.24;0.99;5.19;1.37;0.23;5.15;0.52;1.04;0.53;1.39;3.95;0.36;0.79;0.06;1;9.35;0.93;-0.09;0.42;0.11;0.35;0.21;6.97;0.2
NO;uur;µg/m³;20230502 13:00;20230502 14:00;0.94;1.17;0.37;7.98;1.91;0.79;0.55;4.05;5.04;1.52;0.52;1.55;0.38;1.15;1.37;1.31;0.5;5.42;1.47;1.2;;6.36;0.81;6.81;1.52;0.35;4.43;0.61;1.01;0.67;2.91;0.43;0.41;1.06;0.59;1.39;7.76;0.98;0.02;0.23;0.06;0.25;0.22;9.2;0.15
NO;uur;µg/m³;20230502 14:00;20230502 15:00;1.38;0.6;0.44;6.47;2.84;0.51;0.59;3.17;5.67;2.23;0.54;1.28;0.3;1.22;0.52;0.23;0.59;6.21;1.31;1.23;;5.48;1.05;6.79;1.3;0.35;1.86;0.46;1.95;0.49;1.74;0.46;0.25;0.79;-0.13;1.31;11.68;0.86;0.08;0.13;0.19;0.22;0.4;14.79;0.18
NO;uur;µg/m³;20230502 15:00;20230502 16:00;1.68;2.02;0.35;8.72;1.21;0.79;0.58;5;6.89;2.72;0.55;1.87;0.44;1.12;0.5;0.4;0.93;3.74;1.27;20.71;0.86;4.59;1;5.93;1.38;0.43;1.4;0.63;0.94;0.63;1.88;0.27;0.25;0.99;-0.11;3.12;10.95;1.31;0.28;0.22;0.03;0.3;1.85;10.4;0.25
NO;uur;µg/m³;20230502 16:00;20230502 17:00;0.99;1.03;0.25;6.17;0.09;0.64;0.74;3.98;5.02;2.6;0.66;0.94;0.37;1.36;0.37;0.28;1.14;5.13;1.04;0.99;0.44;4.44;0.94;3.69;1.74;0.2;1.78;0.66;1.15;0.26;2.45;0.35;0.36;0.75;-0.07;1.21;10.8;0.88;-0.21;0.11;0.18;0.27;0.39;11.08;0.19
NO;uur;µg/m³;20230502 17:00;20230502 18:00;1.21;0.43;0.38;4.31;0.2;0.65;0.7;3.31;2.41;0.32;0.48;0.7;0.4;1.09;0.19;0.37;0.72;1.04;0.86;0.61;0.46;4.97;0.84;3.31;1.01;0.23;1.35;0.6;0.42;0.44;1.68;0.17;0.32;0.41;-0.06;1.41;13.57;0.72;-0.01;0.1;0.15;0.18;0.3;8.77;0.18
NO;uur;µg/m³;20230502 18:00;20230502 19:00;0.73;1.15;0.23;2.15;-0.22;0.59;0.42;2.74;1.95;0.08;0.56;0.4;0.15;1.66;0.5;0.25;0.6;0.83;0.92;0.76;0.59;5.15;0.74;2.78;1.1;0.44;0.06;0.56;0.32;0.22;1.67;0.24;0.25;0.29;-0.13;1.17;11.49;1.19;-0.22;0.02;0.06;0.2;0.27;7.85;0.23
NO;uur;µg/m³;20230502 19:00;20230502 20:00;0.7;0.96;0.08;2.11;-0.23;0.68;0.16;2.89;1.45;-0.39;0.22;0.49;0.08;0.73;0.19;0.01;1.7;0.97;0.43;0.33;0.41;2.56;0.48;3.46;1.28;0.2;-0.22;0.8;0.28;0.01;1.58;0.18;0.19;0.29;-0.17;1.1;6.65;1.79;-0.37;0.23;0.16;0.23;0.12;6.26;0.06
NO;uur;µg/m³;20230502 20:00;20230502 21:00;0.52;0.3;0.22;1.82;-0.28;0.4;0.13;2.88;2.68;-0.77;0.31;0.07;0.02;0.8;0.03;0.02;1.8;0.75;0.7;0.23;0.56;2.78;0.32;3.31;2.55;0.12;0.19;0.77;0.17;0.1;1.75;0.59;0.13;0.6;-0.34;0.98;12.01;0.49;-0.41;0.05;0.14;0.15;0.07;6.47;0.07
