Export;EXP-2023-001 (20231012 16:58);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230901 01:00;20230901 02:00;-0.02;0.39;-0.02;0.91;0.11;0.46;0.09;0.28;0.58;1.73;0.27;0.27;0.25;0.82;0.23;0.12;0.06;0.33;0.46;0.21;-0.39;0.24;-0.15;0.48;2.48;0.26;0.53;0.26;0.25;0.47;2.31;0.89;0.38;0.36;1.6;0.03;0.39;1.42;1.13;0.33;0.14;0.17;0.02;5.09;0.04
NO;uur;µg/m³;20230901 02:00;20230901 03:00;0.02;0.76;0.09;0.43;0.04;0.44;0.14;0.26;0.45;0.59;0.4;0.29;0.07;0.5;0.3;-0.02;0.07;0.28;1.37;0.15;-0.66;0.11;-0.14;0.58;1.67;0.31;0.68;0.19;0.62;0.59;0.99;0.92;0.3;0.29;0.59;0.27;0.58;0.93;0.68;0.26;0.15;0.22;0.07;3.95;0.14
NO;uur;µg/m³;20230901 03:00;20230901 04:00;0.1;0.4;0.06;0.23;0.31;0.41;0.13;0.66;0.64;3.15;0.6;0.54;0.15;0.63;0.26;0.47;0.21;0.32;0.21;0.19;-0.61;0.44;0.06;0.52;6.11;0.35;4.21;0.16;0.83;0.97;1.8;0.6;0.28;0.09;0.51;0.78;0.11;1.34;1.41;0.52;0.13;0.18;-0.14;1.38;0.8
NO;uur;µg/m³;20230901 04:00;20230901 05:00;0.1;0.85;0.02;3.22;0.11;0.18;0.14;2.37;1.05;6.12;0.63;0.64;0.1;0.37;1.9;0.1;0.23;0.52;0.16;0.31;-0.57;0.67;0.04;0.64;25.84;0.27;1.08;0.2;0.57;1.19;4.44;0.64;0.17;0.45;0.35;1.29;6.56;0.61;1.06;0.4;0.11;0.22;-0.03;3.33;0.1
NO;uur;µg/m³;20230901 05:00;20230901 06:00;0.21;0.88;0.05;10.02;0.32;0.51;0.23;3.14;3.55;13.38;0.73;1.79;0.61;0.7;0.24;0.24;0.31;0.63;0.44;0.34;-0.65;2.52;0.63;1.15;26.22;0.32;2.41;0.29;0.65;4.74;6.88;0.51;0.29;0.18;0.76;0.54;9.32;0.76;2.55;0.4;1.3;0.85;0.4;8.34;0.17
NO;uur;µg/m³;20230901 06:00;20230901 07:00;0.57;2.41;0.68;21.78;1.06;1.88;0.22;6.82;5.72;29.9;1.67;2.28;1.68;2.74;0.47;0.02;0.54;1.7;1.78;1.6;0.2;3.82;1.1;5.85;27.94;0.38;11.48;0.67;0.54;6.47;20.25;1.16;1.63;1.3;1.7;2.7;5.16;0.84;4.32;1.27;0.36;3.58;0.8;5.62;3.38
NO;uur;µg/m³;20230901 07:00;20230901 08:00;1.22;4.3;0.47;18.4;6.06;13.11;0.34;8.63;9.53;25.81;2.91;3.34;1.91;5.01;2.67;0.41;1.87;4.1;2.85;3.4;0.53;9.51;2.16;12.97;27.84;0.42;10.27;1.68;1.06;8.38;23.27;1.8;4.3;2.23;4.98;3.15;18.28;2.07;3.82;3.47;1.18;4.44;1.55;38.47;14.44
NO;uur;µg/m³;20230901 08:00;20230901 09:00;1.59;4.4;1.21;19.66;1.77;2.17;0.65;10.4;9.22;18.61;2.41;2.55;1.88;2.42;1.42;1.87;4.44;8.66;1.77;2.42;0.65;8.44;1.9;5.72;30.47;0.57;10.69;1.37;2.23;6.39;13.25;2.46;3.28;3.01;5.21;1.12;8.61;3.09;6.09;2.85;0.91;3.09;0.98;26.85;8.84
NO;uur;µg/m³;20230901 09:00;20230901 10:00;1.85;4.16;1.27;12.14;2.48;1.45;1.11;9.72;9.01;24.24;3.74;4;2.79;1.88;3.01;4.15;2.2;5.34;1.73;2.84;0.66;8.96;1.26;6.99;27.72;1.41;14.54;1.71;1.83;4.36;18.09;2.19;3.23;3.12;5.12;1.24;11.74;1.8;4.62;2.62;1.24;1.67;0.57;20.66;1.31
NO;uur;µg/m³;20230901 10:00;20230901 11:00;2.48;3.86;2.72;8.57;1.57;2.69;2.33;14.23;12.26;26.6;5.07;2.57;4.07;2.15;5.32;7.97;3.28;7.17;3.66;3;2.68;7.11;2.66;8.11;27;1.15;9.01;1.07;2.32;5.73;18.84;2.09;3.84;2.21;3.7;1.79;9.32;1.9;4.33;1.38;1.12;1.76;0.43;18.76;0.07
NO;uur;µg/m³;20230901 11:00;20230901 12:00;4.39;4.69;2.02;11.74;1.9;2.32;3.35;23.49;19.32;26.44;4.53;2.69;6.43;3.31;12.01;3.1;3.54;6.27;4.83;2.82;1.49;6.55;3.69;7.94;22.85;1.15;9.22;1.43;4.13;7.1;18.1;3.37;4.01;2.18;1.49;1.46;11.06;2.25;3.86;1.74;0.98;0.92;0.19;19.09;0.18
NO;uur;µg/m³;20230901 12:00;20230901 13:00;2.78;3.2;0.74;3.9;0.77;1.72;11.41;18.46;25.39;25.03;7.44;3.6;5.66;3.59;13.64;0.6;4.9;8.86;2.51;3.41;1.15;7.71;5.52;11.22;38.29;0.87;9.78;1.27;;5.73;18.7;2.96;4.59;2.36;1.98;3.4;11.28;2.65;2.59;1.17;0.58;0.82;0.27;14.93;0.27
NO;uur;µg/m³;20230901 13:00;20230901 14:00;2.89;2.99;0.58;4.91;1.18;1.6;4.45;18.91;17.86;19.04;2.83;3.09;2.24;3.15;6.86;0.77;3.61;7.92;2.48;3.36;1.34;7.45;5.47;9.8;33.72;1.05;7.48;1.1;;6.42;25.53;4.13;3.36;2.14;2.81;2.92;16.21;2.86;3.73;0.86;0.26;1.17;0.26;15.51;-0.05
NO;uur;µg/m³;20230901 14:00;20230901 15:00;2.3;3.14;0.37;2.98;0.91;1.37;0.93;11.31;16.06;8.37;1.93;3.12;0.85;2.24;1.14;-0.04;4.82;7.13;1.77;3.27;1.66;12.33;3.79;9.32;39.8;0.85;7.37;1.11;;7.61;20.9;3.26;2.1;2;3.2;1.68;22.96;3.35;2.31;0.6;0.87;1.19;0.2;13;0.01
NO;uur;µg/m³;20230901 15:00;20230901 16:00;2.38;2.23;0.15;10.05;0.89;0.95;1.27;6.2;12.36;11.62;1.58;0.87;0.54;1.94;0.63;-0.03;4.87;5.55;1.46;1.74;1.58;13.77;3;21.02;40.51;0.52;7.51;1.35;2.26;6.19;16.16;4.4;3.28;1.99;1.97;1.3;12.68;2.55;1.32;0.45;0.62;0.62;0.34;8.74;0.04
NO;uur;µg/m³;20230901 16:00;20230901 17:00;1.44;0.83;0.13;9.36;0.47;0.89;0.24;7.24;12.16;15.14;1.09;0.54;0.49;0.61;0.55;0.96;2.53;5.39;0.94;1.09;0.64;10.15;2.12;8.1;51.65;0.84;7.64;1.41;0.96;3.85;16.15;2.37;1.61;0.54;1.52;5.59;32.59;3.48;2.26;0.55;0.41;0.42;0.27;10.85;-0.13
NO;uur;µg/m³;20230901 17:00;20230901 18:00;0.65;0.58;0.13;8.18;0.38;0.06;0.31;7.27;7.38;10.42;0.29;0.74;0.56;0.17;0.48;0.4;2.97;2.32;0.56;0.95;-0.16;9.59;2.02;1.22;35.65;0.43;7.88;1.34;0.64;1.38;14.96;1.16;0.86;0.66;0.96;1.14;20.73;2.62;1.64;0.55;0.4;0.28;0.19;19.1;-0.11
NO;uur;µg/m³;20230901 18:00;20230901 19:00;0.09;1.22;0.05;18.92;0.46;0.47;0.24;6.57;5.61;2.8;0.26;1.47;0.33;-0.06;0.31;0.05;1.86;2.05;0.81;0.51;-0.24;5.63;0.93;1.85;30.91;0.6;6.14;0.6;0.22;5.01;12.09;1.21;0.66;0.46;0.96;1.04;13.54;6.15;0.61;0.56;0.19;0.11;0.26;16.05;0.07
NO;uur;µg/m³;20230901 19:00;20230901 20:00;0.13;0.56;0.4;20.42;1.62;5.27;0.13;6.58;3.88;9.76;0.78;0.57;0.27;-0.01;1.1;0.18;0.34;2.54;0.1;0.66;-0.64;2.35;0.3;5.46;22;0.22;8.95;0.24;0.35;3.07;11.72;0.57;0.41;0.28;0.62;0.19;14.13;4.03;1.31;0.65;0.12;0.28;0.16;11.34;-0.21
NO;uur;µg/m³;20230901 20:00;20230901 21:00;0.15;0.56;0.64;16.91;7.03;1.57;0.33;2.68;3.48;4.7;0.53;0.68;0.4;0.41;0.14;3.07;0.92;3.16;0.28;0.59;-0.52;3.88;0.56;13.21;19.11;0.2;9;0.21;0.18;2.66;4;0.84;0.11;-0.06;3.82;0.15;14.35;1.95;0.64;0.53;0.17;0.39;0.03;9.5;0.04
NO;uur;µg/m³;20230901 21:00;20230901 22:00;0.12;0.64;1.37;13.24;5.67;1.95;0.37;2.59;2.95;4.68;0.83;0.6;0.36;0.11;0.23;1.7;0.93;1.62;0.28;0.24;-0.35;3.63;0.38;24.33;21.85;0.37;4.27;0.19;0.15;2.79;6.92;2.65;0.29;1.63;3.47;0.54;13.44;2.74;1.5;0.28;0.12;1.66;-0.04;13.22;-0.04
NO;uur;µg/m³;20230901 22:00;20230901 23:00;0.16;0.98;0.62;2.42;4.39;4.05;0.37;1.87;4.31;6.27;0.45;0.79;0.3;0.25;0.17;2.53;0.86;5.76;0.31;0.2;-0.64;3.89;0.26;50.84;15.2;0.38;5.28;0.13;0.3;0.63;8.84;1.47;0.29;0.2;3;0.14;14.63;1.42;0.74;0.31;0.16;2.52;0.16;14.15;-0.03
NO;uur;µg/m³;20230901 23:00;20230902 00:00;0.04;0.27;0.35;2.89;0.2;0.39;0.72;2.02;3.02;7.42;0.26;0.44;0.54;-0.16;0.31;3.54;0.81;5.08;0.22;0.19;-0.46;2.77;0.56;60.55;13.48;0.31;1.79;0.15;0.2;1.06;4.3;0.41;0.7;0.08;2.8;-0.04;14.64;2.3;0.39;0.29;0.23;4.21;0.22;18.23;0.01
NO;uur;µg/m³;20230902 00:00;20230902 01:00;1.74;0.65;1.04;2.78;0.45;;0.93;0.89;2.69;6.14;0.37;0.37;0.76;1.11;0.19;1.91;0.55;2.12;0.11;0.24;0.37;2.18;0.32;30.88;13.67;-0.05;2.1;0.03;0.47;1.38;6.15;0.42;0.71;0.39;6.88;0.46;7.18;1.34;0.42;0.63;0.24;6.29;-0.03;3.95;0.37
NO;uur;µg/m³;20230902 01:00;20230902 02:00;0.76;1.03;1.34;1.13;0.97;0.3;1.18;0.52;2.2;2.35;0.21;0.31;0.95;0.95;0.17;5.24;0.47;1.05;0.09;0.32;0.31;4.25;0.04;51.04;11.17;-0.09;0.88;0.03;0.36;1.96;4.26;0.67;0.65;0.48;3.13;0.26;5.27;0.79;0.41;0.57;0.24;6.97;-0.19;5.71;0.49
NO;uur;µg/m³;20230902 02:00;20230902 03:00;0.75;1.76;1.43;5.38;1.77;0.54;1.24;0.57;0.82;5.67;0.57;0.22;0.94;1.11;0.17;4.85;0.92;0.63;0.09;0.23;0.31;1.36;0.25;36.71;7.15;-0.11;1.47;0.05;0.75;2.65;3.47;1;1.25;0.46;1.3;0.52;3.75;1.12;0.33;0.41;0.25;5.47;-0.3;9.94;0.39
NO;uur;µg/m³;20230902 03:00;20230902 04:00;1.28;10.39;0.96;1.28;1.18;1.29;1.19;1.54;2.07;4.01;0.29;0.29;0.69;2.26;0.03;6.77;0.22;1.21;0.06;0.23;0.33;1.48;0.28;42.98;7.57;-0.11;1.21;0.01;0.79;1.12;6.75;1.02;0.7;0.75;2.44;1.5;5.51;1.05;0.33;0.57;0.3;4.8;-0.07;8.23;0.33
NO;uur;µg/m³;20230902 04:00;20230902 05:00;0.77;7.39;0.68;3.21;0.89;0.8;1.55;2.3;1.69;12.34;0.35;0.57;1.12;2.04;0.17;8.79;1.19;4.83;0.24;1.08;0.36;1.7;0.19;31.88;21.43;-0.07;1.98;0.05;0.6;2.04;3.17;0.73;0.97;2.61;2.34;0.51;8.37;1.45;0.14;0.37;0.26;7.72;-0.3;7.15;0.48
NO;uur;µg/m³;20230902 05:00;20230902 06:00;0.69;12.98;0.44;7.5;1.43;2.77;1.38;2.87;3.61;9.65;1.27;2.13;1.61;4.06;2.28;7.33;1.19;2.59;0.58;0.18;0.46;2.69;0.35;45.37;24.28;-0.08;1.8;0.05;0.69;1.63;5.39;0.92;0.93;1.03;2.07;0.47;10.33;1.64;0.48;0.41;0.3;5.93;-0.12;4.99;0.59
NO;uur;µg/m³;20230902 06:00;20230902 07:00;1.62;5.88;2.79;22.96;5.39;6.27;2.11;6.59;5.17;15.06;4.05;3.72;2.28;9.43;2.88;10.46;3.7;2.94;4.55;3.6;0.94;5.83;2.15;36.68;34.25;0.03;2.07;0.22;0.98;2.37;6.46;2.1;2.14;2.97;3.17;1.02;17.51;2.93;0.98;0.72;0.67;3.02;1.63;11.93;0.68
NO;uur;µg/m³;20230902 07:00;20230902 08:00;3.45;7.74;1.8;30.87;4.96;7.38;3.31;8.77;10.09;14.05;6.54;6.63;4.19;12.89;2.29;14.53;8.29;8.59;13.59;4.44;2.75;9.51;5.06;18.9;35.5;0.43;6.92;0.56;1.96;1.59;5.51;2.66;1.99;3.79;5.97;0.83;14.31;5.94;1.86;0.47;1.52;3.39;1.07;8.27;0.95
NO;uur;µg/m³;20230902 08:00;20230902 09:00;4.76;5.68;1.59;10.55;3.11;6.31;5.76;13.48;14.21;14.05;7.49;12.88;3.66;10.68;3.38;18.49;4.87;10.46;9.36;7.56;3.08;12.86;4.01;15.9;32.58;0.25;7.55;1.05;1.89;1.7;4.93;2.53;2.14;4.39;3.5;0.33;26.36;8.4;1.69;0.61;1.38;2.77;1.4;12.07;1.69
NO;uur;µg/m³;20230902 09:00;20230902 10:00;3.8;3.68;1.29;5.32;1.4;4.51;5.77;15.24;14.42;13.32;7.47;10.65;3.75;6.41;1.21;22.19;4.81;8.96;8.5;7.55;3.4;7.44;3.75;14.9;28.89;0.32;10.81;1.45;1.48;2.06;6.74;2.72;2.43;3.01;2.2;1.14;22.64;6.97;3.15;0.79;1.06;1.82;0.64;6.91;0.77
NO;uur;µg/m³;20230902 10:00;20230902 11:00;3.8;3.53;0.9;6.49;0.86;3.84;2.96;13.69;9.92;5.48;3.67;10.87;4.81;4.47;0.48;18.27;2.46;4.17;6.88;4.98;1.91;8.19;2.66;8.56;25.77;0.17;10.63;1.87;1.89;1.55;4.85;1.97;2.12;2.02;1.91;0.58;18;5.81;2.41;1.18;0.81;0.68;0.09;12.36;0.93
NO;uur;µg/m³;20230902 11:00;20230902 12:00;2.71;4.51;1.13;4.91;0.55;6.9;0.86;11.67;6.29;4.15;3.68;9.43;5.08;5.43;1.01;7.39;2.42;3.28;5.29;2.5;2.79;6.79;1.86;6.38;14.95;0.03;11.74;0.91;1.79;1.7;6.97;3.03;1.96;9.36;1.99;0.47;22.01;4.85;1.14;0.76;2.03;0.54;0.12;8.95;0.73
NO;uur;µg/m³;20230902 12:00;20230902 13:00;0.84;2.21;0.53;8.83;0.91;5.49;0.62;13.63;5.94;2.58;2.21;6.57;1.42;3.99;5.93;4.46;3.14;3.28;2.7;1.57;2.09;8.81;3.42;5.46;23.36;0;6.39;0.64;1.21;1.83;6.41;1.16;1.43;3.77;1.69;0.32;18.56;3.52;1.19;0.74;0.38;0.54;0.08;10.64;0.24
NO;uur;µg/m³;20230902 13:00;20230902 14:00;0.72;2.2;0.56;5.92;0.65;4.93;0.98;12.79;5.08;1.89;2.9;2.76;1.92;1.5;3.51;3.04;1.78;2.85;1.36;1.26;1.5;7.24;2.36;4.82;21.11;-0.09;4.94;0.29;0.72;1.71;5.58;0.78;1.3;2.11;0.71;0.03;20.03;2.5;0.38;1.06;0.34;0.31;-0.1;8.81;0.22
NO;uur;µg/m³;20230902 14:00;20230902 15:00;0.89;1.15;0.42;5.85;0.52;4.2;1.15;10.88;3.76;1.65;1.05;2.7;1.73;1.31;2.79;1.97;1.02;2.8;0.82;1.54;1.44;6.16;0.99;3.35;22.32;0.06;4.86;0.13;0.57;2.37;7.11;0.47;0.84;0.88;0.67;0.27;15.84;3.67;0.37;0.45;0.18;0.43;0.13;9.11;0.34
NO;uur;µg/m³;20230902 15:00;20230902 16:00;0.69;0.99;0.41;8.21;0.55;3.37;0.79;8.91;4.39;2.44;1.17;1.53;1.6;1.09;2.25;1.73;1.3;2.51;0.92;0.96;0.96;5.65;0.76;2.3;26.83;-0.07;3.27;0.06;0.6;1.27;5.13;0.3;0.74;0.22;0.16;0.09;16.51;2.22;0.79;0.38;0.25;0.38;-0.03;8.38;0.27
NO;uur;µg/m³;20230902 16:00;20230902 17:00;1.01;0.58;0.22;12.49;0.43;2.09;0.62;8.1;3.77;0.86;0.55;1.76;1.02;0.86;1.63;3.15;0.8;1.47;0.52;0.93;1.15;5.35;0.08;3.74;23.23;0.01;2.91;0.11;0.27;1.05;3.51;0.9;0.63;0.28;0.1;0.04;20.02;2.31;0.15;0.35;0.86;0.41;-0.07;8.75;0.26
NO;uur;µg/m³;20230902 17:00;20230902 18:00;0.97;0.39;0.44;3.89;0.55;1.59;0.27;4.59;3.22;-0.09;0.51;1.5;0.43;0.73;1.06;1.28;0.75;1;0.25;0.29;0.73;7.65;-0.01;3.82;15.96;-0.07;1.31;0.16;0.24;0.34;3.93;0.38;0.42;0.3;-0.14;0.05;17.57;0.89;0.03;0.48;0.12;0.3;-0.03;8.08;0.31
NO;uur;µg/m³;20230902 18:00;20230902 19:00;0.78;2.76;0.31;1.86;0.67;2.32;0.15;5.51;5.12;-0.04;0.24;0.56;0.36;0.55;1.15;0.81;0.44;0.57;0.07;0.06;0.36;5.65;-0.07;4.42;10.06;-0.19;0.88;0.58;0.37;0.27;2.75;0.01;0.37;0.33;-0.07;0.01;12.78;2.11;0.3;0.74;0.19;0.32;-0.1;8.56;0.31
NO;uur;µg/m³;20230902 19:00;20230902 20:00;0.94;0.55;0.41;2.42;0.4;0.8;0.13;5.89;4.63;0.19;0.73;0.24;0.28;1.02;0.26;0.37;1.26;1.51;0.36;0.03;0.22;5.19;-0.15;6.02;13.35;-0.1;0.74;1.84;0.22;0.2;2.08;0.09;0.26;0.31;0.06;0.09;14.55;3.74;1.33;0.51;0.35;0.33;-0.14;12.34;0.3
NO;uur;µg/m³;20230902 20:00;20230902 21:00;0.24;0.56;0.22;3.88;0.38;0.13;0.38;3.59;7.53;4.81;1.29;0.25;0.35;0.75;-0.05;0.49;0.93;2.25;-0.09;-0.14;0.37;4.07;0.31;6.97;24.23;-0.14;0.79;0.01;0.18;0.89;2.53;0.13;0.21;0.12;0.49;0.11;35.65;3.25;0.07;0.51;0.57;0.36;-0.1;10.72;0.25
