Export;EXP-2023-01 (20230705 20:37);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230201 02:00;20230201 03:00;0.12;-0.09;0.1;0.58;-0.09;0.01;0.04;0.2;0.75;0.57;0.44;0.27;0.32;0.22;0.04;0.13;0.17;0.02;0.2;0.35;0.24;0.99;0.2;0.5;0.64;0.16;0.06;0.39;0.06;0.45;0.38;1.12;0.11;0.06;0.08;0.21;0.44;0.38;0.19;-0.11;-0.05;-0.01;-0.35;-0.01;0.03
NO;uur;µg/m³;20230201 03:00;20230201 04:00;0.12;-0.01;0.01;0.7;-0.04;-0.01;0.02;0.1;0.75;0.43;0.31;0.24;0.35;0.23;0.11;0.07;0.1;0.22;0.2;0.1;0.21;0.62;0.11;0.64;0.55;0.1;-0.12;0.33;0.12;0.32;0.35;1.11;0.07;0.06;0.05;-0.01;0.38;0.33;0.12;-0.05;-0.01;-0.05;-0.23;-0.1;-0.09
NO;uur;µg/m³;20230201 04:00;20230201 05:00;0.08;0.02;-0.09;0.65;-0.17;-0.07;-0.01;0.15;0.59;0.51;0.51;0.14;0.28;0.07;0.04;0.08;0.03;0.29;0.27;0.25;0.46;0.69;0.09;1.31;0.31;0.12;0.24;0.38;-0.01;0.52;0.37;1.68;0.08;0.02;0.14;0.34;0.31;0.16;0.23;0.06;-0.02;-0.05;0.04;-0.03;-0.12
NO;uur;µg/m³;20230201 05:00;20230201 06:00;0.91;-0.03;-0.05;1.13;-0.06;-0.12;0;0.62;6.22;2.7;0.52;0.16;0.41;0.2;0.06;0.09;0.12;0.08;0.2;0.37;0.32;1.39;0.72;3.7;1.54;0.12;0.68;0.43;0.09;0.48;0.66;6.16;0.23;0.08;0.2;0.45;1.26;0.26;0.44;-0.11;0.06;0.02;-0.31;0.07;0.02
NO;uur;µg/m³;20230201 06:00;20230201 07:00;1.8;-0.01;-0.11;2.07;-0.22;-0.04;-0.09;1.17;8.2;9.86;0.64;0.17;0.64;0.29;0.15;0.03;0.15;0.25;0.24;0.54;0.26;3.35;0.89;7.72;2.32;0.02;4.96;0.35;0.1;1.94;2.57;13.43;0.21;0.22;0.2;-0.65;2.96;0.42;0.44;-0.02;-0.04;-0.14;-0.1;0.37;-0.05
NO;uur;µg/m³;20230201 07:00;20230201 08:00;3.26;0.09;0.04;4.42;-0.27;0.08;-0.05;2.16;10.89;16.37;0.69;0.28;1.23;0.15;0.16;0.14;0.29;1.82;0.22;0.86;0.07;4.11;0.84;8.7;1.96;0.29;6.12;0.4;0.11;4.19;2.49;13.23;0.49;0.1;0.82;1.25;6.61;0.78;0.69;0.04;0.05;-0.04;0.16;1.92;0.16
NO;uur;µg/m³;20230201 08:00;20230201 09:00;2.5;0.22;0.05;6.64;1.18;0.01;0.12;3.12;12.94;14.42;1.61;0.25;1.25;0.28;0.11;0.56;0.36;1.15;0.26;1.57;0.25;6.48;1.22;9.19;1.94;0.16;8.12;0.49;0.2;5.9;3.46;10.63;0.56;0.27;0.21;0.54;8.81;1.42;0.56;0.16;0.01;0;-0.38;1.84;0.28
NO;uur;µg/m³;20230201 09:00;20230201 10:00;2.46;0.47;0.49;4.66;1.1;0.19;0.49;2.57;14.44;11.44;1.87;0.34;2.47;0.84;0.17;0.35;0.43;2.74;0.59;1.45;0.03;7.92;1.34;6.91;4.62;0.16;6.93;0.61;0.35;4.56;3.02;9.09;0.68;0.75;0.32;0.15;7.67;2.37;0.64;0.13;0.16;-0.01;-0.16;1.9;0.19
NO;uur;µg/m³;20230201 10:00;20230201 11:00;1.57;0.89;1.06;4.2;0.88;0.44;0.69;2.7;8.82;11.09;1.79;0.6;2.16;0.86;0.22;0.35;0.41;4.49;0.42;1.85;0.88;8.46;1.64;5.86;6.35;0.19;4.9;0.56;0.34;5.21;2.42;8.48;0.61;0.86;0.67;0.12;8.33;1.89;0.62;0.08;-0.08;-0.08;0.07;2.44;0.12
NO;uur;µg/m³;20230201 11:00;20230201 12:00;2.67;0.77;1.71;4.48;2.77;0.5;0.56;4.83;5.95;9.34;1.34;0.44;1.09;0.51;0.27;0.51;0.56;3.25;0.5;2.04;0.26;7.5;1.01;5.06;5.09;0.21;4.49;0.47;0.29;4.42;2.93;8.06;0.38;0.58;0.31;0.39;5.41;1.11;0.49;0.15;0.06;0.04;-0.11;4.06;0.12
NO;uur;µg/m³;20230201 12:00;20230201 13:00;2.18;0.12;0.88;3.54;4.03;0.42;0.59;3.96;6.28;8.57;1.21;0.35;0.49;0.19;0.5;0.25;0.66;4.89;0.54;1.3;0.66;6.35;1.31;5.92;3.69;0.26;6.24;0.6;0.35;4.67;3.08;8.52;0.91;0.58;0.52;-0.14;5.78;1.05;0.83;0.27;0.07;0.04;-0.13;6.5;0.24
NO;uur;µg/m³;20230201 13:00;20230201 14:00;1.12;0.12;0.32;3.03;3.35;0.25;0.84;3.48;9.1;7.72;1.12;0.73;0.44;0.4;0.44;0.4;1;3.15;0.8;1.73;0.36;8.97;2.44;5.48;5.03;0.33;7.03;0.6;0.5;5.35;3.27;7.87;0.88;0.78;0.25;0.08;7.51;1.16;0.97;0.13;0.16;0.18;0.06;4.65;0.42
NO;uur;µg/m³;20230201 14:00;20230201 15:00;1.81;0.19;0.2;2.62;0.39;0.38;0.51;2.79;6.53;9.54;1.16;0.8;0.54;0.89;0.62;0.59;0.96;2.71;0.83;2.07;0.4;9.77;1.83;8.4;3.21;0.41;6.62;0.72;0.56;4.87;3.57;9.07;0.96;0.87;0.36;0.61;7.68;1.12;0.99;-0.04;0.37;0.14;0.29;2.23;0.29
NO;uur;µg/m³;20230201 15:00;20230201 16:00;1.64;0.48;-0.08;2.83;-0.08;0.24;0.27;4.99;6.84;10.8;1.18;0.6;0.9;0.46;0.38;0.32;0.84;1.75;0.51;1.44;0.57;11.71;1.8;7.92;7.85;0.34;7.56;0.63;0.4;5.46;3.2;11.27;0.87;0.7;0.4;0.34;10.59;1.35;1.49;0.24;0.32;0.12;-0.03;2.54;0.34
NO;uur;µg/m³;20230201 16:00;20230201 17:00;1.32;-0.01;-0.1;2.99;-0.06;0.06;0.07;2.7;10.82;12.52;1.21;0.38;0.3;0.38;0.21;0.29;0.74;1.77;0.55;1.3;0.14;10.72;1.8;6.02;5.74;0.36;7.64;0.33;0.39;6.09;3.21;10.87;0.45;0.42;0.31;1.45;8.88;1.48;1;0.06;0.16;0.01;-0.22;3.15;0.2
NO;uur;µg/m³;20230201 17:00;20230201 18:00;1.72;0.07;0.08;2.09;-0.16;0.18;-0.04;2.99;8.4;10.28;0.9;0.23;0.25;0.18;0.1;0.14;0.39;1.02;0.19;0.89;0.73;7.89;1.22;3.97;3.68;0.07;7.36;0.31;0.19;4.15;3.46;9.91;0.32;0.27;0.18;0.37;6.85;0.8;0.75;0.18;0.03;0;-0.07;1.47;0.11
NO;uur;µg/m³;20230201 18:00;20230201 19:00;1.27;0.05;-0.02;2;-0.14;-0.08;-0.02;3.08;5.39;6.97;0.77;0.15;0.2;0.33;0.09;0.05;0.26;0.65;0.36;0.56;0.23;8.81;0.94;3.36;3.37;0.22;6.69;0.26;0.11;3.61;2.05;7.52;0.36;0.17;0.15;0.84;6.26;0.73;0.68;0.07;0.09;-0.06;-0.17;1.86;0.28
NO;uur;µg/m³;20230201 19:00;20230201 20:00;1.04;-0.03;0.03;1.78;-0.12;0.05;-0.12;1.7;2.96;5;0.59;0.34;0.26;0.11;0.13;0.08;0.26;0.29;0.25;0.49;0.19;4.56;0.71;3.01;2.26;0.16;4.39;0.33;0.09;3.22;1.52;7.37;0.22;0.11;-0.01;0.2;4.16;0.67;0.53;-0.08;0.01;0;-0.07;1.02;0.18
NO;uur;µg/m³;20230201 20:00;20230201 21:00;0.61;-0.02;-0.11;1.24;0.02;0.01;0.03;1.06;2.16;4.7;0.56;0.1;0.14;0.25;-0.12;0.1;0.15;0.34;0.14;0.5;0.12;7.1;0.58;2.56;1.34;0.11;2.62;0.34;0.05;2.4;1.13;4.95;0.19;0.09;0.3;-0.02;3.94;0.52;0.8;0.03;-0.04;-0.09;-0.09;0.87;0.08
NO;uur;µg/m³;20230201 21:00;20230201 22:00;0.15;-0.08;-0.1;1.06;-0.3;-0.02;-0.04;1.26;2.13;3.52;0.52;0.04;0.17;0.24;0.1;0.08;0.11;0.47;0.21;0.39;-0.18;6.84;0.48;1.8;0.74;0.11;2.01;0.35;0.07;1.86;0.83;4.77;0.01;0.06;0.03;0.15;3.92;0.56;0.66;0.01;-0.02;-0.09;-0.23;1.18;0.25
NO;uur;µg/m³;20230201 22:00;20230201 23:00;0.23;0.12;-0.05;1.11;-0.14;-0.12;0.05;0.52;2.04;2.86;0.35;0.21;0.14;0.22;0.08;0.16;0.12;0.54;0.19;0.15;0.57;4.72;0.52;1.55;0.75;0.03;2.25;0.43;0.08;1.87;0.74;4.42;0.19;0.14;0;0.1;3.89;0.19;0.59;-0.06;0.05;-0.02;-0.35;0.97;-0.04
NO;uur;µg/m³;20230201 23:00;20230202 00:00;-0.02;0.08;-0.05;0.92;-0.04;0.04;-0.08;0.58;1.32;1;0.47;0.02;0.24;0.05;-0.1;0.09;0.06;0.19;0.22;0.07;0.2;3.15;0.35;0.88;0.94;0.04;1.21;0.41;0.01;0.83;0.75;3.26;0.14;0.1;0.09;0.11;2.79;0.43;0.66;-0.09;0.12;0.01;0.12;0.55;0.01
NO;uur;µg/m³;20230202 00:00;20230202 01:00;0.59;0.12;-0.06;0.59;0.21;0.32;;0.06;0.77;0.58;0.3;-0.04;0.16;0.61;-0.12;0.14;0.19;0.19;-0.01;0.11;0.14;1.69;0.41;0.73;0.44;0.31;0.7;-0.2;0.12;0.75;0.47;2.03;0.04;0.28;0.04;0.6;2.86;0.13;;;0.13;0.13;0.1;0.49;0.14
NO;uur;µg/m³;20230202 01:00;20230202 02:00;0.49;0.12;-0.12;0.55;0.09;0.26;-0.01;0.1;0.54;0.29;0.29;0.05;0.08;0.53;-0.1;0;-0.11;0.12;-0.01;0.41;0.12;0.83;0.21;0.43;0.45;0.28;0.3;-0.12;0.2;0.41;0.63;1.39;0.12;0.06;-0.05;0.68;1.13;0.14;0.02;-0.15;0.13;0.09;0.13;0.44;0.12
NO;uur;µg/m³;20230202 02:00;20230202 03:00;0.47;0.23;0.04;0.43;0.05;0.26;0.01;-0.04;0.4;0.18;0.25;0.05;0.06;0.44;0.12;-0.02;0.01;0.09;-0.1;0.37;0.12;0.96;0.27;0.37;0.43;0.31;0.31;-0.14;0.07;0.36;0.39;1.47;0.24;-0.03;-0.17;0.76;1.52;-0.02;-0.02;-0.24;0.18;0.1;0.56;0.54;0.15
NO;uur;µg/m³;20230202 03:00;20230202 04:00;0.52;0.02;-0.16;0.52;0.02;0.25;-0.02;-0.13;1.06;0.41;0.25;0.09;0.12;0.36;0.13;-0.03;0.05;0.06;-0.13;0.36;0.49;0.65;0.23;0.58;0.19;0.12;0.36;-0.16;0.09;0.34;0.43;0.95;0.17;0.02;0.09;0.33;0.69;0.11;-0.13;-0.2;0.18;0.04;0.44;0.3;0.08
NO;uur;µg/m³;20230202 04:00;20230202 05:00;0.84;-0.01;0;0.49;0.12;0.09;-0.08;0.05;0.7;0.39;0.26;0.04;0.11;0.45;-0.1;-0.02;0.12;0.04;0;0.17;0.19;0.88;0.19;1.03;0.32;0.43;0.42;-0.17;-0.06;0.49;0.26;1.82;0.12;-0.03;0.08;0.41;0.91;0.22;0.21;-0.22;0.23;0.07;0.35;0.38;0.06
NO;uur;µg/m³;20230202 05:00;20230202 06:00;0.92;0.15;-0.26;0.74;0.12;0.2;-0.01;0.63;1.35;2.2;0.27;-0.08;0.1;0.54;0.11;-0.04;0;-0.04;-0.07;0.41;0.16;1.85;0.29;3.49;1.06;0.31;0.54;-0.1;0.02;0.76;0.34;6.09;0.26;0.05;0.13;0.51;2.33;0.37;0.77;-0.17;0.14;0.04;0.19;0.49;0.03
NO;uur;µg/m³;20230202 06:00;20230202 07:00;2.56;-0.01;-0.07;1.53;0.17;0.21;-0.07;1.03;4.15;10.59;0.41;-0.01;0.21;0.46;0.09;-0.06;0.03;0.27;0.06;0.87;0.06;5.42;0.62;8.31;1.61;0.37;3.79;-0.15;-0.03;2.35;1.43;15.78;0.21;0.24;0.06;0.84;5.66;0.35;0.77;-0.13;0.22;0;0.23;1.32;0.15
NO;uur;µg/m³;20230202 07:00;20230202 08:00;3.97;0.08;-0.06;3.48;0.4;0.52;-0.02;1.58;6.3;14.4;0.97;-0.12;0.18;0.56;0.02;-0.07;0.14;2.16;-0.01;1.29;0.25;5.02;0.88;8;1.37;0.23;7.15;-0.23;0.07;7.37;2.37;14.5;0.28;0.02;0.14;0.63;10.9;0.56;0.59;-0.01;0.24;-0.02;0.05;3.35;0.31
NO;uur;µg/m³;20230202 08:00;20230202 09:00;3.48;0.17;0;5.54;0.38;0.43;0.1;2.34;8.75;15.47;1.28;0.15;0.39;0.6;0.1;0.07;0.3;3.07;0;1.95;0;11.54;1.34;8.64;1.68;0.42;9.71;-0.16;0.17;7.66;2.4;11.15;0.5;0.36;0.55;0.68;13.62;1.63;1.3;0.01;0.05;;0.31;6.33;0.46
NO;uur;µg/m³;20230202 09:00;20230202 10:00;2.33;0.1;0.01;2.78;2.07;1.96;0.57;2.66;7.11;13.5;1.31;0.24;0.54;1.1;0.24;0.64;0.56;2.6;0.23;2.07;0.1;10.62;0.89;7.04;1.61;0.29;7.81;-0.06;0.08;6.06;2.74;10.47;0.59;0.63;0.21;0.36;10.91;1.8;0.74;0.03;0.23;0.04;0.35;4.25;0.64
NO;uur;µg/m³;20230202 10:00;20230202 11:00;2.45;0.38;0.23;2.55;2.12;1.06;1.15;3.38;5.89;11.38;1.39;0.75;0.58;1.31;0.72;1.02;0.58;7.01;0.68;2.6;0.17;25.95;1.65;9.66;2.32;0.39;8.54;0.17;0.33;6.16;3.01;10.27;0.72;0.61;0.27;1.17;12.77;1.64;0.64;-0.07;0.18;0.14;0.57;5.21;0.87
NO;uur;µg/m³;20230202 11:00;20230202 12:00;2.69;0.87;0.69;3.08;5.95;1.24;2.09;3.9;7.98;13.61;2.03;0.58;0.7;1.31;1.02;0.92;1.16;10.43;0.53;2.46;0.4;9.43;1.98;6.85;2.53;0.52;7.53;0.01;0.36;6.73;4.72;10.44;1.09;0.74;0.54;1.78;12.67;2.47;1.14;-0.02;0.32;0.17;0.33;5.91;0.67
NO;uur;µg/m³;20230202 12:00;20230202 13:00;2.98;0.44;1;3.7;4.46;1.36;0.93;3.06;8.03;10.65;1.55;0.3;0.53;1.02;0.68;0.73;0.67;3.15;0.49;1.83;0.32;11.2;2.39;4.58;6.41;0.46;7.57;0.02;0.33;6.85;4.92;10.42;1.44;0.73;0.56;0.64;11.43;1.39;1.78;0.1;0.29;0.24;0.39;6.69;0.73
NO;uur;µg/m³;20230202 13:00;20230202 14:00;3.1;0.41;1.02;3.95;3.95;1.29;0.58;3.95;10.86;13.32;1.97;0.78;0.61;0.79;1.23;0.46;0.76;3.28;0.45;1.28;;12.68;1.95;6.66;10.54;0.51;9.38;0.02;0.33;5.94;4.21;10.17;0.91;0.52;0.32;0.36;7.66;1.63;0.95;0.13;0.39;0.11;0.17;22.03;0.43
NO;uur;µg/m³;20230202 14:00;20230202 15:00;3.27;0.63;0.84;4.47;2.17;0.91;0.53;5.3;10.64;15.13;1.92;0.72;0.69;0.94;1.22;0.54;0.75;3.79;0.47;2.45;;14.42;2.57;7.24;7.5;0.6;9.99;0.21;0.23;7.35;4.54;12.33;0.86;0.87;0.24;0.42;8.72;1.23;0.57;0.1;0.42;0.03;0.1;36.64;0.51
NO;uur;µg/m³;20230202 15:00;20230202 16:00;2.39;0.18;0.34;3.69;0.7;0.63;0.84;3.87;10.69;18.1;1.31;0.48;0.6;0.93;1.18;0.31;1.91;4.92;0.37;2.95;0.28;14.72;2.72;10.44;8;0.31;11.06;0.2;0.35;7.96;5.3;13.97;0.61;0.73;0.3;1.26;9.91;1.36;0.67;0.24;0.23;0.24;0.23;28.66;0.54
NO;uur;µg/m³;20230202 16:00;20230202 17:00;2.88;0.26;-0.01;4.81;0.31;0.53;0.25;4.14;10.06;19.89;1.68;0.67;0.4;0.77;0.75;0.28;2.92;3.96;0.79;2.67;0.06;17.2;2.73;6.3;9.21;0.4;10.05;0.1;0.65;10.49;5.03;13.49;0.43;0.67;0.4;0.95;8.49;2.04;0.79;0.03;0.3;0.26;0.31;32.64;0.45
NO;uur;µg/m³;20230202 17:00;20230202 18:00;3.42;0.06;-0.05;3.83;0.16;0.36;0.06;3.83;17.17;16.73;1.21;0.17;0.4;0.54;0.65;0.08;0.61;7.61;0;1.89;-0.38;12.03;1.54;6.52;7.27;0.31;10.2;0.13;0.25;8.82;6.12;11.49;0.9;0.52;0.57;0.05;10.15;1.27;0.47;-0.12;0.04;0.03;0.46;10.86;0.37
NO;uur;µg/m³;20230202 18:00;20230202 19:00;3.43;0.05;-0.06;2.13;0.09;0.41;-0.02;3.64;11.47;10.09;0.77;0;0.48;0.56;0.1;0;0.17;3.75;-0.1;1.09;-0.31;14.94;1.95;4.86;8;0.23;9.63;-0.01;0.06;8.99;6.19;11.95;0.76;0.25;0.64;0.19;7.49;0.99;0.38;-0.08;0.13;-0.09;0.52;4;0.37
NO;uur;µg/m³;20230202 19:00;20230202 20:00;3.04;0.24;-0.07;1.93;0.07;0.63;0.12;2.34;7.22;4.96;0.99;0.09;0.6;0.55;0.08;-0.07;0.23;0.68;0.07;0.72;-0.58;12.87;1.27;3.76;6.53;0.26;5.2;-0.15;0.12;4.75;4.43;12.32;0.49;-0.04;0.16;1.34;8.84;1.14;0.35;-0.26;0.04;0.09;0.2;4.96;0.36
NO;uur;µg/m³;20230202 20:00;20230202 21:00;1.33;2.28;0.07;1.43;0.19;0.48;-0.05;1.37;6.05;4.95;0.61;-0.01;0.46;0.58;0.13;0.06;0.17;0.73;0.04;0.55;-0.56;11.59;0.87;2.71;3.75;0.28;2.31;-0.09;0.07;3.14;3.89;9.09;0.27;0.09;0.28;0.86;5.55;0.88;0.43;-0.29;0.14;0.05;0.38;4.2;0.41
