Export;EXP-2023-01 (20230705 10:04);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230101 01:00;20230101 02:00;0.25;0.27;0.36;0.65;0.48;0.43;0.1;1.61;1.69;2.52;0.93;0.32;0.27;0.25;-0.13;-0.04;1.98;1.51;0.15;0.46;0.2;3.16;1.95;1.62;7.96;0.04;1.22;0.02;0.21;0.97;2.85;4.45;0.14;0.02;0.17;0.39;2.35;2.02;;0.26;0.2;0.07;0.02;0.44;5.78;-0.06
NO;uur;µg/m³;20230101 02:00;20230101 03:00;0.27;0.36;0.23;0.47;0.41;0.29;0.04;0.24;1.24;1.3;0.31;0.16;0.2;0.36;-0.03;0.11;1.18;0.47;0.04;0.26;0.04;1.58;0.27;0.63;4.96;-0.07;1.04;-0.07;0.12;0.81;1.26;3.78;0.08;0.11;0.26;0.04;1.07;0.38;;0.22;0.24;0.21;-0.01;0.29;3.62;-0.04
NO;uur;µg/m³;20230101 03:00;20230101 04:00;0.14;0.29;0.17;0.33;0.33;0.23;0.05;0.21;0.58;0.99;0.44;0.28;0.15;0.43;0.07;0.09;0.36;0.19;-0.03;0.27;-0.14;0.88;0.08;0.29;2.79;-0.03;0.46;-0.01;0.17;0.32;0.91;2.18;-0.05;0.14;0.14;0.17;0.74;0.34;;0.06;0.17;0.05;-0.04;0.38;3.47;0.02
NO;uur;µg/m³;20230101 04:00;20230101 05:00;0.11;0.25;0.17;0.41;0.24;0.22;0.02;0.11;0.44;0.53;0.24;0.17;0.09;0.34;0.12;0.18;0.15;0.13;0.01;0.2;0.09;1.86;0;0.29;1.76;0.12;0.31;-0.08;0.11;0.27;0.85;1.85;0.09;0.05;0.21;-0.17;0.83;0.22;;0.21;0.2;0.2;0;0.46;1.87;0.05
NO;uur;µg/m³;20230101 05:00;20230101 06:00;0.15;0.12;0.2;0.25;0.52;0.27;-0.03;0.09;0.33;0.57;0.15;0.36;0.12;0.44;0.07;0.1;0.11;0.09;-0.01;0.28;0.15;1.35;-0.05;0.1;2.14;0.09;0.61;-0.12;0.03;0.13;0.51;1.79;-0.13;0.12;0.14;0.25;0.75;0.36;;0.31;0.09;0.22;-0.06;0.26;1.19;-0.13
NO;uur;µg/m³;20230101 06:00;20230101 07:00;0.23;0.18;0.18;0.36;0.37;0.04;-0.14;0.12;0.47;0.36;0.16;0.27;0.14;-0.05;-0.08;0.07;0.15;-0.05;0.07;0.36;0.04;1.59;0.04;0.07;2.63;-0.02;0.55;-0.05;0.04;0.22;0.44;1.3;-0.11;0.21;0.18;-0.29;0.65;0.22;;0.13;0.09;0.14;-0.05;0.38;1.69;-0.11
NO;uur;µg/m³;20230101 07:00;20230101 08:00;0.04;0.25;0.11;0.34;0.35;0.25;0;0.49;0.77;0.32;0.23;0.31;0.09;0.12;0.04;0.07;0.02;0.07;-0.01;0.04;0.36;1.22;-0.02;0.13;2;0.01;0.27;-0.06;0;0.38;0.65;1.17;-0.14;0.09;0.04;0.4;0.44;0.24;;0.24;0.09;0.17;-0.12;0.22;0.92;-0.09
NO;uur;µg/m³;20230101 08:00;20230101 09:00;0.3;2.33;0.13;0.44;0.44;0.5;0.02;0.36;1.09;0.84;0.25;0.36;0.26;0.13;-0.05;0.11;0.03;-0.14;0.08;-0.04;-0.16;0.85;-0.02;0.25;1.21;0.04;0.28;-0.09;0.04;0.41;0.46;1.18;-0.11;-0.09;0.27;-0.04;0.45;0.36;;0.2;0.25;0.08;-0.12;0.05;0.57;-0.04
NO;uur;µg/m³;20230101 09:00;20230101 10:00;0.32;0.62;0.24;0.3;0.62;0.02;-0.07;0.51;0.67;0.56;0.25;0.36;0.35;0.11;0.07;0.04;0.08;0.5;0.1;-0.04;0.2;1.33;-0.05;0.59;1.97;0.06;0.53;-0.09;0.13;0.29;0.56;1.94;-0.01;0.14;0.64;0.4;0.29;0.37;;0.2;0.17;0.12;0.05;0.34;0.82;-0.04
NO;uur;µg/m³;20230101 10:00;20230101 11:00;0.25;0.77;0.26;0.41;0.43;0.1;0.15;0.6;1.35;0.97;0.32;0.34;0.7;0.07;0.19;0.18;0.29;1.65;0.15;0.22;0.05;1.07;0.3;1.11;3.16;0.2;0.87;0.02;0.3;0.63;1.49;3.17;0.03;0.22;0.45;0.74;0.77;0.26;;0.26;0.27;0.32;-0.03;0.28;1.23;0.01
NO;uur;µg/m³;20230101 11:00;20230101 12:00;0.36;0.51;0.4;0.81;0.51;0.2;0.66;0.99;1.51;2.94;0.77;0.55;0.38;0.39;0.33;0.15;0.6;1.64;0.42;0.5;0.31;1.33;0.45;2.4;4.15;0.32;1.43;0.18;0.48;1.3;1.58;4.33;0.14;0.35;0.32;0.8;1.59;0.49;;0.41;0.27;0.38;0.04;0.68;2.22;0.13
NO;uur;µg/m³;20230101 12:00;20230101 13:00;0.32;0.33;0.33;0.83;0.43;0.74;0.27;0.72;2.08;3.2;0.77;0.48;0.48;0.63;0.38;0.15;0.7;1.54;0.3;1.03;0.89;1.13;0.41;2.11;5.26;0.34;1.88;0.11;0.29;1.44;1.85;5.14;0.18;0.66;0.18;0.29;1.77;0.87;;0.37;0.26;0.4;0.13;0.85;4;0.33
NO;uur;µg/m³;20230101 13:00;20230101 14:00;0.58;0.52;0.48;1.15;0.18;0.58;0.34;0.9;2.74;2.58;0.91;0.42;0.57;0.32;0.35;0.17;0.57;0.82;0.37;0.73;0.69;2.72;0.9;3.56;7.11;0.21;2.57;0.17;0.36;1.51;3.21;6.69;0.24;0.56;0.36;0.13;2.07;0.96;;0.31;0.14;0.16;0.09;0.41;3.68;0.3
NO;uur;µg/m³;20230101 14:00;20230101 15:00;0.7;0.32;0.81;1.16;0.82;0.16;0.26;1.08;4.36;5.49;1.52;0.49;0.62;0.4;0.12;0.13;0.54;1.6;0.31;0.5;0.28;2.2;0.51;2.92;10.1;0.13;3.62;0.18;0.35;2.39;3.01;8.39;0.11;0.23;0.32;0.52;2.27;0.69;;0.34;0.28;0.26;0.04;0.56;4.61;0.13
NO;uur;µg/m³;20230101 15:00;20230101 16:00;0.77;0.29;0.56;1.28;0.34;0.21;0.15;1.36;4.39;6.71;0.5;0.37;0.6;0.26;0.25;0.01;0.71;0.67;0.17;0.43;0.57;2.94;0.76;2.31;11.68;0.14;3.51;0.05;0.21;3;6.64;9.92;0.19;0.35;0.25;0.41;2.64;0.97;;0.27;0.33;0.13;0.02;0.48;8.5;0.18
NO;uur;µg/m³;20230101 16:00;20230101 17:00;0.6;0.22;0.49;0.98;0.58;0.74;0.02;2.28;2.63;6.74;0.88;0.31;0.96;1.15;0.12;0.12;0.75;0.23;0.17;0.5;0.14;2.69;0.7;0.91;10.46;0.02;4.98;-0.05;0.13;3.31;6.56;11.78;-0.02;0.03;0.33;0.42;3.05;2.14;;0.4;0.2;0.19;-0.07;0.32;9.14;0.11
NO;uur;µg/m³;20230101 17:00;20230101 18:00;0.39;0.46;0.5;1.32;0.45;0.26;0.08;2.88;1.73;9.61;0.6;0.29;1.35;1.64;0.22;0.19;0.58;0.78;0.23;0.6;0.2;2.57;0.28;0.61;7.89;0.06;4.7;-0.06;0.13;2.91;6.65;1.51;-0.07;0.2;0.14;-0.09;3.73;1.91;;0.31;0.2;0.6;-0.01;0.34;12.86;0.01
NO;uur;µg/m³;20230101 18:00;20230101 19:00;0.08;0.23;0.38;1.61;0.43;0.38;0.11;2.12;1.93;7.11;0.33;0.3;1.49;0.99;0.12;0.02;2.54;0.69;-0.02;0.44;0.14;4.04;0.33;0.37;5.87;0.07;3;-0.1;0.27;2.36;4.17;4.31;0.13;-0.07;0.26;0.39;1.26;1.22;;0.28;0.15;0.21;0.06;0.14;8.22;0.06
NO;uur;µg/m³;20230101 19:00;20230101 20:00;0.14;0.16;0.33;1.03;0.64;0.81;0.07;2.28;1.11;7.03;0.3;0.2;0.57;0.36;0.17;0.15;2.68;0.3;0.1;0.42;0.2;2.75;0.04;0.91;3.89;0.14;2.13;-0.02;0.18;3.07;3.43;0.17;0.12;0.19;0.15;0.29;1.39;1.6;;0.3;0.23;0.77;0.08;0.2;8.09;0.11
NO;uur;µg/m³;20230101 20:00;20230101 21:00;0.12;0.04;0.51;5.96;0.54;0.62;0.02;1.42;1.2;6.63;0.27;0.25;0.49;0.38;0.14;0.1;2.03;0.25;0.2;0.32;0.04;2.59;0.29;0.83;5.12;0.14;3.75;0.07;-0.01;2.39;2.16;0.07;0.07;0.18;0.1;-0.08;0.88;0.74;;0.12;0.27;0.2;-0.02;0.12;4.97;-0.06
NO;uur;µg/m³;20230101 21:00;20230101 22:00;0.1;0.23;0.22;7.67;0.43;0.39;0.07;1.81;1.2;7.65;0.17;0.25;0.43;0.4;0.03;-0.01;1.26;0.24;0.12;0.23;0.02;2.55;0.15;0.41;5.32;-0.02;2.07;-0.05;0.1;1.95;2.68;0.62;0.17;0.19;0.13;0.02;1.06;1.04;;0.28;0.14;0.12;-0.03;0.4;2.95;-0.02
NO;uur;µg/m³;20230101 22:00;20230101 23:00;0.05;0.18;0.27;0.42;0.42;0.17;0.15;1.46;0.93;7.44;0.21;0.09;0.18;0.21;-0.03;0.07;1.62;0.64;0.02;0.18;-0.08;1.89;0.05;0.46;5.94;-0.09;1.42;0.08;0.17;1.46;1.82;0.73;-0.05;0.17;0.19;0.28;0.84;0.56;;0.01;0.16;0.06;-0.08;0.56;4.19;-0.15
NO;uur;µg/m³;20230101 23:00;20230102 00:00;0.17;0.2;0.04;0.55;0.4;0.49;0.16;1.41;0.53;3.11;1.49;0.21;0.21;0.42;0.09;-0.03;0.4;0.63;0.06;0.35;0.21;1.74;0.12;0.63;7.63;-0.02;1.49;-0.07;0.08;0.98;1.88;1.16;-0.2;0.24;0.27;0.29;0.88;0.47;;0.15;0.16;0.28;-0.09;0.46;4.3;-0.09
NO;uur;µg/m³;20230102 00:00;20230102 01:00;0.34;0.35;0.32;;0.1;0.24;0.38;0.37;0.12;1.1;0.68;0.28;0.2;1.48;0.01;-0.07;0.42;0.56;0.02;0.01;0.09;3.02;0.14;0.88;5.69;0.27;0.56;0.03;0.24;0.58;1.09;2.32;-0.11;0.36;0.3;-0.01;0.68;0.34;;0.43;0.07;-0.02;0.16;-0.23;3.71;-0.02
NO;uur;µg/m³;20230102 01:00;20230102 02:00;0.11;0.41;0.3;0.18;-0.16;0.14;0.32;0.12;0.19;0.96;1.15;0.23;0.11;0.39;0.03;-0.07;0.25;0.3;0.04;-0.05;0.38;0.94;0.1;0.57;2.99;0.17;1.04;0.13;0.32;0.48;1.11;2.65;-0.03;0.31;0.1;0.09;0.29;0.03;;0.31;0.12;0.05;-0.01;-0.28;2.44;-0.04
NO;uur;µg/m³;20230102 02:00;20230102 03:00;0.21;0.37;0.19;0.12;-0.05;-0.2;0.16;-0.02;0.08;0.98;0.26;0.1;0.27;0.5;0.07;-0.11;0.24;0.32;-0.03;0.06;0.3;0.85;0.1;0.61;2.16;0.07;0.46;0.17;0.37;0.37;0.81;1.14;-0.03;0.16;-0.02;-0.41;0.2;0.07;;0.34;0.03;0.04;0.11;-0.22;2.24;-0.01
NO;uur;µg/m³;20230102 03:00;20230102 04:00;0.1;0.23;0.23;0.18;-0.05;-0.07;0.23;0.06;-0.1;0.12;0.02;0.02;0.3;0.32;-0.01;-0.14;0.33;0.26;-0.09;-0.11;0.35;0.59;0.01;1.01;1.89;0.26;0.31;0.08;0.12;0.58;0.42;2.75;-0.19;0.15;-0.07;-0.09;0.02;0.64;;0.25;0.06;0.12;0.06;-0.44;1.44;-0.07
NO;uur;µg/m³;20230102 04:00;20230102 05:00;0.16;0.2;0.19;0.14;0.04;0.04;0.22;0.12;0.12;0.71;0.1;0.18;0.25;0.45;-0.06;-0.16;0.19;0.38;-0.04;0.04;0.68;0.8;0.15;1.32;2.89;0.42;0.47;0.15;0.12;0.28;0.4;2.42;-0.09;0.24;0.01;-0.51;0.12;-0.06;;0.22;0.16;0.04;0.02;-0.33;0.84;-0.11
NO;uur;µg/m³;20230102 05:00;20230102 06:00;0.19;0.28;0.31;0.51;0.04;0.04;0.24;0.13;0.31;1.9;0.16;0.08;0.25;0.46;-0.09;-0.23;0.22;0.39;0.07;-0.07;0.26;1.93;0.11;2.31;1.07;0.25;0.48;0.11;0.18;0.43;0.74;4.18;-0.05;0.26;0.08;-0.05;0.54;0.03;;0.14;0.07;0.07;-0.11;-0.34;1.45;0.01
NO;uur;µg/m³;20230102 06:00;20230102 07:00;0.29;0.4;0.78;0.56;0.18;0.05;0.16;0.42;1.3;2.45;0.2;0.06;0.15;0.54;-0.11;-0.23;0.21;0.2;-0.04;0.16;0.53;3.38;0.15;6.11;1.12;0.25;0.8;0.14;0.19;1.09;1.07;5.66;-0.15;0.15;0.09;-0.49;0.59;0.43;;0.17;0.07;0.05;-0.08;-0.23;4.41;-0.02
NO;uur;µg/m³;20230102 07:00;20230102 08:00;0.3;0.3;0.79;1.5;0.36;-0.04;0.28;0.91;2.46;7.99;0.24;0.06;0.2;0.36;-0.11;-0.16;0.13;0.72;-0.07;0.19;0.17;4.09;0.29;6.45;3.16;0.24;4.11;0.06;0.1;2.16;1.42;8.4;-0.09;0.34;-0.03;-0.23;1.83;0.85;;0.22;0.27;0.02;-0.05;-0.41;6.64;0.02
NO;uur;µg/m³;20230102 08:00;20230102 09:00;0.57;0.08;0.75;2.12;0.37;0.03;0.27;1.03;3.85;5.97;0.26;0.14;0.15;0.2;-0.07;-0.04;0.22;1.14;0.05;0.06;0.25;6.44;0.63;6.22;3.61;0.78;4.1;0.07;0.12;3.3;1.95;9.25;-0.08;0.38;0.1;-0.33;5.16;0.18;;0.4;0.16;0;0.05;-0.35;2.87;0.14
NO;uur;µg/m³;20230102 09:00;20230102 10:00;0.98;0.3;0.26;1.94;0.23;0.35;0.25;1.08;2.97;10.18;0.56;0.23;0.45;0.32;-0.08;-0.06;0.34;0.93;0.13;0.57;0.44;6.7;1.07;5.74;5.4;0.49;4.27;0.32;0.15;2.22;2.46;7.78;-0.12;0.43;0.14;-0.35;4.32;0.33;;0.36;0.09;-0.02;0.01;-0.33;2.02;0.06
NO;uur;µg/m³;20230102 10:00;20230102 11:00;2.62;0.56;0.46;2.37;0.47;0.47;0.53;2.01;3.77;10.28;1.09;0.68;0.44;0.59;0.57;0.13;0.99;2.81;0.09;0.76;0.59;8.16;2.1;6.2;19.85;1.14;4.12;0.62;0.43;4.09;3.59;8.82;0.47;0.62;0.49;-0.22;4.59;0.36;;0.34;0.16;-0.01;-0.01;-0.31;3.1;0.16
NO;uur;µg/m³;20230102 11:00;20230102 12:00;1.79;0.65;0.61;2.89;0.34;0.46;1.14;2.6;6.07;12.59;1.7;0.89;0.98;0.8;1.54;0.44;1.66;3.61;1.35;1.38;1;11.94;2.97;7.3;21.45;1.52;4.29;0.36;1.51;4.74;5.83;12.23;0.86;1;0.57;0.1;7.94;0.61;;0.49;0.33;0.28;0.03;-0.22;6.25;0.26
NO;uur;µg/m³;20230102 12:00;20230102 13:00;1.46;0.6;0.48;3.27;0.56;0.94;0.94;3.1;6.43;12.52;1.46;0.81;1.09;0.73;0.38;0.17;0.87;3.26;1.17;1.57;0.86;12.73;1.75;6.76;19.8;0.53;5.23;0.69;1.14;4.11;3.58;11.64;0.63;1.06;0.47;0.29;8.72;0.94;;0.41;0.39;0.26;0.14;-0.08;7.91;0.44
NO;uur;µg/m³;20230102 13:00;20230102 14:00;1.35;1.97;0.42;2.96;0.29;1.14;0.8;2.6;6.33;13.53;1.65;0.65;0.86;0.8;0.47;0.16;0.78;2.84;0.42;1.28;0.31;12.31;2.02;8.54;24.28;0.9;6.42;0.82;0.63;4.28;5.64;11.72;0.51;0.81;1.18;0.27;8.46;0.75;;0.75;0.37;0.16;0.23;-0.17;7.17;0.14
NO;uur;µg/m³;20230102 14:00;20230102 15:00;1.84;0.64;0.62;3.87;0.31;0.66;0.55;2.85;7.14;15.94;1.57;0.87;0.91;0.88;0.83;0.06;0.46;1.84;0.65;1.41;1.04;13.22;1.8;6.99;12.75;0.38;8.78;0.69;0.66;6.11;5.12;10.67;0.4;0.95;2.6;0.38;8.06;1.04;;0.47;0.39;0.01;0.18;-0.58;12.38;0.19
NO;uur;µg/m³;20230102 15:00;20230102 16:00;1.26;0.46;0.61;5.77;0.6;0.22;0.37;2.73;7.57;13.07;1.08;0.64;0.92;0.63;0.31;0.03;0.98;1.79;0.34;1;0.35;16.38;2.85;5.11;9.18;0.28;8.33;0.27;0.38;5.69;6.88;10.64;0.4;1.12;0.41;-0.21;5.93;0.64;;0.46;0.23;-0.14;0.09;-0.32;6.31;0.29
NO;uur;µg/m³;20230102 16:00;20230102 17:00;1.05;0.44;0.56;6.39;0.17;0.28;0.18;2.14;9.27;15.43;1.04;0.37;0.78;0.35;0.1;-0.02;0.34;1.94;0.36;0.74;0.58;11.74;0.79;7.09;2.57;0.16;9.55;0.36;0.27;4.31;5.2;11.06;0.11;0.76;0.71;-0.18;9.17;0.64;;0.38;0.14;-0.03;-0.06;-0.5;4.06;0.14
NO;uur;µg/m³;20230102 17:00;20230102 18:00;1.52;1.65;0.22;2.85;0.09;0.14;0.18;2.86;10.56;10.28;0.63;0.06;0.84;0.27;-0.02;-0.16;0.39;1.56;0.07;0.74;0.49;14.04;0.92;9.62;2.68;0.31;11.34;0.27;0.15;5.24;5.35;11.16;0.27;0.42;0.31;-0.07;7.89;0.79;;0.3;0.1;-0.06;0;-0.27;2.93;0.08
NO;uur;µg/m³;20230102 18:00;20230102 19:00;1.05;1.83;0.2;2.9;0.36;0.06;0.23;3.07;6.46;6.95;0.36;0.17;0.43;0.47;0;-0.01;0.36;1.24;0.05;0.7;0.55;22.69;0.99;8.02;5.55;0.21;9.81;0.7;0.09;4.52;3.09;11.91;0.04;0.41;0.19;-0.12;5.81;0.55;;0.69;0.05;0;-0.03;-0.4;1.9;0.26
NO;uur;µg/m³;20230102 19:00;20230102 20:00;3;0.88;0.42;2.08;0.1;0.31;0.23;1.88;3.45;11.91;0.47;0.13;0.39;0.26;0.02;-0.11;0.27;1.98;0.06;0.14;0.29;13.98;1.9;5.43;8.37;0.07;7.22;0.48;0.11;3.92;3.6;15.13;0.27;0.4;0.24;0.11;5.36;0.33;;0.91;0.17;0.07;0;-0.32;2.35;0.25
