Export;EXP-2024-001 (20240115 09:31);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20231201 01:00;20231201 02:00;0.31;0.67;0.46;1.01;0.11;1.33;0.22;0.39;1.49;2.09;0.23;0.76;-0.05;0.64;3.23;7.95;32.29;2.16;0.27;0.05;0.97;28.73;14.65;15.78;32.22;0.04;;0.15;0.67;0.31;1.67;0.66;0.25;-0.11;-0.35;-0.12;2.41;0.23;0.69;0.26;-0.02;-0.35;0.14;3.65;-0.08
NO;uur;µg/m³;20231201 02:00;20231201 03:00;0.07;0.3;0.44;0.86;-0.09;0.67;0.36;0.65;1.19;0.83;0.19;0.3;-0.19;0.57;0.27;4.3;2.06;0.48;0.28;0.12;0.29;2.31;0.58;3.25;5.43;-0.04;;0.09;0.47;0.29;1.45;0.85;0.25;-0.13;-0.43;-0.26;2.37;0.79;0.71;0.2;0.14;-0.1;0.06;1.71;0
NO;uur;µg/m³;20231201 03:00;20231201 04:00;0.17;0.4;0.4;0.68;-0.04;0.48;0.14;0.45;1.33;0.33;0.03;0.35;-0.25;0.33;0.01;0.85;0.78;0.32;0.35;0.11;0.25;1.21;0.46;0.85;2.31;0.06;;0.11;0.23;0.44;0.05;0;0.24;-0.16;-0.55;-0.34;1.6;0.07;0.51;0.14;0.01;-0.2;0.01;1.15;0.1
NO;uur;µg/m³;20231201 04:00;20231201 05:00;0.24;0.28;0.33;1.57;0.06;0.43;0.08;0.69;1.24;0.39;0.04;0.26;-0.31;0.68;-0.1;1;0.85;0.8;0.27;1.8;0.36;0.88;0.33;0.97;4.65;0.05;;0.2;0.33;0.31;0.95;-0.02;0.2;-0.14;-0.68;-0.05;2.77;-0.2;0.47;0.15;0.01;-0.31;0.17;1.39;0
NO;uur;µg/m³;20231201 05:00;20231201 06:00;1.33;0.21;0.44;4.02;0.22;0.43;0.04;1.91;3.85;3.15;0.46;0.36;-0.19;0.59;0.03;0.69;0.68;0.3;0.22;0.07;0.21;3.46;0.39;2.24;25.34;0.17;;0.11;0.27;0.49;1.72;0.14;0.33;-0.14;-0.39;0.03;3.61;-0.32;0.57;0.19;-0.05;-0.24;0.19;5.08;-0.13
NO;uur;µg/m³;20231201 06:00;20231201 07:00;3.24;0.37;0.75;10.67;0.93;1.45;0;3.07;5.74;0.9;0.18;1.01;0.03;0.69;-0.2;0.87;0.81;1.09;0.12;0.18;0.25;5.13;0.52;2.49;44.56;9.97;;0.17;0.32;1.04;5.65;0.88;1.05;2.41;-0.63;0.75;7.32;-0.25;0.77;0.21;0.16;-0.11;0.64;29.8;0.02
NO;uur;µg/m³;20231201 07:00;20231201 08:00;8.47;1.15;0.89;21.73;0.88;0.86;0.1;5.1;9.27;6.29;3.04;1.84;0.42;0.57;0.1;0.78;2.01;2.96;0.85;1.04;0.15;6.15;0.81;7.88;42.77;0.76;;0.1;0.21;2.56;15.15;0.81;2.77;2.33;-0.47;0.47;15.6;0.58;0.63;0.15;0.27;-0.11;0.27;48.6;0.66
NO;uur;µg/m³;20231201 08:00;20231201 09:00;3.95;1.14;2.5;21.7;1.19;1.3;0.06;8.2;12.54;22.91;15.42;1.77;0.12;0.74;-0.2;0.92;2.2;5.07;1.16;1.36;0.84;8.51;1.8;8.9;56.85;0.13;;0.16;0.42;2.56;31.1;0.19;3.67;0.89;-0.46;0.95;18.98;1.94;0.53;0.21;0.52;0.18;5.39;52.52;2.8
NO;uur;µg/m³;20231201 09:00;20231201 10:00;3.63;3.1;2.97;24;3.81;1.44;0.14;11.05;12.09;13.82;2.83;2.21;0.56;0.83;-0.01;0.98;2.18;6.96;1.57;3.65;4.19;12.36;2.74;5.63;38.07;1.03;;0.52;0.73;2.83;12.89;0.45;2.22;2.83;-0.44;0.62;14.5;1.84;0.94;1.33;1.51;0.48;8.84;48.02;2.91
NO;uur;µg/m³;20231201 10:00;20231201 11:00;4.06;1.6;5.24;22.65;4.73;2.7;0.47;10.02;12.11;9.34;3.34;2.82;1.51;1.67;0.36;1.11;3.78;6.55;3.58;53.01;7.27;13.21;4.16;7.58;44.15;0.57;;1.42;1.14;2.64;10.62;1.74;2.8;1.43;-0.08;3.23;13.35;2.83;1.62;1.97;;0.88;4.55;52.63;4.36
NO;uur;µg/m³;20231201 11:00;20231201 12:00;1.35;1.46;4.17;17.76;2.96;2.15;0.57;9.67;10.91;11.34;4.35;3.06;1.28;1.39;0.48;1.53;2.99;7.4;4.07;25.22;7.36;12.96;4.41;5.79;41.85;0.86;;1.69;1.9;4.51;10.52;2;3.08;2.14;0.16;1.93;16.79;3.67;1.36;2.38;;0.4;2.86;50.75;2.88
NO;uur;µg/m³;20231201 12:00;20231201 13:00;1.82;2.85;2.44;14;2.51;1.22;0.28;9.96;8.65;14.91;5.78;3.16;0.54;1.45;1;2.43;3.89;8.08;3.37;3.06;6.88;9.55;3.04;13.1;40.58;0.69;;2.1;2.32;2.76;16.88;2.15;3.84;3.04;0.01;1.06;21.45;3.53;2.07;;3.18;0.42;2.92;30.88;1.81
NO;uur;µg/m³;20231201 13:00;20231201 14:00;1.93;2.18;1.55;11.69;1.41;1.84;0.42;10.28;11.54;8.67;4.26;4.41;0.84;1.48;1.44;1.85;5.53;7.64;3.21;31.22;6.1;16.21;2.88;20.68;39.45;1.05;;1.98;2.2;2.57;17.11;1.66;3.46;3.99;0.32;1.78;25.66;4.1;2.35;;2.91;0.49;2.81;37.08;1.71
NO;uur;µg/m³;20231201 14:00;20231201 15:00;1.5;1.98;1.69;15.12;1.42;1.91;0.36;13.67;11.69;6.57;2.62;3.92;0.76;1.92;1.94;1.04;8.37;7.92;2.92;2.24;3.35;18.59;4;16.88;52;1.36;;1.66;1.92;3.23;21.42;1.72;3.2;3.3;0.12;1.9;19.92;3.17;;;2.89;-0.06;2.83;46.54;0.72
NO;uur;µg/m³;20231201 15:00;20231201 16:00;3.99;1.96;1.19;12.05;0.68;2.68;1.02;11.52;13.7;5.74;4.31;4.58;0.51;1.02;1.33;1.49;6.16;10;2.43;2.25;1.8;14.64;4.26;15.02;43.87;0.72;;1.13;1.4;2.16;19.64;1.21;2.93;2.18;-0.01;1.48;24.98;5.36;;1.23;1.69;0.15;2.76;37.1;0.24
NO;uur;µg/m³;20231201 16:00;20231201 17:00;3.19;1.56;0.67;11.24;0.42;1.46;0.54;15.81;12.2;6.61;1.1;3.52;0.23;0.86;0.57;0.7;5.86;5.48;1.72;2.35;1.08;15.58;1.54;4.07;62.67;0.48;;0.35;0.77;8.1;25.91;1.25;2.94;1.05;-0.16;3.76;20.75;5.86;;0.72;1.03;-0.23;0.58;38.47;0.13
NO;uur;µg/m³;20231201 17:00;20231201 18:00;1.94;0.93;1.08;15.86;0.52;0.73;0.41;11.72;13.17;8.96;0.67;2.11;-0.04;0.76;0.32;0.44;4.49;5.52;1.62;1.88;0.29;19.17;3.54;20.15;63.69;1.67;;0.05;0.81;12.2;24.48;1.31;1.96;4.02;-0.41;1.64;16.44;9.74;1.31;0.76;0.31;-0.15;0.2;25.5;0.38
NO;uur;µg/m³;20231201 18:00;20231201 19:00;0.95;0.29;0.74;11.7;0.25;1.39;0.13;9.78;8.01;5.79;0.41;1.47;0.03;0.91;0.13;0.62;5.21;2.2;1.32;1.38;0.52;15.58;3.84;35.66;58.97;1.14;;0.06;0.65;4.68;21.39;1.19;2.42;2.83;-0.49;4.99;18.69;3.07;0.21;0.26;0.74;-0.24;0.37;10.24;1.2
NO;uur;µg/m³;20231201 19:00;20231201 20:00;0.86;0.25;0.69;8.58;0.12;1.53;0.08;8.47;7.7;2;0.4;0.75;0.52;1.08;0.46;1.05;3.52;3.94;1.61;1.4;0.3;14.02;7.82;26.21;53.92;-0.02;;0.09;0.49;1.35;9.13;1.7;1.49;3.01;-0.25;2.26;21.75;3.27;0.85;0.22;0.15;-0.23;0.36;22.26;1.01
NO;uur;µg/m³;20231201 20:00;20231201 21:00;0.33;0.08;0.49;6.6;0.2;1.81;0.1;8.27;8.28;1.39;0.56;0.48;0.14;0.9;0.03;0.56;3.6;2.61;0.78;1.83;0.55;14.6;15.75;15.62;48.24;0.23;;0.22;0.5;1.13;10.18;1.01;1.04;0.97;-0.42;0.12;17.21;3.4;1.03;0.32;8.3;-0.26;0.27;18.31;1.51
NO;uur;µg/m³;20231201 21:00;20231201 22:00;0.42;0.37;0.63;4.87;0.21;0.86;0.12;6.22;5.94;1.35;0.48;0.61;-0.09;0.37;0;0.71;3.09;1.43;1.08;0.91;0.92;13.81;7.12;16.48;35.26;0.41;;0.24;0.47;1.76;10.01;3.9;0.91;1.72;-0.15;0.07;17.62;2;0.48;0.22;0.3;-0.22;0.4;3.85;1.47
NO;uur;µg/m³;20231201 22:00;20231201 23:00;0.19;0.31;0.43;4.93;0.06;0.78;0.12;3.37;4.96;1.16;0.16;0.43;-0.18;0.44;-0.21;0.62;2.32;2.06;0.61;0.52;1.82;9.93;6.61;22.15;44.96;0.27;;0.13;0.5;4.25;9.78;13.42;0.85;0.5;-0.4;0.08;15.39;1.98;0.55;0.44;0.19;-0.15;0.06;9.56;1.61
NO;uur;µg/m³;20231201 23:00;20231202 00:00;0.12;0.08;0.51;3.09;0.16;0.89;0.08;2.6;3.3;8.16;0.36;0.69;-0.09;0.57;-0.08;1.49;4.07;3.44;0.82;0.22;1.99;17.31;19.7;40.65;40.48;0.03;;0.17;0.51;2.29;9.28;1.13;0.92;1.38;-0.65;0.06;18.77;0.61;0.14;0.19;0.33;-0.12;0.22;3.11;1.16
NO;uur;µg/m³;20231202 00:00;20231202 01:00;0.3;0.21;0.4;;0.13;0.85;0.05;2.89;2.81;2.12;0.5;0.89;-0.02;0.37;0.46;0.11;7.69;2.39;1.44;0.06;4;12.04;40.1;32.65;31.39;0.4;;-0.07;-0.02;3.54;7.08;1.64;0.62;0.7;-0.15;-0.1;8.91;0.39;0.29;0.26;0.12;0.35;0.1;8.49;0.88
NO;uur;µg/m³;20231202 01:00;20231202 02:00;0.37;0.28;0.37;;0.09;1.13;0.05;0.81;1.43;1.41;0.45;0.31;-0.28;0.27;0.54;0.59;3.82;3.19;0.19;-0.04;0.92;6.86;41.03;30.16;19.44;3.72;;-0.09;0.09;1.78;6.16;6.36;0.47;0.75;-0.12;-0.15;6.44;0.46;0.32;0.19;0.22;0.04;0.12;2.95;0.51
NO;uur;µg/m³;20231202 02:00;20231202 03:00;0.3;0.04;0.27;;0.07;1;0.22;1.36;1.23;1.09;0.29;0.27;-0.11;0.56;0.37;0.07;3.7;2.71;0.05;0.25;0.91;4.96;20.62;15.08;19.86;1.95;;0.01;-0.01;1;3.84;9.53;0.31;0.74;-0.09;-0.29;3.73;0.46;0.69;0.15;0;0.21;0.09;2.7;0.37
NO;uur;µg/m³;20231202 03:00;20231202 04:00;0.16;0.15;0.19;;0.08;1.14;0.12;0.56;0.98;1.96;0.36;0.25;-0.1;0.48;0.36;0.08;6.05;5.62;0.22;0.27;0.6;9.19;17.13;10.15;15.81;0.92;;-0.04;0.21;1.84;5.31;9.14;0.26;1.09;-0.28;-0.21;4.78;0.17;0.26;0.39;0.02;0.21;0.17;3.61;0.41
NO;uur;µg/m³;20231202 04:00;20231202 05:00;0.14;0.13;0.21;;0.02;0.84;0.08;0.88;1.11;6.68;0.49;0.43;-0.15;0.3;0.48;0.21;1.19;2.94;0.25;0.3;0.66;2.87;9.58;23.57;8.71;2.57;;-0.09;0.1;1.31;9.12;10.69;0.87;0.74;-0.28;-0.3;3.84;0.14;0.26;0.12;0.09;0.18;0.18;7.37;-0.04
NO;uur;µg/m³;20231202 05:00;20231202 06:00;0.33;0.05;0.22;;0.06;0.36;0.18;1.22;0.95;11.36;2.09;0.37;0.13;0.38;1.44;-0.22;11.91;1.98;0.08;5.93;0.64;11.03;17.54;41.28;20.85;1.24;;-0.01;0.06;3.4;8.08;15.53;0.83;0.63;0.09;0.46;2.39;0.42;0.05;0.3;0.05;0.24;0.11;8.57;0.42
NO;uur;µg/m³;20231202 06:00;20231202 07:00;0.42;0.06;0.1;;0.11;0.59;0.23;1.87;2.23;20.71;1.06;0.45;-0.11;0.28;0.38;2.09;42.41;2.8;0.51;4.75;2.01;49.5;35.39;12.57;62.82;11.67;;0.1;0.1;4.47;9.16;15.87;1.05;0.63;-0.13;-0.13;1.7;0.75;0.38;-0.04;0.03;0.17;0.24;5.32;0.6
NO;uur;µg/m³;20231202 07:00;20231202 08:00;0.43;0.68;0.16;;0.01;0.73;0.23;1.89;2.61;15.95;5.87;0.73;0.29;0.59;1.18;0.9;50.29;13.68;0.64;6.18;3.63;46.82;34.28;24.2;71.85;21.26;;0.26;-0.09;8.52;24.36;19.94;0.68;1.42;0.08;0.33;3.73;1.19;0.21;0.18;0.05;-0.01;0.05;5.37;0.79
NO;uur;µg/m³;20231202 08:00;20231202 09:00;4.94;4.98;0.16;;0.22;0.75;0.77;2.3;5.99;13.48;3.11;1.16;2.01;0.69;6.16;2.21;48.99;14.07;2.81;4.95;17.37;55.81;29.42;14.95;63.6;28.43;;0.4;1.11;11.26;15.17;26.14;1.95;2.71;0.14;2.47;8.06;1.88;0.61;0.27;0.24;0.14;2.96;4.53;2.26
NO;uur;µg/m³;20231202 09:00;20231202 10:00;5.67;6.48;0.76;;0.94;1.92;7.44;8.24;8;27.72;5.78;6.57;2.42;1.3;11.64;9.67;46.45;33.96;7.06;11.36;30.71;45.78;25.95;61.19;71.21;24.67;;1.75;7.93;20.65;18.15;27.66;7.98;11.13;0.81;3;10.43;2.67;1.16;0.86;0.86;0.88;1.41;23.19;5.11
NO;uur;µg/m³;20231202 10:00;20231202 11:00;3.69;7.73;0.9;;1.6;3.14;17.19;6.85;10.98;35.49;10.35;16.35;2.46;2.45;17.14;14.97;40.66;30.99;15.27;14.61;40.45;57.09;26.12;62.47;97.2;22.64;;3.56;13.13;22.04;27.08;29.21;10.31;11.75;1.67;3.14;17.08;4.04;1.8;2.04;1.5;1.86;3.22;13.03;10.86
NO;uur;µg/m³;20231202 11:00;20231202 12:00;4.58;7.25;1.63;;1.85;4.19;18.22;11.76;10.18;41.47;25.14;17.64;3.04;3.15;16.68;14.78;34.46;33.24;14.93;17.07;42.65;43.88;31.57;50.38;96.99;25.5;;4.69;17.98;17.22;22.48;30.73;10.94;11.39;4.06;3.94;17.58;5.25;2.63;3.62;1.32;2.64;2.22;14.02;7.96
NO;uur;µg/m³;20231202 12:00;20231202 13:00;6.44;7.04;3.06;;2.21;5.27;22.73;11.81;14.11;42.19;28.88;20.96;2.39;4.16;16.6;14.43;28.15;34.09;15.37;21.23;38.92;39.55;34.27;48.32;74.9;17.29;;5.53;23.13;24.99;21.02;35.6;16.4;16.3;2.35;3.94;23.79;4.62;4.18;3.81;0.56;3.11;2.63;11.37;6.69
NO;uur;µg/m³;20231202 13:00;20231202 14:00;5.91;6.97;3.51;;3.34;5.18;34;10.25;14.78;41.41;27.41;32.48;2.84;5.73;10.09;12.99;30.86;35.95;19.76;16.73;8.31;39.32;26.95;62.78;74.42;8.79;;7.47;28.11;27.35;26.98;39.46;16.09;16.48;2.69;4;19.55;5.47;4.92;3.57;1.77;3.16;1.98;7.3;6.39
NO;uur;µg/m³;20231202 14:00;20231202 15:00;4.46;3.33;1.92;;2.79;7.27;25.96;10.86;16.66;41.77;20.68;27.65;3.07;5.47;7.52;10.55;26.03;30.7;13.56;21.46;1.95;48;27.51;44.51;102.84;3.75;;10.82;34.36;25.57;25.19;45.35;16.24;15.49;2.78;5.27;21.83;6.22;2.96;3.7;0.83;2.96;0.54;8.79;3.7
NO;uur;µg/m³;20231202 15:00;20231202 16:00;5.42;1.1;1.55;;1.53;8.85;10.24;11.05;15.29;33.1;18.13;18.69;2.93;4.21;7.09;5.09;12.14;21.96;10.16;18.01;10.25;31.23;18.9;44.52;79.51;4.84;;11.58;7.7;29.95;34.1;56.2;19;19.12;3.26;5.31;27.3;8.12;1.81;4.36;0.4;2.88;0.3;9.84;1.03
NO;uur;µg/m³;20231202 16:00;20231202 17:00;6.64;1.09;0.83;;0.78;8.07;7.83;8.83;16.49;42.63;25.83;8.54;2.74;2.77;2.73;3;8.52;32.17;7.02;17;18.59;36.11;15.37;39.56;68.14;3.14;;12.08;7.17;40.61;43.89;50.11;22.34;17.54;1.78;3.97;17.88;5.51;1.6;5.61;0.22;4.04;0.14;25.37;0.69
NO;uur;µg/m³;20231202 17:00;20231202 18:00;2.3;0.98;1.69;;0.76;3.89;18.23;7.07;15.99;37.12;24.39;8.76;2.94;3.94;2.98;0.21;11.59;12.39;4.35;14.61;0.47;30.27;15.68;10.63;73.76;1.46;;13.38;15.95;37;49;39.1;18.01;16.71;3.36;12.28;11.69;4.88;1.54;5.74;-0.05;1.16;0.05;23.86;0.56
NO;uur;µg/m³;20231202 18:00;20231202 19:00;2.36;0.5;0.72;;1.35;1.82;22.74;5.21;13.89;41.9;29.71;12.56;3.01;3.54;2.11;0.01;7.93;1.12;7.7;17.47;0.34;22.16;2.33;14.16;53.05;0.51;;19.17;17.39;28.42;31.05;31.65;21.01;14.86;2.74;16.65;10.5;7.08;1.78;12.21;-0.06;0.64;-0.01;27.07;0.54
NO;uur;µg/m³;20231202 19:00;20231202 20:00;2.45;0.42;0.52;;1.83;2.46;8.8;6.82;18.82;37.75;18.57;8.01;4.66;2.47;0.15;0.56;1.57;3.9;7.34;21.57;0.37;7.46;1.67;15.13;29.15;0.35;;16.11;16.11;23.95;18.22;32.14;16.43;13.01;0.88;21.13;13.41;8.53;3.73;10.39;0.08;1.17;0.1;18.43;0.58
NO;uur;µg/m³;20231202 20:00;20231202 21:00;1.89;0.69;0.7;;0.65;2.86;2.12;9.31;16.71;30.2;19.34;3.87;7.37;2.39;0.24;0.26;1.21;11.59;2.56;12.67;0.43;11.17;2.05;11.21;21.15;0.66;;9.37;0.04;7.6;11.11;20.68;3.06;17.71;1.18;19.08;11.59;7.81;11.9;5.82;-0.03;0.91;0.09;15.36;0.58
NO;uur;µg/m³;20231202 21:00;20231202 22:00;1.13;1.55;0.78;;0.65;5.88;0.47;9.88;17.94;23.08;13.23;0.13;5.53;2.09;0.36;0.37;2.13;9.73;-0.11;5.23;0.37;8.75;1.81;6.94;27.02;0.27;;0.91;0.14;7.03;12.87;19.88;2.62;17.43;2.21;14.71;10.43;7.25;16.05;6.76;-0.06;2.54;0.06;16.44;0.91
