Export;EXP-2023-01 (20230912 07:46);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230801 05:00;20230801 06:00;0.94;1.09;-0.11;1.97;0.27;0.3;0.21;1.93;3.1;7.05;0.37;0.05;0.34;0.36;-0.01;-0.37;-0.03;0.41;0;0.15;-0.11;1.76;0.3;1.53;0.79;0.23;2.31;0.19;0.03;2.06;2.1;8.61;0.26;0.2;0.68;0.23;2.49;0.35;0.02;0.19;0.26;0.12;0.04;5.1;0.17
NO;uur;µg/m³;20230801 06:00;20230801 07:00;1.04;2.16;0.01;1.87;0.75;0.98;0.22;2.86;3.8;8.91;1.22;0.5;0.57;0.84;0.19;0.19;0.04;1.12;0.13;0.86;0.09;3.3;0.86;2.62;1.97;0.31;4.06;0.22;0.28;3.17;4.43;9.31;0.92;0.67;0.32;0.45;5.75;1;0.28;0.25;0.28;0.14;-0.09;15.36;0.46
NO;uur;µg/m³;20230801 07:00;20230801 08:00;1.68;2.15;0.24;2.2;0.69;1.13;0.47;2.97;5.82;11.31;1.98;0.47;1.03;1.13;0.24;1.53;0.59;2.66;0.27;4.79;0.04;6.78;1.47;2.48;3.5;0.42;4.89;0.44;0.4;4.43;6.81;8.24;1.49;1.95;1.15;1.24;9.05;1.14;0.42;0.26;0.31;0.19;0.03;13.78;0.53
NO;uur;µg/m³;20230801 08:00;20230801 09:00;2.19;1.82;0.46;1.98;0.72;1.23;0.92;4.79;4.66;7.37;0.8;0.39;1.49;1.15;0.43;0.88;0.36;2.07;0.33;1.26;0.11;4.48;1.04;2.97;2.76;0.55;3.83;0.78;0.65;3.16;3.77;8.23;1.31;1.32;1.4;1.43;7.99;1.76;0.23;0.54;0.27;0.32;0.25;13.91;0.68
NO;uur;µg/m³;20230801 09:00;20230801 10:00;2.26;2.01;0.43;2.44;0.74;0.93;0.7;4.71;4.89;6.86;0.63;0.23;1.77;0.91;0.4;0.68;0.28;2.19;0.36;1.21;0.07;4.26;0.9;2.74;2.61;0.59;3.84;0.58;0.35;2.83;3.47;6.59;0.53;0.66;1.25;0.94;9.73;1.35;0.27;0.42;0.42;0.26;0.04;8.23;0.85
NO;uur;µg/m³;20230801 10:00;20230801 11:00;1.78;1.38;0.52;2.85;1.12;0.43;0.89;8.37;5.1;8.05;0.84;0.63;1.26;1;0.48;0.41;0.71;1.78;0.46;1.15;-0.11;5.65;1.06;3.41;1.9;0.53;3.32;0.7;0.27;2.18;2.63;7.59;0.54;0.57;1.31;0.56;8.67;1.38;0.25;0.5;0.41;0.37;0.08;10.62;0.73
NO;uur;µg/m³;20230801 11:00;20230801 12:00;1.6;0.84;0.15;2.77;0.86;0.48;0.83;6.54;4.17;6.4;0.5;0.32;0.75;0.78;0.42;0.83;0.53;2.01;0.3;1.29;-0.06;5.17;0.93;1.59;2.09;0.56;6.08;0.33;0.3;2.76;2.89;6.97;0.42;0.82;0.73;0.56;6.71;0.98;0.69;0.47;0.45;0.3;0.12;4.08;0.67
NO;uur;µg/m³;20230801 12:00;20230801 13:00;0.95;0.56;0.32;2.45;0.54;0.19;0.62;6.27;5.46;10.13;0.73;0.25;0.59;0.76;0.52;-0.23;0.51;1.33;0.14;0.97;0.16;5.06;0.86;2.26;3.52;0.32;3.47;0.33;0.15;1.96;3.57;7.28;0.34;3.27;0.32;0.16;8.98;1.12;0.78;0.61;0.31;0.9;0.04;3.46;0.56
NO;uur;µg/m³;20230801 13:00;20230801 14:00;0.8;0.55;0.21;2.96;0.68;0.19;0.79;4.22;5.79;10.95;0.77;0.32;0.48;0.35;0.42;0.58;0.83;1.8;0.21;1.19;0.04;6.51;1.29;1.94;4.26;0.41;2.99;0.22;0.14;2.42;2.41;6.73;0.47;1.5;0.21;0.28;6.6;0.7;0.18;0.29;0.44;0.17;0.09;3.92;0.39
NO;uur;µg/m³;20230801 14:00;20230801 15:00;0.96;0.54;0.08;2.15;0.56;0.47;0.38;2.93;3.97;9.64;0.69;0.32;0.34;0.77;0.3;0.73;0.44;2.3;0.1;0.95;-0.04;6.35;0.97;1.43;4.31;0.52;6.18;0.3;0.25;3.51;2.69;7.29;0.41;0.51;0.53;0.37;7.24;1;0.64;0.41;0.3;0.19;0.04;4.3;0.45
NO;uur;µg/m³;20230801 15:00;20230801 16:00;0.95;0.54;-0.08;2.06;0.48;0.47;0.42;4.21;2.83;5.77;0.52;0.25;0.3;0.54;0.43;0.53;0.38;1.26;0;0.77;-0.19;6.23;1.18;1.34;3.9;0.39;6.33;0.38;0.32;2.99;3.74;7.67;0.34;0.5;0.64;0.25;6.05;0.56;0.38;0.48;0.25;0.06;-0.02;4.18;0.44
NO;uur;µg/m³;20230801 16:00;20230801 17:00;0.85;0.74;0.03;3.09;0.68;0.3;0.28;3.17;2.96;6.45;0.4;0.16;0.25;0.29;0.29;0.2;0.28;0.92;0.02;0.82;0.2;6.44;1.05;1.27;3.53;0.47;3.9;0.36;0.37;3.08;2.95;8.18;0.32;-0.04;-0.04;0.22;6.18;0.43;0.51;0.33;0.33;0.11;0.09;3.14;0.92
NO;uur;µg/m³;20230801 17:00;20230801 18:00;0.89;0.6;-0.06;2.79;0.35;-0.19;0.24;2.44;2.31;4.29;0.2;0.21;0.37;0.33;0.25;0.31;0.41;0.62;0.2;0.47;0.06;5.91;0.69;0.76;3.11;0.27;4.47;0.23;0.26;2.79;3.14;6.8;0.8;0.15;0.13;0.02;5.05;0.37;0.35;0.23;0.26;0.07;0.02;2.17;0.27
NO;uur;µg/m³;20230801 18:00;20230801 19:00;0.72;0.59;-0.05;1.77;0.24;-0.11;0.17;2.62;0.43;3.81;0.21;0.23;0.19;0.32;0.23;0.56;0.22;0.39;0.14;0.28;-0.02;5.96;0.63;1.02;3.57;0.27;3.01;0.13;0.06;2.38;2.48;7.37;0.36;0.25;0.69;0.27;5.41;0.51;-0.13;0.32;0.34;0.12;0.02;2.39;0.23
NO;uur;µg/m³;20230801 19:00;20230801 20:00;0.35;0.21;-0.15;1.07;0.34;-0.05;0.15;2.95;0.83;3.43;0.13;0.13;0.27;0.26;0.34;-0.39;-0.03;0.36;-0.03;-0.01;-0.21;5.22;0.47;0.56;4.4;0.15;2.31;0.05;0.19;2.06;1.78;7.15;0.28;-0.1;0.33;-0.24;3.88;0.46;-0.1;0.17;0.25;0.21;-0.03;3.52;0.17
NO;uur;µg/m³;20230801 20:00;20230801 21:00;0.2;1.87;-0.17;3.73;0.12;0.05;0.01;2.12;0.69;3.54;0.04;0.07;0.31;0.15;-0.03;0.28;0.09;0.51;-0.06;0.19;-0.2;5.54;0.28;0.52;4.74;0.23;2.45;-0.03;-0.01;2.01;2.29;7.93;0.12;-0.19;0.4;-0.09;2.76;0.26;-0.26;0.28;0.15;0.06;-0.07;3.41;0.16
NO;uur;µg/m³;20230801 21:00;20230801 22:00;0.49;0.53;-0.04;3.88;0.31;-0.14;0;1.12;1.06;1.4;0.26;0.11;0.14;0.38;-0.05;0.11;0.04;0.31;-0.12;-0.07;-0.32;2.61;0.25;0.42;8.64;0.65;2;-0.13;0.09;3.11;1.78;9.06;0.04;-0.06;0.28;-0.03;2.82;0.98;-0.04;0.2;0.15;-0.09;-0.1;2.36;0.02
NO;uur;µg/m³;20230801 22:00;20230801 23:00;0.12;0.32;0.05;1.98;0.26;0.2;-0.05;0.71;0.29;3.01;0.26;0.17;0.38;0.39;0.05;0.57;0.04;0.19;-0.03;-0.18;-0.24;2.6;0.15;0.09;5.94;5.08;1.97;-0.04;0.1;1.19;0.92;5.53;0;0.07;0.48;0.07;1.12;1.21;-0.28;0.21;0.19;0.15;-0.09;2.47;0.05
NO;uur;µg/m³;20230801 23:00;20230802 00:00;0.04;0.37;-0.24;0.35;0.38;-0.17;-0.04;0.31;-0.62;1.17;0.31;0.1;0.14;0.62;0.02;0.36;-0.12;0.39;0.16;-0.13;0.04;2.05;0;0.09;3.18;1.25;0.95;0.07;0.07;0.95;1.05;4.07;0.02;-0.03;0.27;0.17;1.26;0.53;-0.49;0.06;0.24;0.44;-0.22;1.62;0.05
NO;uur;µg/m³;20230802 00:00;20230802 01:00;0.14;0.28;0.16;0.09;-0.11;0.9;0.13;0.06;0.61;0.62;0.23;0.06;0.12;0.28;0.16;-0.21;0.4;0.35;-0.1;0.2;-0.51;0.29;0.17;0.44;1.55;0;0.49;0.2;0.22;1.23;0.94;1.08;0.31;0.11;0.57;-0.2;0.42;0.69;0.31;-0.14;0.18;-0.03;0.24;1.21;0.22
NO;uur;µg/m³;20230802 01:00;20230802 02:00;0;0.29;0.09;0.12;-0.03;0.7;0.18;0.06;0.66;0.59;-0.16;0.05;-0.19;0.08;0.12;0.82;0.33;0.28;-0.08;0.24;-0.55;0.12;0.12;0.38;1.27;0.09;0.17;0.23;-0.07;0.59;1.05;0.91;0.22;-0.12;0.45;-0.07;-0.05;0.64;0.55;0.1;0.16;-0.02;0.2;1.06;0.14
NO;uur;µg/m³;20230802 02:00;20230802 03:00;0.06;0.27;0.12;-0.08;-0.1;0.84;0.12;-0.06;0.33;0.9;-0.05;0.13;-0.32;0.11;0.14;0.56;0.3;0.21;-0.14;0.09;-0.46;-0.06;0.09;0.45;1.22;0.03;0.27;0.21;0.06;0.78;0.79;0.7;0.18;0.04;0.76;0.06;-0.16;0.63;0.61;0.05;0.09;0.01;0.18;1.09;0.25
NO;uur;µg/m³;20230802 03:00;20230802 04:00;0.01;0.36;0.09;0.01;-0.16;0.9;0.25;0.12;0.16;1;-0.08;0.08;-0.46;0.67;0.14;0;0.82;0.45;0.01;-0.22;-0.54;0.12;0.3;0.68;2.1;0.15;0.36;0.26;0.09;0.89;0.57;0.49;0.13;-0.04;0.5;-0.05;-0.28;0.47;0.63;-0.02;0.12;0.02;0.22;1.68;0.3
NO;uur;µg/m³;20230802 04:00;20230802 05:00;0.02;0.3;0.15;1.86;-0.04;0.95;0.18;0.49;0.11;0.93;-0.04;0.07;-0.22;0.62;0.19;-0.16;1;0.4;0.16;-0.01;-0.48;0.44;0.31;0.44;6.48;0.69;0.72;0.21;0.11;1.28;1.34;0.33;0.14;0.23;0.56;0.08;0.08;0.5;0.66;0.13;0.08;0.04;0.3;2.04;0.32
NO;uur;µg/m³;20230802 05:00;20230802 06:00;0.09;0.56;0.34;3.55;0.07;0.98;0.12;0.78;1.53;3.47;0.05;0.1;-0.1;0.39;0.99;0.56;1.98;0.61;0.2;0.23;-0.39;1.71;0.54;0.37;11.44;0.15;1.83;0.4;0.28;3.48;2.06;0.53;0.32;0.31;0.49;-0.02;0.75;0.78;0.65;0.35;0.28;0.17;0.4;6.23;0.62
NO;uur;µg/m³;20230802 06:00;20230802 07:00;0.28;0.48;0.67;7.47;0.6;0.98;0.12;2.03;2.41;8.26;0.96;0.24;-0.3;0.34;0.25;0.29;3.6;0.8;0.09;0.16;-0.4;4.56;0.79;0.69;10.75;0.34;3.11;0.53;0.24;2.8;4.9;0.59;0.37;0.1;0.45;0.08;2.56;0.51;0.85;0.64;0.69;0.63;0.68;13.06;1.36
NO;uur;µg/m³;20230802 07:00;20230802 08:00;0.38;0.46;0.32;7.16;0.56;0.74;0.31;2.31;3.3;8.21;1.17;0.31;-0.09;0.29;0.9;0.59;5.22;1.66;1.05;0.37;-0.42;1.48;0.91;1.69;14.19;0.08;3.58;0.5;0.22;4.59;4.72;0.62;0.34;0.22;0.58;-0.22;3.27;0.71;0.87;0.29;0.48;0.63;1.22;16.01;1.23
NO;uur;µg/m³;20230802 08:00;20230802 09:00;0.75;0.61;0.65;3.33;0.38;1.13;1.68;2.65;2.37;6.37;1.26;0.36;0.42;0.26;1.01;0.94;5.84;2.32;0.42;0.59;-0.15;2.5;1.39;2.13;10.75;-0.05;4.96;0.38;0.48;4.28;5.93;0.83;0.75;0.17;1.25;1.73;3.21;0.91;0.97;0.29;0.38;0.26;0.85;15.22;0.78
NO;uur;µg/m³;20230802 09:00;20230802 10:00;0.71;0.75;0.67;2.94;2.61;1.24;2.24;3.57;3.78;7.92;1.39;2.32;0.66;0.7;0.85;0.73;3.15;3.3;1.73;1.64;0.32;3.72;2.63;4.3;11.08;0.23;3.84;0.47;0.89;3.99;6.75;1.19;0.93;0.8;1.34;0.18;3.17;1.27;2.11;0.59;0.52;0.71;0.64;30.69;0.82
NO;uur;µg/m³;20230802 10:00;20230802 11:00;0.88;1.12;0.93;2.83;0.73;1.55;1.22;4.54;5.95;8.05;2.39;1.06;0.58;1.68;0.54;0.33;1.84;4.08;1.27;2.26;1.15;6.9;2.38;4.68;14.19;0.35;5.3;0.86;1.36;8.67;7.59;4.78;1.72;1.34;1.21;0.66;4.8;1.49;2.11;1.57;0.96;1.23;0.61;18.69;0.92
NO;uur;µg/m³;20230802 11:00;20230802 12:00;1.14;0.87;0.67;3.3;0.51;1.28;1;4.3;6.63;7.26;1.78;0.46;0.74;1.07;0.26;0.2;1.42;1.7;0.15;0.68;-0.06;4.35;1.56;3.36;11.56;1.28;4.31;1.38;0.96;5.76;5.28;7.98;1.72;0.75;2.2;0.84;4.5;1.5;2.11;1.83;2.13;0.64;1.14;19.67;1.11
NO;uur;µg/m³;20230802 12:00;20230802 13:00;0.6;0.54;0.9;2.36;0.32;1.7;0.25;4.51;6.27;6.2;0.67;0.17;0.36;0.38;0.29;0.16;1.15;1.25;0.27;0.37;-0.08;3.78;0.93;2.56;9.97;1.34;3.97;0.97;0.48;2.48;3.99;6.67;0.59;0.22;1.4;0.42;8.19;1.15;2.05;1.6;1.86;0.4;1.28;17.71;1.09
NO;uur;µg/m³;20230802 13:00;20230802 14:00;1.07;0.99;0.43;2.52;0.24;0.98;0.21;2.38;7.48;3.58;0.49;0.03;0.07;0.25;0.22;-0.05;0.94;1.68;0.35;0.55;-0.05;4.23;1.12;2.94;7.77;0.39;3.06;0.49;0.29;2.17;3.04;6.05;0.28;0.01;0.9;0.2;8.43;1.37;1.31;0.31;0.64;1.04;1.23;19.11;1.2
NO;uur;µg/m³;20230802 14:00;20230802 15:00;0.79;0.79;0.33;2.27;0.23;1.22;0.09;2.52;4.93;3.43;0.27;0.14;-0.43;0.17;0.14;0.3;0.68;2.07;0.05;0.22;-0.28;4.05;1.23;2.72;7.36;0.4;4.85;0.39;0.14;2.67;2.42;5.72;0.59;0;0.99;-0.12;5.93;1.08;1.1;0.33;0.43;0.56;1.05;16.43;1.1
NO;uur;µg/m³;20230802 15:00;20230802 16:00;0.75;0.36;0.33;1.89;0.09;0.72;0.22;2.6;4.67;3.64;0.16;0.15;-0.23;0.08;0.09;0.28;0.8;1.2;0.17;0.52;-0.36;4.88;1.01;2.02;9.41;0.56;3.74;0.26;0.29;3.61;3.06;6.42;0.64;0.02;0.65;-0.22;5.6;0.56;1.18;0.17;0.27;0.13;0.48;11.54;0.95
NO;uur;µg/m³;20230802 16:00;20230802 17:00;0.71;0.94;0.4;1.93;0.15;1.15;0.2;2.3;4.9;3.18;0.27;0.12;-0.02;0.07;0.31;0.39;0.79;1.3;0.09;0.48;-0.33;5.23;0.85;1.99;8.34;1.02;4.19;0.27;0.28;3.35;3.15;5.28;0.23;0.1;0.63;-0.13;3.9;0.28;1.48;0.1;0.37;0.08;0.43;7.61;0.48
NO;uur;µg/m³;20230802 17:00;20230802 18:00;1.18;0.46;0.2;1.17;0.08;1.07;0.15;2.23;2.84;2.71;0.4;0.06;-0.15;0.23;0.18;-0.46;0.61;0.99;-0.03;0.19;-0.49;3.86;0.59;1.39;8.97;0.47;3.43;0.32;0.3;3.75;4.23;5.4;0.4;0.2;0.81;-0.07;3.84;0.4;1.03;0.04;0.32;-0.06;0.34;6.46;0.41
NO;uur;µg/m³;20230802 18:00;20230802 19:00;0.61;0.96;0.42;1.32;16.9;0.84;0.21;1.22;2.93;3.27;0.36;0.01;0.19;0.24;0.27;-0.21;0.57;1.12;0.11;-0.13;-0.44;1.32;0.35;0.88;10.25;1.08;3.04;0.47;0.19;2.81;3.9;7.43;0.36;0;0.62;-0.1;4.04;0.76;0.77;0.05;0.33;-0.12;0.37;4.68;0.39
NO;uur;µg/m³;20230802 19:00;20230802 20:00;0.32;0.32;0.49;1.07;0.48;0.77;0.27;1.46;1.64;2.01;0.15;-0.05;-0.37;0.23;0.16;-0.13;0.51;0.62;-0.02;0.06;-0.3;1.1;0.39;0.59;5.05;0.55;1.64;0.13;0.04;2.36;2.47;5.14;0.18;-0.12;0.59;-0.12;1.26;0.56;0.54;-0.03;0.09;-0.03;0.4;5.94;0.42
NO;uur;µg/m³;20230802 20:00;20230802 21:00;0.05;0.21;0.22;0.98;0.03;0.79;-0.05;0.9;1.52;2.12;-0.01;0.03;0.08;-0.05;0.18;0.65;0.34;0.37;-0.2;-0.08;-0.25;0.76;0.25;0.34;4.57;0.2;1.13;0.21;-0.02;3.28;2.91;3.37;0.04;-0.09;0.5;-0.36;0.86;0.35;0.59;0.03;0.07;-0.18;0.29;7.19;0.29
