Export;EXP-2023-01 (20230710 14:37);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20230301 01:00;20230301 02:00;24.73;17.1;15.4;30.74;28.94;33.94;28.18;24.45;24.48;26.26;44.93;22.62;20.98;26.56;36.67;23.04;18.53;35.29;24.77;24.59;7.47;13.9;28.23;48.53;15.75;4.31;21.17;10.28;13.75;23.98;20.92;16.06;24.49;20.8;18.65;15.52;27.3;21.52;9.72;7.55;9;9.11;4.52;28.37;11.81
NO2;uur;µg/m³;20230301 02:00;20230301 03:00;26.25;19.75;14.59;31.08;26.88;30.47;23.01;20.39;19.28;26.98;34.79;20.31;20.29;22.21;25.61;21.03;15.71;36.99;26.24;31.63;9.21;15.59;22.78;41.16;19;4.35;13.37;10.53;14.91;18.17;19.02;24.29;19.27;19.69;17.04;12.19;23.55;19.64;8.89;8.41;7.89;8.28;4;26.92;8.18
NO2;uur;µg/m³;20230301 03:00;20230301 04:00;26.08;21.28;14.18;34.78;26.27;23.5;18.74;23;22.58;26.43;32.08;16.44;20.52;19.71;24.02;29.38;18.58;41.67;34.82;26.92;6.82;18.48;29.03;37.93;20.25;4.83;11.79;8.23;14.96;17.91;18.54;30.6;19.9;23.22;16.05;13.03;26.7;26.48;8.17;7.49;6.81;7.91;3.98;24.52;10.11
NO2;uur;µg/m³;20230301 04:00;20230301 05:00;28.19;19.65;14.12;36.17;26.64;19.44;16.67;19.79;18.04;21.83;30.39;16.09;19.56;19.78;23.19;23.14;19.96;34.21;38.15;23.42;6.16;19.37;29.4;44.43;27.37;5.92;15.58;8.37;16.13;19.4;20.65;24.85;18.87;19.68;18.21;11.78;29.25;20.95;9.8;7.02;6.92;7.56;3.56;33.86;12.49
NO2;uur;µg/m³;20230301 05:00;20230301 06:00;29.27;18.99;18.4;40.86;30.03;20.63;17.24;21.89;20.94;19.72;21.68;22.6;20.91;20.87;27.87;21.14;18.68;42.35;38.9;29.8;6.72;24.06;36.5;53.49;45.76;9.64;27.44;7.76;18.16;24.52;24.24;32.44;22.79;22.01;19.49;19.13;36.4;23.69;9.22;6.48;7.11;7.66;6.62;32.1;11.25
NO2;uur;µg/m³;20230301 06:00;20230301 07:00;31.73;19.67;25.45;42.54;32.93;22;18.35;28.49;29.76;24.42;23.48;30.9;27.03;30.2;36.75;22.37;23.08;42.71;49.18;46.17;9.63;31.11;37.8;60.8;60.48;17.31;45.7;8.86;19.52;35.68;46.45;40.6;35.45;30.2;23.33;25.46;54.64;29.66;12.66;10.78;9.33;8.55;4.98;35.22;10.88
NO2;uur;µg/m³;20230301 07:00;20230301 08:00;35.4;30.49;26.63;50.12;40.61;31.6;20.42;39.56;45.57;52.89;25.97;39.98;41.95;63.97;51.34;27.94;42.41;60.6;49.97;55.86;15.91;49.66;46.56;64.6;63.75;44.29;55.59;14.87;23.65;49.42;49.47;44;41.57;29.08;34.02;62.93;56.6;38.32;13.27;9.75;11.88;7.31;9.68;54.26;9.98
NO2;uur;µg/m³;20230301 08:00;20230301 09:00;31.05;28.3;34.27;50.25;39.66;24.44;27.79;34.53;41.66;46.01;30.66;45.52;37.6;43.74;41.9;29.66;53.16;57.56;46.01;52.97;14.06;61.95;54.38;61.25;68.2;36.84;57.28;12.1;25.7;48.75;45.72;;40.85;33.55;33.29;25.35;46.5;38.4;13.87;12.42;13.99;11.49;12.47;57.72;13.18
NO2;uur;µg/m³;20230301 09:00;20230301 10:00;29.28;17.48;37.6;41.52;31.68;18.65;28.1;26.35;31.63;36.39;25.89;34.65;22.06;30.11;35.71;20.28;28.22;45.06;34.63;36.65;18.29;39.23;47.9;55.14;60.14;23.17;38.8;9.13;16.94;30.73;37.16;;26.96;32.06;15.35;18.89;37.81;29.09;16.21;17.73;11.09;12.76;7.85;66.43;19.67
NO2;uur;µg/m³;20230301 10:00;20230301 11:00;24;12.22;23.25;27.84;22.52;10.61;17.27;16.86;18.39;24.4;20.96;14.02;13.66;18.15;14.38;12.66;27.68;22.04;20.02;22.96;18.74;38.63;28.23;47.21;54.79;4.29;29.35;11.86;15.96;19.18;27.55;;17.88;17.97;10.01;10.3;30.17;33.79;14.2;15.73;8.38;13.68;10.96;41.29;16.29
NO2;uur;µg/m³;20230301 11:00;20230301 12:00;14.95;6.82;18.56;25.61;19.79;7.77;10.39;13.29;16.25;14.63;9.62;10.22;9.2;9.13;7.93;10.67;18.22;17.22;10.97;11.68;14.78;22.52;14.44;23.72;55.22;4.4;27.03;8.81;11.35;14.61;13.8;8.6;14.29;9.36;7.31;7.96;21.62;13.91;6.29;8.88;11.89;8.65;8;21.14;6.49
NO2;uur;µg/m³;20230301 12:00;20230301 13:00;14.62;6.16;16.58;24.52;16.86;7.84;11.63;16.84;14.17;12.89;9;9.34;9.14;8.95;7.01;9.61;15.99;19.54;11.64;8.95;13.21;21.7;14.98;15.94;39.45;4.1;24.76;10.19;6.88;8.59;14.1;6.64;9.76;7.88;6.92;8.35;18.51;11.79;5.5;7.76;10.76;7.2;6.68;16.05;4.6
NO2;uur;µg/m³;20230301 13:00;20230301 14:00;13.5;6.55;19.92;27.25;19.12;6.68;10.05;12.97;13.99;13.32;9.27;9.22;7.74;9.15;9.86;11.43;17.21;14.18;9.99;8.28;12.4;25.14;15.3;13.62;44.37;5.3;14.58;6.67;6.47;6.85;10.04;6.83;6.75;7.72;7.67;9.88;21.1;10.35;5.99;;5.02;6.03;7.82;15.13;7.32
NO2;uur;µg/m³;20230301 14:00;20230301 15:00;16.09;7.03;19.5;26.96;19.38;6.94;10.5;12.88;14.26;11.74;7.73;9.88;7.81;12.67;10.18;12.34;12.66;14.75;9.54;8.24;9.8;18.23;9.47;15.39;35.65;8.01;15.91;6.08;7.3;6.44;12.71;8.78;7.26;8.01;9.68;8.15;20.13;11.24;4.68;;4.7;5.06;4.63;17.83;7.53
NO2;uur;µg/m³;20230301 15:00;20230301 16:00;23.78;8.27;15.96;26.15;17.29;7.92;11.29;14.26;18.58;13.82;8.79;13;9.03;11.63;9.5;13.21;12.84;17.83;10.88;9.11;10.7;20.75;9.05;18.12;37.18;8;18.54;6.08;6.61;7.07;13.2;7.23;7.84;8.25;8.43;9.44;24.43;12.52;4.55;;5.26;6.61;5.54;20.29;5.49
NO2;uur;µg/m³;20230301 16:00;20230301 17:00;22.63;8.05;20.45;26.93;18.33;11.17;9.72;16.59;18.82;15.64;10.86;12.95;10.14;15.28;11.28;18.58;14.78;18.21;11.15;11.12;12.6;25.26;12.32;17.86;40.38;7.23;15.31;6.72;7.2;8.25;15.18;7.66;9.24;10.16;6.24;9.37;23.55;16.02;6.36;;6.02;7.82;5.45;18.87;6.16
NO2;uur;µg/m³;20230301 17:00;20230301 18:00;19.57;10.23;19.87;30.9;20.88;12.34;11.64;21.29;20.77;20.8;14.62;14.68;12.02;22.64;15.13;20.75;17.54;17.47;13;13.14;12.93;26.46;16.2;22.92;48.03;8.13;15.02;9.62;8.89;9.74;17.66;10.27;11.21;11.95;7.11;11.18;37.01;21.27;7.22;8.43;5.21;7.94;6.73;27.9;10.75
NO2;uur;µg/m³;20230301 18:00;20230301 19:00;23.79;14.73;23.16;40.05;24.48;19.66;13.75;27.83;33.73;29.16;20.31;18.07;17.12;32.89;14.14;21.07;21.92;26.12;18.31;19.92;16.05;29.26;16.6;29.92;59;7.98;24.11;9.43;10.34;16.2;20.92;12.93;19.45;19.85;7.88;19.65;36.19;28.61;9.89;14.16;8.4;8.71;6.32;19.95;8.85
NO2;uur;µg/m³;20230301 19:00;20230301 20:00;28.59;18.78;27.65;36.63;25.06;18.64;14.31;34.46;35.67;36.82;24.24;20.92;20.75;39.1;13.67;28.05;26.03;29.35;25.52;21.63;20.14;32.73;15.26;34.5;46.87;8.09;28.84;11.5;10.78;17.72;21.68;13.01;19.81;20.42;10.53;18.83;41.71;28.64;11.72;12.42;8.97;12;4.04;14.97;4.6
NO2;uur;µg/m³;20230301 20:00;20230301 21:00;26.7;25.79;27.17;30.77;22.81;19.98;15.58;33.58;35.18;37.92;21.69;27.36;21.19;18.7;15.94;27.16;26.49;22.5;25.74;26.99;23.99;32.78;15.48;41.42;47.71;8.08;31.4;11.24;12.11;23.63;21.38;21.6;21.02;15.43;8.65;25.93;27.7;22.75;11.62;10.98;6.7;10.47;4.92;16.86;4.31
NO2;uur;µg/m³;20230301 21:00;20230301 22:00;26.64;19.49;24.93;29.21;20.88;12.73;17.54;25.09;33.92;31.28;26.88;24.36;23.92;19.63;17.5;25.97;22.05;22.47;21.95;20.12;22.17;31.85;20.06;39.94;38.81;7.24;30.23;10.81;13.89;19.08;22.81;22.62;20.39;13.34;8.99;29.02;25.59;20.62;14.31;10.27;6.25;7.75;4.68;10.93;3.88
NO2;uur;µg/m³;20230301 22:00;20230301 23:00;28.18;14.99;28.49;32.11;23.65;12.02;17.47;18.78;25.02;29.28;27.59;18.17;17.97;19.53;15.48;26.23;18.86;23.16;21.37;15.56;21.64;24.08;21.17;40.18;30.93;6.56;29.83;11.11;13.55;18.42;20.15;14.18;19.84;12.49;13.92;17.11;27.86;16.75;15.14;9.29;4.95;5.97;5.88;11.79;3.05
NO2;uur;µg/m³;20230301 23:00;20230302 00:00;29.05;13.76;29.3;34.21;26.95;15.92;20.88;18.48;20.66;27.29;24.75;23.6;14.88;17.21;11.14;28.68;14.88;24.86;19.46;17.18;18.54;19.06;14.23;33.35;25.77;6.63;18.85;9.5;11.48;17.12;16.74;17.44;18.66;11.02;14.8;12.24;18.79;13.38;11.56;6.37;5.06;5.32;6.94;8.84;3.76
NO2;uur;µg/m³;20230302 00:00;20230302 01:00;25.53;12.09;22.84;27.79;25.33;13.3;16.02;14.13;26.23;18.59;14.54;20.1;12.52;13.43;10.65;30.35;17.11;15.02;17.38;16.72;14.18;20.22;16.84;27.02;26.22;5.09;13.54;6.57;12.13;13.51;15.3;15.55;13.08;12.72;10.99;11.78;20.26;15.72;8.13;6.43;3.77;6.33;3.26;5.56;3.67
NO2;uur;µg/m³;20230302 01:00;20230302 02:00;22.33;15.21;21.84;24.52;21.61;13.07;13.6;12.71;22.15;16.64;14.01;26.76;12.54;20.07;9.44;29.94;26.45;13.84;15.11;22.5;13.13;21.59;13.74;24.04;24.99;4.01;10.75;5.73;8.72;11.07;11.65;9.08;10.34;11.3;14.89;9.58;18.62;15.48;8.19;5.15;2.73;6.94;2.37;4.54;2.38
NO2;uur;µg/m³;20230302 02:00;20230302 03:00;16.01;12.33;17.06;23.34;21.45;10.85;11.99;13.1;25.27;15.6;15.15;23.46;12.54;14.84;9.17;28.75;17.74;10.87;14.83;15.97;10.03;15.34;9.19;17.46;16.67;3.62;9.22;5.03;5.87;8.07;8.36;7.79;7.53;9.63;11.47;7;13.97;14.8;8.15;4.22;2.59;5.78;6.11;6.53;2.42
NO2;uur;µg/m³;20230302 03:00;20230302 04:00;16.23;18.69;18.49;22.54;20.86;10.69;9.62;12.71;24.14;13.37;16.61;20.73;13.35;14.22;13.8;29.13;11.04;8.07;11.22;15.96;11.8;11.29;6.86;16.33;14.12;3.32;9.22;3.77;4.84;6.6;7.79;5.55;6.79;7.02;10.9;6.1;13.74;12.59;7.81;4.59;2.8;5.21;8.15;6.01;3.81
NO2;uur;µg/m³;20230302 04:00;20230302 05:00;18.88;14.67;14.97;22.19;18.71;11.76;10.29;13.05;17.71;12.27;9.54;16.12;12.73;16.87;10.08;17.36;11.41;6.88;9.55;12.32;8.4;10.53;10.47;14.11;15.25;3.46;8.51;3.61;4.23;5.88;6.89;4.3;5.71;6.25;9.65;5.48;14.03;12.76;7.13;4.84;2.36;5.72;3.38;7.74;4.38
NO2;uur;µg/m³;20230302 05:00;20230302 06:00;23.07;14.75;19.28;25;20.52;11.67;9.39;13.55;21.87;13.71;8.96;16.86;14.74;14.92;10.05;19.91;11.41;6.65;10.63;13.22;6.96;12.6;14.1;20.96;37.05;5.14;7.68;4.15;3.92;7.53;7.87;6.78;5.97;6.69;10.36;9.81;12.02;11.03;6.05;4.14;2.28;6.4;4.02;7.9;3.83
NO2;uur;µg/m³;20230302 06:00;20230302 07:00;25.31;15;25.51;30.54;22.98;13.11;8.62;15.84;24.07;15.76;10.02;19.44;19.87;16.05;21.98;18.53;14.11;11.33;16.96;21.99;6.97;17.02;22.61;27.67;41.81;5.21;10.92;4.61;4.72;10.53;11.72;6.9;8.72;9.1;11.92;13.05;17.47;14.22;6.47;4.21;3.31;7.43;6.62;11.08;3.31
NO2;uur;µg/m³;20230302 07:00;20230302 08:00;30.18;14.98;34.39;41.61;29.08;16.24;9.83;19.77;26.84;23.15;13.86;21.56;24.15;18.03;23.59;15.73;20.8;29.25;19.35;23.95;8.78;26.64;28.18;33.38;46.92;4.75;17.56;4.76;7.69;14.68;16.57;11.37;16.94;13.35;12.64;11.66;21.42;20.86;6.74;6.29;3.53;7.96;5.18;17.67;4.48
NO2;uur;µg/m³;20230302 08:00;20230302 09:00;28.02;14.6;34.83;45.85;31.82;15.61;11.73;18.34;30.42;20.05;15.54;21.14;20.78;18.87;21.2;21.9;25.19;23.07;15.41;18.55;10.92;30.22;30.25;27.55;47.01;5.82;27.21;5.5;9.38;16.22;17.82;9.13;15.62;14.51;13.5;10.29;21.84;19.54;6.71;6.26;5.46;7.85;5.17;25.02;5.43
NO2;uur;µg/m³;20230302 09:00;20230302 10:00;24.24;13.07;28.29;35.79;24.68;13.21;11.59;14.98;19.09;19.05;12.48;17.23;16.56;15.09;14.72;17.96;21.88;22.35;13.92;44.25;11.69;26.8;18.66;21.84;41.53;6.04;18.74;5.91;7.61;10.76;16.57;7.48;11.24;13.09;10.69;8.07;17.15;16.47;6.52;6.9;7.13;7.79;10.26;21.31;6.08
NO2;uur;µg/m³;20230302 10:00;20230302 11:00;22;11.97;23.55;28.16;21.44;12.75;14.23;14.74;20.18;18.35;13.56;16.57;14.73;12.85;10.27;15.54;18.1;21.7;14.29;14.84;10.45;21.56;11.82;21.01;35.55;7.06;14.48;6.06;6.19;8.66;13.56;5.63;8.49;12.2;8.71;7.38;19.53;12.26;6.47;6.96;7.88;9.07;13.42;25.67;7.54
NO2;uur;µg/m³;20230302 11:00;20230302 12:00;24.4;11.57;19.65;28.89;22.26;11.25;15.27;13.77;16.77;15.87;14.05;18.48;13.7;11.75;10.47;15.53;12.95;21.78;14.3;10.72;9.79;18.71;8.12;18.09;31.52;8.13;14.39;5.61;5.17;7.98;14.44;5.55;7.6;10.31;7.68;6.34;16.53;12.86;6.33;6.6;9.63;9.45;9.24;19.78;4.9
NO2;uur;µg/m³;20230302 12:00;20230302 13:00;22.03;10.3;19.03;28.49;22.84;9.86;16.91;15.24;19.08;14.34;12.67;15.61;11.98;13.15;11.45;14.04;10.85;16.35;13.45;9.7;9.44;13.23;6.97;15.7;33.84;8.04;9.27;5.83;5.77;7.77;12.14;6.24;8.01;7.29;7.45;;15.89;12.68;5.79;4.81;6.86;10.21;5.32;16.73;5.43
NO2;uur;µg/m³;20230302 13:00;20230302 14:00;19.82;9.85;20.09;26.78;21.64;11.98;14.71;13.03;15.07;13.26;10.93;14.88;10.9;10.1;13.22;15.63;11.78;17.01;13.42;10.6;6.74;17.62;7.82;15.77;32.11;6.91;9.18;5.42;6.01;7.13;10.51;6.58;7.3;8.89;6.27;;16.78;10.35;5.95;5.84;5.49;9.14;5.43;15.7;9.8
NO2;uur;µg/m³;20230302 14:00;20230302 15:00;22.65;8.56;22.47;29.43;22.97;10.21;12.64;13.99;13.79;12.28;9.61;11.83;9.34;8.66;18.01;17.52;14.52;16.5;13.79;10.72;5.89;20.09;9.12;17.86;28.88;6.19;9.9;5.4;7.53;7.28;11.1;8.3;7.48;9.13;4.89;6.25;20.5;12.95;5.97;4.91;5.05;9.37;6.15;21.69;7.14
NO2;uur;µg/m³;20230302 15:00;20230302 16:00;23.32;8.07;25.69;36.9;26.71;8.77;9.06;13.4;16.36;11.58;7.65;12.77;9.13;10.32;17.36;14.43;16.66;17.47;14.12;13.08;5.34;21.55;12.93;22.18;28.2;6.67;11.05;5.33;8.43;7.13;10.36;6.89;7.66;8.85;7.15;5.7;24.98;16.5;7.27;4.88;5.16;8.8;6.42;20.8;5.65
NO2;uur;µg/m³;20230302 16:00;20230302 17:00;22.87;8.45;25.82;35.58;26.4;10.46;8.51;14.78;16.37;11.28;8.08;14.65;9.4;11.12;15.56;14.65;17.53;21.76;17.13;14.31;7.82;23.28;16.3;23.06;33.02;6.83;11.56;5.39;7.79;9.08;12.65;9.89;9.54;10.73;10.23;6.14;21.24;19.17;10.22;6.44;5.1;10.92;3.39;25.12;18.47
NO2;uur;µg/m³;20230302 17:00;20230302 18:00;22.43;9.72;30.73;43.64;29.7;10.77;10.12;18.74;21.44;13.83;9.86;16.81;12.44;13.02;16.01;17.39;20.72;24.69;18.88;16.17;6.3;28.99;18.77;24.91;32.28;8.25;12.55;6.87;11.35;11.4;15.06;12.64;11.61;11.22;14.98;9.35;27.49;21.11;13.15;10.16;6.42;11.06;5.84;34.21;22.24
NO2;uur;µg/m³;20230302 18:00;20230302 19:00;19.48;16.98;28.59;48.57;36.85;13.84;16.14;21.61;20.5;18.6;17.93;13.66;16.21;18.47;19.72;27.55;21.53;26.8;17.87;18.42;7.58;32.13;23.88;34.89;37.19;6.74;13.6;8.54;13.34;15.13;13.85;17.85;13.24;12.82;14.47;9.81;30;25.09;17.11;9.94;6.23;10.77;7.65;24.63;7.83
NO2;uur;µg/m³;20230302 19:00;20230302 20:00;15.31;15.79;26.97;45.75;36.68;18.12;17.03;19.77;19.82;23.25;19.07;16.78;16.1;16.36;18.68;27.35;20;27.43;19.17;21.22;6.82;25.72;24.72;40.1;27.09;6.91;14.23;8.27;12.92;16.52;15.98;13.85;21.39;16.31;15.02;10.75;33.05;37.96;20.76;17.18;5.27;10.08;6.5;24.84;9.51
NO2;uur;µg/m³;20230302 20:00;20230302 21:00;13.44;15.05;20.68;29.46;20.07;12.27;18.54;23.53;21.67;15.07;16.73;17.6;18.04;17.31;22.22;31.06;16.7;27.47;20;23.8;6.51;21.99;19.87;36.76;26.29;5.44;12.89;10.51;8.97;17.76;19.06;14.66;20.12;18.7;16.07;13.63;30.28;24.21;18.71;15.32;7.09;10.17;6.49;28.79;14.48
NO2;uur;µg/m³;20230302 21:00;20230302 22:00;13.92;20.14;17.8;26.8;19.13;10.97;12.82;17.77;20.25;15.66;15.36;19.75;15.53;19.4;21.95;23.88;16.21;21.81;19.37;28.82;5.65;26.72;20.8;38.84;26.05;5.48;12.71;9.26;7.3;15.39;15.95;11.42;17.66;17.99;16.64;14.91;29.23;25.85;22.2;10.72;7.51;9.03;8.28;28.92;13.95
