Export;EXP-2023-01 (20230705 21:34);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20230201 03:00;20230201 04:00;9.17;14;7.23;7.67;6.23;13.36;17.28;19.47;21.05;9.08;9.21;5.61;19.13;10.76;4.34;10.49;3.22;19.84;3.76;7.28;4.16;7.85;3.32;19.32;3.92;4.78;3.68;6.07;4.21;11.62;8.33;5.14;13.57;7.22;8.95;4.74;8.85;8.77;5.35;4.07;3.92;3.47;3.36;5.23;3.52
NO2;uur;µg/m³;20230201 04:00;20230201 05:00;9.15;12.54;7.46;9.21;7.85;8.42;14.91;14.23;17.19;6.04;5.19;3.94;16.45;7.6;4.16;7.7;4.2;18.26;4.12;6.31;3.73;7.03;4.24;19.46;5.43;3.49;3.48;4.71;3.72;11.55;5.61;5.38;10.91;4.71;7.74;3.5;8.7;8.07;4.42;3.91;3.59;3.4;3.27;4.91;3.69
NO2;uur;µg/m³;20230201 05:00;20230201 06:00;9.58;9.39;7.41;10.26;8.56;9.2;13.43;14.97;19.94;11.05;7.39;5.62;17.65;6.82;3.24;6.38;4.22;13.83;4.02;10.17;3.53;8.62;6.9;15.46;8.82;3.25;3.78;4.74;4.35;7.37;7.38;7.87;17.97;6.73;8.53;2.75;9.12;7.87;4.31;2.87;2.74;3.76;3.22;5.79;4.18
NO2;uur;µg/m³;20230201 06:00;20230201 07:00;10.37;12.27;9.07;11.57;8.09;7.02;16.84;20.61;30.5;18.99;12.06;5.21;18.29;8.11;3.68;5.88;4.99;14.2;5.94;12.69;3.41;11.18;14.85;20.45;9.95;3.88;8.04;5.7;4.58;14.57;14.62;15.1;15.15;8.65;6.16;3.38;13.5;10.68;5.06;2.77;3.12;2.94;2.54;5.75;4.13
NO2;uur;µg/m³;20230201 07:00;20230201 08:00;11.28;14.4;10.04;15.91;9.34;7.49;16.17;22.97;33.51;25.57;13.34;6.99;22.35;10.38;3.79;5.32;5.58;21.07;6.38;14.56;3.44;13.74;11.26;23.28;9.6;3.46;10.09;7.05;4.83;17.68;16.28;16.3;20.96;9.39;4.62;4.78;18.81;14.39;6.75;3.61;2.96;2.67;1.62;7.66;4.79
NO2;uur;µg/m³;20230201 08:00;20230201 09:00;12.54;13.75;10.57;18.36;11.85;5.93;19.7;19.37;30.08;26.12;19.29;6.29;22.98;12.34;4.96;4.72;7.05;21.05;5.39;17.3;2.74;16.73;13.83;21.69;14.08;4.36;12.91;7.46;5;19.45;17.13;12.09;19.38;9.2;4.86;4.3;24.15;19.62;6.05;3.7;3.38;2.67;1.63;8.96;5.67
NO2;uur;µg/m³;20230201 09:00;20230201 10:00;13.78;9.85;9.59;15.21;9.72;5.84;15.01;15.17;34.44;18.79;15.67;5.38;21.79;10.92;4.1;4.34;7.75;16.85;4.78;13.84;2.92;15.67;11.09;15.8;14.4;3.1;9.92;6.73;4.6;20.51;14.24;11.74;11.89;11.24;4.78;4.46;21.56;19.1;7.4;4.04;2.82;2.64;2;10.4;4.94
NO2;uur;µg/m³;20230201 10:00;20230201 11:00;11.83;8.04;10.49;13.37;9.43;6.12;9.44;13.82;20.22;17.22;10.12;4.3;14.95;7.36;2.81;1.78;5.93;18.9;3.91;11.72;2.71;14.58;10.97;11.68;12.53;3.18;7.88;5.1;5.32;18.83;12.31;10.59;9.19;10.43;5.13;5.98;15.26;11.2;6.16;3.13;2.32;2.79;2.36;10.26;4.96
NO2;uur;µg/m³;20230201 11:00;20230201 12:00;9.37;7.34;9.54;12.34;8.94;5.79;9.01;11.25;13.28;12.66;8.1;3.27;7.48;5.47;2.54;1.91;6.68;20.07;4.19;12.54;2.78;13.72;9.12;11.92;10.77;3.12;6.51;4.75;5.89;18.49;12.26;12.25;9.11;9.26;6.44;6.25;11.98;9.08;5.02;3.57;2.35;3.3;2.53;9.76;4.46
NO2;uur;µg/m³;20230201 12:00;20230201 13:00;7.98;5.5;8.88;12.07;10.61;7.07;7.21;11.07;12.77;14.25;8.52;4.22;4.94;4.33;3.31;1.51;6.45;17.1;4.46;11.23;3.79;12.63;9.57;14.72;15.2;3.58;9.56;4.34;5.44;17.33;11.93;11.74;10.95;9.42;8.59;5.43;13.37;10.21;5.14;4.06;2.62;2.79;1.33;13.26;3
NO2;uur;µg/m³;20230201 13:00;20230201 14:00;8.67;6.23;7.92;13.39;12.7;6.08;14.57;11.01;17.5;13.09;7.4;5.58;5.81;6.06;4.5;2.05;9.55;15.81;5.14;11.64;3.72;18.56;12.57;15.65;15.85;3.94;10.11;5.74;5.36;17.13;12.29;9.85;11.07;9.06;7.36;4.13;15.69;10.88;5.35;3.4;2.84;2.41;1.55;11.45;3.32
NO2;uur;µg/m³;20230201 14:00;20230201 15:00;8.32;5.54;7.37;12.09;9.14;5.62;13.08;11.25;14.17;15.56;8.14;7.46;7.24;8.44;6.69;3.83;11.18;15.32;6.85;13.53;3.91;19.35;13.63;18.12;16.04;4.12;10.38;7.5;6;15.46;14.58;11.74;14.45;9.09;4.97;5.05;19.12;13.24;6.04;3.5;3.21;2.61;1.58;7.01;2.73
NO2;uur;µg/m³;20230201 15:00;20230201 16:00;8.39;7.03;7.26;12.69;8.45;6.74;14.35;12.34;15.15;20.18;10.91;8.56;8.42;10.49;8.05;4.83;14.73;23.69;8.12;16.77;4.6;23.27;18.78;20.48;23.21;4.24;13.16;5.36;7.13;21.26;17.05;14.44;17.28;12.97;5.37;4.43;22.28;16.53;7.06;3.32;3.88;2.54;1.91;8.56;3.07
NO2;uur;µg/m³;20230201 16:00;20230201 17:00;9.4;8.09;7.32;14.93;8.84;7.82;17.94;12.99;19.67;22.59;14.82;8.96;9.18;12.89;11.48;7.22;17.21;25.84;8.49;17.98;6.23;26.59;23.12;16.94;21.4;6.01;13.81;3.41;6.84;23.89;18.88;14.32;15.92;17.01;6.08;6.19;23.22;19.28;7.12;4.27;4.2;2.76;1.64;8.07;3.37
NO2;uur;µg/m³;20230201 17:00;20230201 18:00;9.68;8.03;8.13;15.92;10.69;13.07;15.74;15.21;17.46;24;15.99;10.73;10.72;10.92;7.05;9.44;18.49;28.24;6.24;18.26;6.41;25.92;19.19;18.33;23.24;4.59;16.35;4.79;7.4;22.86;19.16;14.66;18.98;15.48;4.23;5.85;22.52;17.85;6;5.1;4.33;2.57;2.13;7.79;3.54
NO2;uur;µg/m³;20230201 18:00;20230201 19:00;9.28;10.94;8.1;14.55;9.56;13.52;13.59;16.91;17.13;20.2;15.14;8.53;11.47;10.46;6.83;9.31;13.42;24.68;5.75;13.78;5.72;21.28;18.88;19.2;19.93;4.14;14.48;4.33;7.38;19.36;16.31;13.34;21.09;16.23;5.48;5.1;19.03;15.37;5.31;3.05;3.13;3.09;1.18;7.69;3.34
NO2;uur;µg/m³;20230201 19:00;20230201 20:00;10.53;11.02;8.42;13.06;10.24;13.98;18.29;15.11;15.17;17.88;15.64;6.6;10.62;9.86;5.78;11.75;6.71;14.62;5.68;12.45;5.27;12.71;15.63;14.66;14.54;4.95;11.13;4.22;5.91;16.85;13.66;12.6;17.71;14.02;4.29;3.74;16.86;13.73;3.46;3.02;2.34;2.24;1.52;6.72;3.6
NO2;uur;µg/m³;20230201 20:00;20230201 21:00;9.54;10.78;8.43;10.55;8.84;12.5;23.84;12.62;12.51;19.74;17.43;7.58;9.54;9.98;3.93;9.29;7.79;20.11;6.52;11.67;5.01;17.18;14.56;21;14.64;3.48;7.81;2.09;5.93;9.75;10.52;9.66;15.53;9.8;6.82;3.3;14.82;12.54;5.07;3.39;3.84;2.4;1.5;6.4;4.79
NO2;uur;µg/m³;20230201 21:00;20230201 22:00;8.85;10.47;9.65;9.21;6.77;11.1;19.71;13.2;13.37;10.78;7.14;6.11;11.18;9.87;4.77;8.24;8.81;22.85;5.05;13.58;5.26;17.49;20.42;19.8;13.45;3.05;6.5;1.52;5.91;8.94;8.73;8.52;7.87;10.63;4.18;2.75;16.19;13.87;4.39;3.29;2.87;1.57;1.12;7.32;2.49
NO2;uur;µg/m³;20230201 22:00;20230201 23:00;8.99;9.5;8.42;9.19;7.91;8.16;22.97;12.48;14.41;9.7;6.29;6.39;12.32;7.18;4.75;8;8.52;18.66;5.17;10.6;6.99;15.43;22.97;22.96;15.86;3.59;9.49;1.67;6.87;8.93;8.67;9.07;8.07;13;1.95;3.69;16.02;10.6;3.17;2.82;3.69;1.66;0.56;5.69;1.77
NO2;uur;µg/m³;20230201 23:00;20230202 00:00;9.84;7.6;7.63;10.7;8.38;7.73;12.52;12.23;12.46;8.05;5.92;5.02;11.38;7.54;4.82;9.52;8.14;15.98;5.49;13.56;5.04;11.71;10.53;21.23;10.43;5.37;11.69;2.82;5.5;7.4;7.03;8.86;7.15;11.08;1.76;3.73;13.7;11.01;2.92;1.83;2.19;1.58;0.55;4.48;1.15
NO2;uur;µg/m³;20230202 00:00;20230202 01:00;10.19;7.7;9.29;11.13;8.73;5.72;;8.18;8.42;5.98;5.28;5.84;8.96;10.99;4.99;9.68;6.64;18.24;7.53;14.3;4.55;9.25;10.5;22.89;8.01;6.84;7.19;4.54;5.04;7.04;6.47;7.44;6.42;8.41;2.77;5.62;11.09;8.38;;;2.63;2.24;2.03;4.71;2.37
NO2;uur;µg/m³;20230202 01:00;20230202 02:00;9.54;8.47;8.92;10.59;8.51;5.03;17.87;6.32;7.03;5.73;5.03;5.69;6.79;10.04;6.45;9.01;5.18;17.14;7.46;14.29;6.91;6.9;11.94;24.3;6.91;5.02;3.54;5.43;6.55;5.9;6.6;5.65;5.87;8.86;3.53;5.41;11.12;9.57;3.69;4.91;2.78;2.59;1.66;5.36;2.66
NO2;uur;µg/m³;20230202 02:00;20230202 03:00;8.49;8.29;8.13;9.72;9.29;5.23;13.28;5.99;6.38;6.07;5.94;7.43;7.75;9.03;5.82;11.25;4.99;15.2;11.23;11.69;7.32;6.39;10.61;25.57;8.4;4.07;6.51;3.38;5.69;4.33;5.4;5.87;4.81;7.8;4.28;4.38;9.63;7.46;4.58;5.41;4.23;2.35;2.15;5.55;2.82
NO2;uur;µg/m³;20230202 03:00;20230202 04:00;8.77;8.16;8.24;8.54;7.88;5.97;11.79;6.36;7.68;6.99;6.47;5.64;9.54;9.24;4.99;10.19;7.48;14.08;7.2;13.25;4.93;9.12;7.06;30.77;10.7;2.43;4.89;2.55;4.95;6.82;6.89;6.16;7.44;7.76;5.72;3.02;6.78;5.63;4.23;4.3;4;2.2;3.2;6.41;2.72
NO2;uur;µg/m³;20230202 04:00;20230202 05:00;8.6;8.71;8.18;7.04;6.45;5.2;16.17;6.37;7.21;6.08;5.46;5.92;6.52;11.18;5.76;8.26;4.41;15.88;9.12;10.64;4.48;6.15;3.9;23.83;6.14;3.01;5.13;7.09;3.95;5.49;5.47;5.17;5.55;6.32;4.61;4.19;9.27;8.58;2.64;3.57;2.09;2.42;3.35;5.75;3.85
NO2;uur;µg/m³;20230202 05:00;20230202 06:00;8.23;7.53;5.89;7.25;6.3;5.28;20.84;7.28;8.68;9.5;6.81;8.19;7.32;9.35;4.62;9.05;8.36;15.81;7.03;13.58;4.65;15.08;6.61;25.38;11.83;5.2;5.61;6.27;3.35;5.15;5.43;8.77;5.59;5.02;4.69;4.21;10.57;9.34;2.48;2.73;0.71;1.15;1.15;3.23;2.34
NO2;uur;µg/m³;20230202 06:00;20230202 07:00;9.03;6.97;6.95;9.27;6.98;6.13;17.89;10.3;15;18.94;9.23;9.06;10.52;11.61;5.37;7.85;10.8;20.54;10.2;15.32;4.17;20.48;9.73;27.86;13.1;5.43;9.29;4.85;5.09;11.55;9.56;17.41;7.81;6.84;5.04;5.32;16.66;12.57;5.29;5.06;1.7;1.1;1.07;7.34;4.03
NO2;uur;µg/m³;20230202 07:00;20230202 08:00;11.25;7.86;12.74;13.15;8.74;8.02;23.26;13.26;20.35;24.06;16.55;9.25;11.84;12.08;4.19;6.01;8.96;30.93;10.35;21.38;5.65;19.79;16.96;32.33;15.43;5.45;15.38;5.52;5.55;18.84;15.63;17.76;10.27;11;5.83;5.74;23.19;16.64;5.05;6.73;4.22;1.84;1.6;17.03;7.66
NO2;uur;µg/m³;20230202 08:00;20230202 09:00;12.57;8.78;11.82;16.49;9.78;9.21;20.11;16.47;23.39;26.62;17.31;8.1;13.21;15.29;5.48;7.41;13.22;29.44;7.98;22.73;6.08;26.34;15.64;29.61;16.78;5.76;17.93;6.16;7.1;20.89;16.14;14.88;15.19;16.47;8.35;7.31;25.76;20.66;6.73;6.42;4.01;;1.63;23.1;11.27
NO2;uur;µg/m³;20230202 09:00;20230202 10:00;13.94;10.01;9.73;13.59;11.93;13.81;16.16;17.23;21.97;23.72;13.19;8.86;12.31;12.32;6.17;9.77;11.04;26.93;7.75;20.38;4.12;27.8;9.73;33.28;12.33;5.21;16.33;6.51;5.39;17.91;14.36;14.58;11.03;13.81;8.11;7.31;27.91;21.51;6.56;5.89;4.48;2.36;1.83;19.72;11.53
NO2;uur;µg/m³;20230202 10:00;20230202 11:00;12.78;10.04;10.05;13.76;12.8;9.22;14.73;15.34;18.01;20.48;12.25;8.99;11.32;11.82;5.25;7.05;7.12;23.74;7.41;22.54;4;18.82;10.31;32.43;12.81;4.55;15.61;5.42;5.99;16.58;13.03;13.9;9.96;7.98;8.36;7.49;27.71;19.23;6.45;6;4.57;2.94;2.93;19.72;9.65
NO2;uur;µg/m³;20230202 11:00;20230202 12:00;13.75;9.87;10.73;15.21;14.7;12.59;14.48;16.13;21.55;19.95;12.09;5.58;11.24;12.52;5.12;5.17;10.25;26.13;6.93;21.57;3.97;19.48;11.55;18.93;13.45;6.17;14.28;4.72;5.21;19.12;17.79;13.06;14.18;8.29;9.06;6.14;25.14;17.43;6.42;6.24;4.79;3.04;2.4;23.59;7.91
NO2;uur;µg/m³;20230202 12:00;20230202 13:00;13.94;8.81;12.48;14.87;13.34;12.98;11.77;15.95;21.06;18.19;12.93;6.45;10.42;13.08;5.42;4.66;8.27;26.29;6.35;16.65;3.94;19.98;19.45;14.97;19.5;4.45;14.75;6.29;5.29;18.72;17.44;12.67;18.23;10.69;9.99;6.3;22.04;16.22;6.71;5.63;3.89;3.96;2.31;20.22;9.26
NO2;uur;µg/m³;20230202 13:00;20230202 14:00;13.15;11.2;9.91;14.8;13.5;12.12;10.59;17.71;24.09;23.9;16.3;11.31;9.32;9.17;9.14;5.33;14.78;34.34;8.41;16.11;;25.65;17.86;20.69;24.35;4.76;13.91;6.31;5.45;20.71;17.44;13.19;16.95;13.33;9.42;6.07;21.52;18.86;7.21;7.36;6.05;3.25;1.5;30.08;5.99
NO2;uur;µg/m³;20230202 14:00;20230202 15:00;11.12;12.07;8.49;13.03;11.04;10.31;12.69;16.64;21.77;27.95;20.28;11.92;10.86;9.94;10.92;6.8;14.83;35.73;10.15;20.53;;27.45;22.4;23.03;22.54;6.43;15.95;9.77;7.34;26.98;21.33;15.2;14.67;16.87;7.89;7.31;18.18;14.58;8.1;7.51;5.45;2.71;2.27;40.08;11.29
NO2;uur;µg/m³;20230202 15:00;20230202 16:00;10.61;10.31;7.98;13.93;9.96;11.3;16.16;17.18;22.33;31;17.52;11.89;12.27;13.55;13.96;6.43;26.95;40.6;13.17;26.53;10.61;35.92;27.43;29.14;31.83;5.45;19.76;11.75;10.15;33.56;26.44;19.38;16.26;18.9;10.71;11.59;20.1;16.17;11.81;8.67;5.23;9.89;5.97;32.32;15.56
NO2;uur;µg/m³;20230202 16:00;20230202 17:00;13.81;12.84;8.34;16.6;10.01;12.6;15.86;18.95;23.09;34.74;23.55;14.8;12.71;15.89;12.47;5.79;37.19;45.75;15.99;29.2;16.14;44.16;31.49;25.36;38.29;6.98;20.63;13.46;18.6;39.8;29.85;23.27;20.12;20.13;14.61;13.98;23.38;22.22;11.11;10.16;4.97;10.6;7.18;43.7;21.68
NO2;uur;µg/m³;20230202 17:00;20230202 18:00;14.57;13.69;9.73;16.31;8.96;14.22;24.68;22.66;34.35;33.86;24.5;14.19;15.79;16.53;20.04;7.13;27.21;62.26;17.79;31.09;18.81;36.42;31.41;29.83;30.54;8.94;23.81;13.37;25.15;44.37;40.27;26.84;38.28;24.33;16.88;12.82;27.92;23.91;11.32;10.38;6.53;5.57;6.58;29.56;14.49
NO2;uur;µg/m³;20230202 18:00;20230202 19:00;14.18;15.85;10.2;12.99;9;14.57;23.92;25.16;34.42;27.81;22.34;15.9;15.47;18.71;20.79;7.65;26.54;51.47;13.51;22.2;21.47;38.78;38.63;36.56;37.13;8.6;23.59;18.03;19.38;42.86;41.02;31.15;41.57;31.73;16.23;22.45;27.66;24.15;11.46;12.07;7.75;6.27;6.97;20.41;12.71
NO2;uur;µg/m³;20230202 19:00;20230202 20:00;12.27;17.85;10.65;12.7;8.93;13.16;15.75;21;29.69;20.79;20.64;20;16.47;18.9;18.06;9.59;24.57;39.53;18.89;22.96;16.61;37.36;39.8;31;37.99;8.54;16.79;18.15;30.77;34.2;33.86;25.26;32.57;27.1;15.25;23.17;30.61;25.12;13.25;15.73;6.55;5.43;6.79;17.58;10.63
NO2;uur;µg/m³;20230202 20:00;20230202 21:00;11.54;38.34;8.81;10.03;7.64;11.52;16.21;19.54;24.92;17.44;16.86;19.55;13.23;14.93;11.01;9.07;18.48;35.41;14.97;22.48;15.78;29.35;24.58;32.26;23.31;6.38;14.74;15.65;27.3;31.82;28.38;32.31;28.53;22.03;18.08;18.32;25.8;20.44;16.78;16.42;6.91;7.81;5.8;16.03;8.39
NO2;uur;µg/m³;20230202 21:00;20230202 22:00;9.58;39.79;7.67;9.6;6.87;16.1;14.58;15.58;18;15.15;15.79;15.24;11.59;11.75;20.1;8;20.14;35.95;7.55;14.16;10.14;27.56;25.16;21.55;22.32;4.85;12.72;13.13;14.65;23.78;24.43;16;23.67;18.46;15.95;14.79;21.86;17.59;22.15;15.73;4.77;10.13;5.17;10.98;7.28
