Export;EXP-2023-01 (20230710 20:53);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20230401 01:00;20230401 02:00;4.39;2.65;2.7;1.98;1.87;5.56;12.11;3.38;3.67;9.22;7.41;4.12;2.95;5.17;4.99;4.87;10.17;18.69;6.41;7.23;6.77;13.29;16.83;15.5;12.46;3.39;13.39;6.27;10.29;9.73;12.35;10.89;10.23;13.52;2.28;6.5;4.54;3.55;3.46;3.86;2.85;3.07;3.46;7.58;3.43
NO2;uur;µg/m³;20230401 02:00;20230401 03:00;4.7;3.55;5.14;2.08;1.97;6.7;14.28;4.38;4.87;5.55;4.51;5.15;3.62;9.05;8.62;9.14;7.91;;7.64;8.33;8.35;9.76;10.85;27.18;9.3;3.01;12.98;5.59;6.27;15.34;15.93;8.74;16.38;14.75;2.29;6.37;7.69;4.63;3.46;3.92;2.32;2.99;3.08;5.41;4.89
NO2;uur;µg/m³;20230401 03:00;20230401 04:00;3.44;3.9;3.83;1.93;1.87;7.11;9.15;5.99;6.62;6.36;5.53;6.75;4.81;5.36;8.52;6.02;10.5;;7.18;9.19;5.08;12.05;10.88;19.98;11.89;2.75;17.03;5.45;6.66;8.88;13.18;10.37;8.35;11.01;2.74;7.1;7.36;4.72;4.18;4.09;2.03;2.53;2.7;3.91;5.38
NO2;uur;µg/m³;20230401 04:00;20230401 05:00;2.28;5.63;1.57;3.63;2.63;6.19;6.55;7.53;8.8;8.22;7.82;7.19;6.4;4.97;6.3;4.18;7.07;;11.26;14.69;3.94;9.07;9.23;12.22;7.19;2.43;29.91;6.32;7.47;10.29;9.56;12.54;8.97;8.54;3.37;8.03;5.61;3.62;4.73;4.79;1.75;3.06;3;6.18;3.85
NO2;uur;µg/m³;20230401 05:00;20230401 06:00;2.93;6.96;2.57;2.88;1.92;5.33;4.91;7.54;9.12;9.72;8.84;7.58;7.31;7.22;8.25;5.22;13.78;;25.62;17.7;8.35;14.78;12.72;15.12;13.08;2.64;33.35;5.14;11.27;7.64;10.5;12.07;7.62;5.11;3.79;8.64;8.84;5.85;6.05;4.4;2.12;4.42;3.66;6.52;3.6
NO2;uur;µg/m³;20230401 06:00;20230401 07:00;4.27;5.95;3.97;3.85;2.29;5.99;9.02;7.65;8.89;14.07;12.76;14.89;7.37;11.51;9.09;5;13.3;;23.28;13.55;9.75;13.24;14.03;16.24;12.57;3.08;22.76;6.45;10.49;8.46;9.02;13.22;8.97;4.64;3.74;8.75;13;10.46;5.17;4.98;2.68;3.7;3.46;7.87;4.05
NO2;uur;µg/m³;20230401 07:00;20230401 08:00;5.4;8.08;4.65;4.27;2.88;9.68;9.47;10.74;11.43;23.86;21.62;13.81;6.72;10.38;11.25;6.77;9.45;;22.76;17.48;14.66;13.81;12.59;16.61;11.44;4.13;29.82;3.85;7.52;10.48;13.62;;10.57;6.37;5.72;9.85;15.16;10;6.58;3.01;3.16;3.6;3.9;12.39;5
NO2;uur;µg/m³;20230401 08:00;20230401 09:00;7.67;9.67;4.95;5.84;4.43;14.92;11.94;12.95;13.85;26.95;22.19;17.8;8.51;8.27;8.22;6.68;8.57;;24.42;16.69;12.22;13.03;10.36;19.88;8.75;5.14;38.21;2.01;7.54;13.37;17.16;;11.93;9.45;6.96;6.19;15.95;11.44;5.98;2.95;3.78;4.62;6.41;13.59;5.53
NO2;uur;µg/m³;20230401 09:00;20230401 10:00;9.57;8.63;5.37;7.61;5.61;13.43;8.45;14.03;16.22;26.86;20.77;13.23;7.95;10.22;4.49;5.97;10.02;;23.64;18.64;8.35;17.47;12.64;15.56;10.25;8.32;37.02;2.66;9.87;13.28;15.05;;11.32;9.83;6.5;4.69;21.54;16;5.49;3.68;3.36;3.48;5.49;14.02;5.4
NO2;uur;µg/m³;20230401 10:00;20230401 11:00;11.53;11.18;6.29;8.79;9.49;11.87;5.47;15.19;15.51;21.4;16;8.13;8.02;11.67;4.25;5.17;8.43;;21.67;15.83;7.6;15.37;11.53;12.61;9.65;7.42;35.04;3.57;11.77;12.98;14.94;;12.02;9.07;6.35;5.81;23.07;16.76;5.01;6.96;4.65;3.88;4.95;11.56;5.58
NO2;uur;µg/m³;20230401 11:00;20230401 12:00;13.17;11.68;6.48;9.36;7.42;10.25;6.04;14.55;14.66;19.74;13.77;10.54;8.2;9.17;5.35;4.63;11.14;;20.12;15.57;11.77;18.81;14.37;16.59;12.58;6.2;36.88;3.23;18.04;11.79;14.86;;9.91;8.23;6.38;4.23;26.85;17.98;4.55;5.36;6.65;4.14;3.95;11.35;4.51
NO2;uur;µg/m³;20230401 12:00;20230401 13:00;12.65;13.84;7.17;10.23;7.95;10.06;7.74;13.23;14.31;23.16;16.22;8.64;6.98;9.28;5.99;3.39;13.07;;24.23;17.11;8.99;21.29;16.88;17.74;15.75;3.91;29.57;3.53;15.6;7.79;13.04;;7.03;8.94;5.53;5.43;20.97;14.07;5.29;4.07;4.9;4.91;4.06;10.96;4.09
NO2;uur;µg/m³;20230401 13:00;20230401 14:00;12.72;14;6.96;9.68;7.8;10.09;7.4;12.83;15.67;19.18;12.6;7.58;5.71;11.54;3.71;4.84;12.05;;24.05;19.63;5.14;20.55;15.35;18.91;13.23;3.76;26.66;3.7;10.78;4.99;10.09;;5.14;9.8;5.17;5.94;20.44;11.38;4.48;6.69;4.19;5.26;3.97;13.45;4.48
NO2;uur;µg/m³;20230401 14:00;20230401 15:00;13.2;13.11;5.65;9.37;6.84;8.99;5.65;15.14;15.06;19.82;14.34;9.19;5.44;11.77;7.22;4.15;10.02;;25.77;20.21;4.12;14.86;10.78;15.9;10.53;4.04;16.17;4.64;6.74;5.18;9.95;6.5;5.47;10;6.11;6.67;24.45;12.79;5.38;4.96;4.03;4.98;3.91;11.83;4.5
NO2;uur;µg/m³;20230401 15:00;20230401 16:00;12.18;15.3;6.6;9.96;7.61;12.7;7.69;15.6;16.73;24.62;20.31;16.34;6.58;14.32;7.1;4.63;8.03;;15.5;18.53;4.73;16.61;9.36;13.59;8.87;4.77;8;5.09;6.63;7.09;12.1;6.8;7.47;6.93;6.79;7.27;32.64;13.22;7.14;5.02;4.37;5.07;3.32;13.47;4.23
NO2;uur;µg/m³;20230401 16:00;20230401 17:00;11.06;15.49;6.59;9.79;7.59;18.31;8.71;21.5;19.2;29.2;25.56;17.28;7.9;13.79;10.32;7.1;6.62;;12.58;16.62;6.8;12.26;9.39;12.46;9.29;5.63;8.21;5.14;6.11;7.61;12.27;7.71;8.59;6.63;6.23;6.91;49;28.11;6.74;4.53;4.18;5.24;3.39;10.27;3.88
NO2;uur;µg/m³;20230401 17:00;20230401 18:00;12.21;16.8;6.25;9.19;7.15;18.43;15.1;22.22;22.64;16.54;19.44;19.08;12.78;12.16;11.08;8.58;6.47;;18;12.28;5.78;14.9;11.99;14.59;8.72;4.43;9.15;4.86;5.68;8.04;12.21;8.42;9.14;7.1;6.57;6.94;33.73;19.06;6.18;4.63;4.12;5.32;3.64;10.51;4
NO2;uur;µg/m³;20230401 18:00;20230401 19:00;10.08;14.92;6.25;8.78;7.2;14.53;14.92;23.37;22.79;10.61;9.83;13.97;15.89;10.1;4.14;9.57;9.36;;16.75;9.15;5.67;18.41;11.36;15.16;13.6;4.38;8.73;4.85;5.69;7.25;10.15;8.9;7.94;6.9;5.97;6.26;22.86;13.91;6.05;4.58;3.5;4.79;3.93;11.39;4.38
NO2;uur;µg/m³;20230401 19:00;20230401 20:00;13.08;7.01;8.29;10.17;8.94;9.06;13.27;15.39;15.43;9;7.75;7.29;12.27;8.61;5.17;6.47;7.96;;11.22;8.65;4.64;12.88;10.84;12.87;10.81;4.34;7.93;4.75;5.16;6.86;8.1;7.42;7.11;6.64;4.9;5.59;14.64;11.1;6.16;4.43;3.38;4.33;2.95;10.05;4.09
NO2;uur;µg/m³;20230401 20:00;20230401 21:00;13.22;6.03;8.99;11.35;10.14;12.54;11.52;11.91;9.69;6.47;7.96;6.22;8.14;6.74;8.45;7.32;6.57;;7.65;7.66;4.36;11.31;9.66;12.69;11.72;4.35;8.22;4.21;4.28;5.94;8.26;6.01;6.54;6.81;3.6;4.89;16.11;11.51;5.6;3.81;3.6;3.91;3.27;8.98;3.38
NO2;uur;µg/m³;20230401 21:00;20230401 22:00;9.75;4.93;10.03;12.83;10.67;12.45;5.62;8.53;7.96;6.55;7.67;5.26;7.22;6.02;9.73;15.53;7.95;;6.68;7.34;4;10.4;9.78;14.15;14.84;3.73;7.41;3.61;4.23;5.48;7.56;5.88;6.08;5.21;2.94;4.73;14.14;9.02;5.37;3.55;2.91;3.74;2.95;11.01;3.27
NO2;uur;µg/m³;20230401 22:00;20230401 23:00;6.24;4.44;6.32;9.38;6.23;14.09;5.25;7.97;9.91;5.67;6.92;5.65;6.21;5.63;9.29;15.26;5.63;;5.62;6.46;3.61;9.17;9.34;10.51;11.03;3.29;7.15;3.1;3.77;5.03;6.85;5.03;5.46;4.69;2.38;4.15;13.88;7.43;5.2;3.63;2.81;3.49;2.61;7.45;3.2
NO2;uur;µg/m³;20230401 23:00;20230402 00:00;4.19;3.93;4.77;5.98;4.57;10.46;5.01;6.38;7;4.82;6.13;4.38;5.96;5.11;5.73;9.31;5.55;;4.82;6.09;3.1;10.17;7.54;8.55;11.89;3.45;6.41;2.98;3.28;4.19;6.02;5.99;4.47;4.09;2.1;3.87;11.28;7.14;4.9;2.98;2.71;3.29;2.8;8.49;2.83
NO2;uur;µg/m³;20230402 00:00;20230402 01:00;4.39;3.99;3.86;4.48;4.06;7.59;3.97;5.5;5.83;4.88;6.12;5.34;5.09;4.95;6.85;10.9;4.95;;4.42;5.09;2.76;6.41;8.38;5.71;8.03;2.94;5.27;2.71;3.09;3.47;4.79;4.7;3.98;3.39;2.32;3.94;7.04;5.33;4.78;2.83;2.72;2.72;3.43;7.5;2.75
NO2;uur;µg/m³;20230402 01:00;20230402 02:00;3.27;4.03;3.23;4.43;3.64;6.25;4.21;4.42;5.05;4.12;4.8;4.62;4.29;4.26;6.51;9.84;4.28;;3.37;6.89;1.98;6.35;6.38;6.16;7.82;2.74;4.09;2.57;2.57;2.78;4.31;4.48;3.39;3.22;2.28;3.73;13.22;7.1;4.43;2.53;2.43;2.93;3.57;7.07;3.07
NO2;uur;µg/m³;20230402 02:00;20230402 03:00;3.12;3.6;2.79;3.94;3.04;7.95;4.36;3.54;4.38;4.1;4.08;4.49;3.46;3.97;6.59;10.53;3.68;;2.81;5.42;1.98;5.1;5.9;4.88;6.44;2.45;4.1;2.37;2.37;2.5;3.72;3.69;3.22;2.9;2.1;3.52;9.58;4.92;4.11;2.39;2.46;2.86;3.61;6.91;2.66
NO2;uur;µg/m³;20230402 03:00;20230402 04:00;3.26;2.98;2.54;4.07;3.12;6.83;4.47;3.7;4.47;3.75;3.89;4.19;3.07;3.8;6.11;9.2;4.19;;2.54;3.91;2.12;6.51;4.53;4.01;6.56;2.36;4.09;2.21;2.06;2.15;4.12;3.02;2.9;2.67;2;3.53;11.23;5;3.91;2.43;2.66;2.89;3.34;6.18;2.69
NO2;uur;µg/m³;20230402 04:00;20230402 05:00;3.1;3.86;3.26;6.01;5.27;4.85;3.83;2.75;5.6;3.75;4.05;3.89;3.05;3.78;5.45;8.89;4.55;;2.22;3.66;2.08;4.95;4.37;3.97;6.74;2.52;3.05;2.16;2.08;2.08;3.68;3.65;2.81;2.43;2.07;3.35;8.02;4;4.13;2.57;2.54;2.9;3.1;6.18;2.33
NO2;uur;µg/m³;20230402 05:00;20230402 06:00;3.2;2.85;3.55;7.11;6.22;8.01;4.97;3.06;3.7;3.38;3.26;3.89;2.81;3.45;4.74;10.86;4.17;;1.99;3.06;1.66;5.2;3.49;4.96;5.9;2.29;3.02;2.35;1.89;2.18;3.49;4;3;2.58;2.26;3.27;5.59;3.37;3.89;2.27;2.66;2.47;3.51;4.91;2.44
NO2;uur;µg/m³;20230402 06:00;20230402 07:00;;;;6.79;;;4.13;;4.62;;4.26;;3.13;;4.38;8.31;;;;;3.26;;3.88;;7.14;2.29;4.79;;2.44;3.6;;4.24;;2.72;;;;;3.57;2.3;;;;;4.22
NO2;uur;µg/m³;20230402 07:00;20230402 08:00;3.81;3.56;;6.56;5.22;8.34;2.97;4.05;5.65;4.15;3.7;4.67;3.79;4.04;6;8.93;5.46;;3.2;4.27;3.06;6.3;4.18;5.56;7.58;2.25;4.08;2.5;2.3;3.49;4.11;4.06;4.2;2.75;1.94;3.57;10.05;;3.39;2.35;2.31;2.67;3.07;11.27;4.82
NO2;uur;µg/m³;20230402 08:00;20230402 09:00;5.12;3.11;6.01;7.74;6.13;4.44;3.5;4.26;5.77;4.13;3.87;5.65;4.39;4.31;6.48;4.69;5.63;;3.43;4.77;3.29;8.13;4.06;6.36;10.69;1.63;4.7;2.27;2.25;3.54;5.26;4.42;4.42;3.39;1.96;3.96;7.39;4.89;2.73;2.09;2.02;2.2;3.28;9.05;3.73
NO2;uur;µg/m³;20230402 09:00;20230402 10:00;6.31;2.97;6.29;11.08;7.73;8.63;4.79;5.35;7.01;4.5;4.48;7.93;4.74;4.57;8.48;7.32;6.44;;3.11;5.4;3.04;8.24;4.49;8.16;13.15;2.03;5.22;2.05;2.44;3.16;5.28;3.69;4.3;2.84;2.14;3.53;14.25;7.22;2.97;1.88;2.03;2.28;2.65;5.78;2.95
NO2;uur;µg/m³;20230402 10:00;20230402 11:00;7.82;2.46;7.22;12.71;8.45;9.03;3.67;5.27;6.53;4.5;3.75;7.18;4.21;4.77;8.77;6.03;6.18;;2.95;5.51;3.72;9.33;3.81;7.36;14.67;2.5;5.27;2.13;2.37;3;6.83;3.14;4.45;2.81;1.92;3.13;10.67;7.94;2.97;1.85;2.45;2.15;1.85;8.86;2.39
NO2;uur;µg/m³;20230402 11:00;20230402 12:00;9.41;2.2;7.95;13.85;8.33;7.99;3.85;6.18;7.61;4.4;4.15;6.27;4.53;4.68;9.19;6.14;6.04;;2.67;6.3;2.79;11.6;4.21;6.69;18.46;2.1;5.31;1.95;1.97;2.78;6.15;2.89;3.74;2.9;1.81;3.01;11.52;5.69;2.54;1.91;2.29;2.33;2.25;10.84;2.19
NO2;uur;µg/m³;20230402 12:00;20230402 13:00;8.52;2.18;9.01;14.61;9.54;9.55;3.96;8.13;9.03;3.61;4.02;7.93;4.67;4.75;6.02;7.04;6.56;;2.91;5.55;2.51;11.03;3.58;5.89;19.38;1.79;6.13;1.9;1.9;2.44;5.88;2.36;3.83;2.66;2.04;2.83;11.99;5.62;2.44;2.08;1.78;2.31;2.28;9.52;1.62
NO2;uur;µg/m³;20230402 13:00;20230402 14:00;9.78;1.83;10.36;16.82;9.53;10.48;3.67;7.21;8.1;3.21;3.25;7.08;4.37;4.7;4.94;5.57;5.31;;2.83;4.77;3.07;9.69;3.53;6.94;19.05;1.77;5.64;1.95;1.72;2.37;6.27;2.62;3.85;2.55;1.7;2.91;10.56;4.55;2.46;1.91;1.9;2.19;1.91;9.55;2.08
NO2;uur;µg/m³;20230402 14:00;20230402 15:00;8.33;1.41;9.53;14.47;9.09;3.2;3.29;7.86;7.77;3.33;3.27;6.05;3.88;4.75;5.01;4.95;5.28;;2.55;5.25;3.18;9.63;3.99;7.15;18.53;1.96;6.17;1.98;1.74;2.53;5.72;2.89;3.88;2.87;1.69;2.98;9.89;4.61;2.39;1.92;1.98;2.27;2.14;9.98;2.52
NO2;uur;µg/m³;20230402 15:00;20230402 16:00;8.54;1.5;9.65;16.95;9.38;3.85;2.82;7.23;9.28;4.34;4.16;5.48;3.51;4.45;4.89;5.5;5.45;;2.77;4.32;3.42;13.1;3.63;5.83;22.3;1.98;5.68;2.08;1.87;2.39;7.41;2.75;3.98;2.48;1.74;3;13.03;7.38;2.68;2.25;2.12;1.79;2.18;8.96;2.37
NO2;uur;µg/m³;20230402 16:00;20230402 17:00;8.15;1.86;8.77;14.1;7.69;2.85;2.97;8.21;7.97;4.48;4.09;5.06;3.34;5.08;5.25;6.92;6.18;;3.07;4.08;3.11;13.49;4.04;7.49;19.51;2.08;5.95;2.21;1.95;2.5;8.37;2.62;4.54;2.7;1.88;3.07;10.6;5.23;3.13;2.45;2.51;1.77;1.93;10.3;1.83
NO2;uur;µg/m³;20230402 17:00;20230402 18:00;9.58;2.33;8.39;11.33;6.2;3.66;3.35;8.8;7.09;4.97;4.12;5.84;3.47;5.89;5.42;9.14;7.53;;3.83;3.66;3.61;13.65;4.68;9.02;25.83;2.4;7.12;2.42;2.21;2.99;8.91;3.33;5;3.28;2.04;3.68;12.4;7.11;3.91;2.44;2.42;1.83;1.88;11;1.42
NO2;uur;µg/m³;20230402 18:00;20230402 19:00;10.52;2.22;8.82;15.69;7.54;3.62;3.68;9.81;9.34;7.56;5.37;5.68;4.09;6.83;5.43;8.88;8.54;;4.4;4.49;3.37;14.82;5.89;10.38;30.37;2.73;7.09;2.76;3.02;4.7;9.16;3.63;6.58;3.86;2.38;3.91;20.96;9.98;3.85;4.56;2.15;2.71;2.1;10.37;1.84
NO2;uur;µg/m³;20230402 19:00;20230402 20:00;11.4;2.87;10.24;13.93;9.08;4.19;3.44;9.13;10.99;13.7;8.56;6.64;5.97;6.45;4.85;14.47;9.01;;8.71;9.07;2.95;14.48;11.82;15.96;25.57;2.09;8.83;2.8;3.42;8.47;12.34;11.02;8.71;5.41;3.19;5.47;29.48;12.18;4.93;3.07;2.49;3.07;2.38;12.82;1.73
NO2;uur;µg/m³;20230402 20:00;20230402 21:00;10.37;10.96;11.79;11.39;8.28;7.39;3.6;13.21;16.58;27.03;13.94;10.99;8.56;11.23;7.73;14.69;11.26;;8.42;18.54;3.74;16.41;15.4;26.21;23.07;2.17;8.87;2.97;4.99;11.47;16.67;17.81;13.94;6.46;5.19;6.19;54.32;31.48;4.49;2.83;2.26;2.9;1.96;13.09;2.2
NO2;uur;µg/m³;20230402 21:00;20230402 22:00;12.93;11.74;7.94;14.57;7.13;14.1;3.97;19.92;22.66;25.98;19.44;13.52;15.26;24.52;9.05;21.79;11.68;;9.11;13;2.86;14.99;17.85;30.37;20.57;2.22;7.69;2.85;6.07;9.9;11.47;9.2;11.24;6.22;8.34;6.04;54.51;43.82;4.79;2.9;2.25;3.4;2.59;10.73;3.09
NO2;uur;µg/m³;20230402 22:00;20230402 23:00;12.92;15.65;6.14;11.06;6.96;16.55;4.51;28.47;19.08;19.13;16.6;18.28;22.24;20.38;15.41;19.14;10.35;;8.39;12.48;3.33;17.61;15.37;25.88;18.7;2.29;7.12;2.57;3.88;6.33;10.1;7.67;6.65;6.76;5.71;5.28;33.41;29.45;5.22;2.97;2.4;4.57;4.32;11.7;4.01
