Export;EXP-2023-01 (20230814 17:54);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20230601 01:00;20230601 02:00;6.27;5.87;6.73;7.18;6.6;7.76;6.08;6.35;6.22;4.32;4.75;4.7;7.89;6.41;7.9;8.63;3.33;5.45;4.02;3.25;1.33;4.87;5.11;4.07;6.26;1.77;2.08;1.45;1.14;2.46;2.73;2.35;2.56;3;2.94;2.41;8.44;7.32;2.38;1.35;0.63;1.74;0.94;1.85;0.8
NO2;uur;µg/m³;20230601 02:00;20230601 03:00;5.65;4.85;7.2;7.86;6.59;4.93;3.77;5.9;5.66;3.93;4.3;4.34;6.21;5.83;5.52;9.1;2.73;5.58;2.74;4.04;0.99;3.89;3.5;3.93;5.45;1.62;1.49;1.47;1.1;1.81;2.25;1.57;2.11;2.02;1.92;1.84;14.2;11.35;2.64;1.21;1;2.24;1.32;2;1.03
NO2;uur;µg/m³;20230601 03:00;20230601 04:00;6.3;3.74;7.05;7.99;6.02;5.91;3.81;6.37;6.48;3.96;3.66;3.92;6.22;3.88;5.45;5.55;3.1;2.8;3.33;3.56;1.02;4.31;3.62;4.56;8.04;2.03;1.51;1.22;0.88;1.8;2.57;1.66;2.01;2.11;2.15;1.53;7.15;5.92;1.88;0.98;0.94;2.46;1.31;1.8;1.13
NO2;uur;µg/m³;20230601 04:00;20230601 05:00;5.78;3.48;8.41;10.4;5.73;4.62;4.23;5.91;6.42;3.9;3.79;6.21;5.29;3.75;5.18;4.38;3.36;2.51;3.84;4.48;1.14;7.59;4.76;13.22;19.77;1.28;2.05;0.89;0.89;2.43;2.56;1.58;2.35;2.44;1.98;2.5;11.34;6.3;1.35;1.07;0.92;3.33;0.95;3.21;1.37
NO2;uur;µg/m³;20230601 05:00;20230601 06:00;7.13;3.91;8.91;12.81;6.52;4.54;4.06;7;8.35;4.27;4.52;7.53;4.55;5.82;7.34;3.58;3.78;5.84;4.96;7.45;1.6;11.84;6.42;21.82;38.34;1.73;9.95;1.06;1.49;4;6.89;2.84;4.35;2.37;2.15;2.17;15.53;6.95;1.51;1.68;1.48;2.92;1.63;8.81;1.64
NO2;uur;µg/m³;20230601 06:00;20230601 07:00;6.64;5.53;9.24;18.37;8.78;4.26;3.81;8.11;13.6;7.76;5.75;10.01;6.11;4.97;9.76;4.02;5.68;14.87;6.03;7.37;1.85;15.19;7.78;24.9;31.08;1.98;27.92;1.65;2.34;5.58;9.32;2.91;6.34;3.41;2.62;1.99;28.95;10.75;1.54;3.28;1.13;2.46;1.01;20.1;1.88
NO2;uur;µg/m³;20230601 07:00;20230601 08:00;5.78;5.23;8.78;19.65;8.06;5.67;4.68;9.48;17.37;7.46;6.8;8.77;7.33;5.54;11.92;4.98;7.94;18.61;12.06;9.26;4.27;18.78;10.79;23.93;23.65;2.27;20.87;1.58;2.06;6.38;11.03;2.52;7.54;4.87;3.09;2.73;31.55;10.09;2.16;1.39;2.1;4.16;2.39;25.52;3.53
NO2;uur;µg/m³;20230601 08:00;20230601 09:00;6.93;5.13;6.91;16.48;7.1;6.89;5.16;9.55;11.94;8.7;7.51;9.85;7.54;4.3;10.58;6.34;7.22;14.94;5.77;9.17;4.8;13.91;8.29;22.17;22.44;2;25.53;1.79;2.6;3.83;6.8;2.47;5.5;4.99;3.24;2.43;24.45;8.64;1.86;2.09;1.64;4.03;1.65;22.88;3.02
NO2;uur;µg/m³;20230601 09:00;20230601 10:00;6.1;5.95;6.39;14.06;5.93;5.61;5.25;8.75;11.4;6.62;7.18;6.62;7.07;4.41;9.9;7.65;6.07;20.04;5.26;4.2;3.88;13.92;6.61;20.41;19.37;2.6;18.32;1.68;2.94;3.11;9.13;2.9;3.42;6.07;3.13;2.14;23.1;8.22;1.92;2.51;2.54;4.14;1.17;20.73;1.68
NO2;uur;µg/m³;20230601 10:00;20230601 11:00;5.48;4.78;6.17;12.1;4.77;4.78;6.91;9.46;11.62;8.89;6.64;5.01;6.38;4.6;8.87;8.31;4.99;14.24;6.3;3.84;2.89;11.78;5.36;17.05;7.57;3.55;19.65;1.82;2.83;2.46;6.19;3.32;2.81;2.09;3.1;2.28;23.75;7.17;2.14;2.71;1.78;4;0.91;21.51;1.62
NO2;uur;µg/m³;20230601 11:00;20230601 12:00;4.89;4.04;6.38;14.36;4.16;4.11;7.85;9.69;12.03;8.96;4.69;4.54;5.75;5.19;7.62;11.9;2.64;12.93;7.51;3.85;1.28;8.94;4.99;13.86;6.48;2.14;22.26;1.66;2.95;3.29;5.8;4.04;2.66;2.06;2.94;3.19;22.63;5.95;1.8;2.44;1.51;2.64;1.83;17.94;2.24
NO2;uur;µg/m³;20230601 12:00;20230601 13:00;5.12;7.43;4.43;12.73;5.03;3.33;4.92;9.53;11.02;6.58;3.63;5.01;4.88;6.78;5.5;8.86;2.16;11.68;8.11;3.68;2.23;6.6;4.51;12.92;4.93;1.65;19.72;1.93;3.25;2.97;5.5;4.23;2.23;2.35;2.2;2.96;23.56;5.56;2.31;1.59;1.23;2.61;1.55;15.08;1.86
NO2;uur;µg/m³;20230601 13:00;20230601 14:00;4.19;7.31;4.49;15.76;4.09;2.51;4.48;12.61;14.19;5.69;3.54;6.59;4;5.6;4.15;3.28;3.06;7.97;8.08;4.78;0.78;10.65;4.67;11.37;5.19;1.57;17.35;1.51;3.94;3.92;7.61;5.05;3.46;4.09;1.85;3.17;23.16;6.11;4.39;2.42;1.26;2.07;1.84;20.83;1.77
NO2;uur;µg/m³;20230601 14:00;20230601 15:00;3.74;5.75;4.17;15.91;3.57;3.63;6.75;10.51;11.78;6.42;4.55;6.62;3.52;4.96;4.67;4.34;2.31;8.14;7.26;5.73;0.67;7.78;4.37;11.99;4.57;2.12;22.24;1.75;4.35;3.43;6.87;3;3.49;4.82;2.51;2.95;25.33;8.81;1.8;2.54;1.39;2.02;1.69;18.95;1.39
NO2;uur;µg/m³;20230601 15:00;20230601 16:00;3.98;5.38;3.88;17.56;3.71;3.64;6.27;10.33;16.03;8.19;4.88;6.32;3.56;6.21;4.85;2.85;2.82;11.31;7.56;6.89;0.81;7.06;5.4;12.39;5.6;1.93;11.16;1.72;5.26;3.68;7.59;7.98;3.24;4.54;2.88;4.34;16.66;7.31;2.26;2.56;1.23;2.33;1.06;14.87;1.56
NO2;uur;µg/m³;20230601 16:00;20230601 17:00;5.01;5.59;4.16;17.71;3.69;4.19;6.71;9.61;14.67;8.51;6.43;5.84;3.82;6.02;4.14;3.67;3.22;9.68;6.41;9.07;0.97;8.85;5.25;12.45;5.38;1.42;10.73;1.84;4.29;3.42;6.92;9.52;3.2;5.84;2.33;4.96;23.15;6.17;2.25;2.03;0.8;2.01;1.34;16.07;1.81
NO2;uur;µg/m³;20230601 17:00;20230601 18:00;4.31;4.01;4.12;17.24;3.68;4.92;6.53;8.79;10.06;7.41;6.8;6.89;3.77;5.54;3.61;1.71;3.33;8.27;6.5;10.29;1.13;8.94;5.8;9.82;7.13;1.69;7.15;1.79;4;3.23;7.38;5.36;3.56;5.3;2.65;3.07;21.21;6.78;3.17;2.11;0.87;1.87;1.05;15.54;1.31
NO2;uur;µg/m³;20230601 18:00;20230601 19:00;4.83;4.71;4.27;11.52;4.48;4.49;6.2;7.49;7.73;6.48;6.48;6.68;3.79;7.52;5.81;1.76;2.83;7.77;7.51;8.34;1.85;10.07;5.07;11.37;5.44;1.62;3.78;1.42;3.22;2.36;6.61;9.45;2.94;5.12;2.59;3.31;21.28;6.61;2.04;2.78;0.88;2.3;0.71;12.19;1.4
NO2;uur;µg/m³;20230601 19:00;20230601 20:00;4.84;4.73;5.35;10.33;5.11;4.36;6.72;7.93;8.03;5.52;5.57;7.41;4.15;5.46;7.25;4.35;2.48;8.06;8.11;6.98;1.65;8.2;4.69;8.8;4.87;1.91;3.88;2.17;2.47;2.4;6.67;8.16;2.89;3.41;2.7;2.9;21.83;7.71;2.07;1.75;0.96;1.88;0.79;12.64;1.11
NO2;uur;µg/m³;20230601 20:00;20230601 21:00;5.27;4.75;5.7;11.15;5.35;3.93;6.92;10.11;10.94;4.84;4.71;7.18;4.64;6.05;4.33;6.24;2.77;8.39;7.01;4.92;4.34;9.09;4.6;9.01;5.79;2.28;3.45;1.51;2.4;2.46;5.35;11.48;2.96;2.7;2.94;2.08;21.66;6.96;1.26;1.3;0.98;1.95;0.96;11.02;1.41
NO2;uur;µg/m³;20230601 21:00;20230601 22:00;4.67;6.03;6.01;7.45;4.52;3.42;6.91;7.46;6.66;3.4;3.66;4.95;4.09;4.01;3.95;6;3.13;7.21;6;3.97;3.28;7.56;5.59;8.77;6.29;1.8;2.88;1.34;1.76;1.98;5.94;6.65;2.79;2.46;2.35;2.07;22.04;6.76;1.39;1.14;1.27;2.43;0.77;10.58;1.37
NO2;uur;µg/m³;20230601 22:00;20230601 23:00;4.44;5.47;6.02;8.14;4.56;2.85;5.54;4.28;4.63;3.02;3.49;3.84;3.75;3.51;3.36;5.72;4.52;5.61;5.22;2.88;3.1;10.27;4.84;8.59;9.99;1.93;3.18;1.14;1.72;2.53;5.74;3.85;3.81;1.94;1.76;1.96;17.5;7.4;0.77;1.02;0.71;2;1.06;7.78;0.93
NO2;uur;µg/m³;20230601 23:00;20230602 00:00;5.27;4.14;5.07;6.36;4.2;3.34;4.19;3.3;3.25;3.77;3.72;2.76;3.48;3.17;3.25;3.99;4.69;5.13;5.26;2.47;4.51;7.44;5.14;5.63;9.21;2.04;3.15;1.39;1.92;2.35;3.12;7.34;2.69;1.67;1.49;1.78;14.23;6.55;0.77;0.95;0.85;2.03;0.95;7.2;0.95
NO2;uur;µg/m³;20230602 00:00;20230602 01:00;3.05;4.26;5.32;5.95;3.98;2.13;2.79;3.08;2.55;2.76;2.39;3;;4.65;3.9;8.95;3.35;5.65;3.57;2.86;1.73;6.32;4.13;5.19;5.31;1.53;2.44;1.2;1.78;1.55;4.32;8;2.21;2.59;1.78;2.02;10.27;6.15;1.47;0.87;0.91;1.55;0.62;2.24;1.05
NO2;uur;µg/m³;20230602 01:00;20230602 02:00;4.12;2.76;3.21;3.03;2.44;2.8;3.1;2.83;2.84;1.94;1.82;3.08;;3.25;2.82;9.28;2.63;4.48;3.51;2.97;1.94;3.26;3.07;4.22;3.84;1.55;1.62;0.88;1.81;1.19;2.25;6.74;1.68;2.05;1.72;1.73;6.17;3.31;1.28;0.64;0.99;2.16;0.72;3.5;1.14
NO2;uur;µg/m³;20230602 02:00;20230602 03:00;4.15;3.22;2.26;2.76;2.32;2.28;3.22;2.29;2.6;2.92;2.15;2.48;;3.79;3;6.98;2.94;3.77;4.39;2.69;3.55;3.67;4.46;3.97;3.77;1.48;2.46;0.66;1.72;0.98;1.89;7.18;1.58;1.62;1.66;1.33;7.29;4.18;1.36;0.68;0.91;3.29;1.04;3.45;1.4
NO2;uur;µg/m³;20230602 03:00;20230602 04:00;2.61;4.68;2.08;3.67;2.75;2.64;2.31;2.51;2.3;2.75;1.64;2.38;;2.91;3.39;5.06;3.31;4.47;3.2;2.6;2.91;4.42;4.81;4.46;6.18;1.59;2.04;0.83;2.06;1.02;2;8.39;1.57;1.71;1.52;1.12;4.55;2.64;1.25;0.28;0.93;3.51;1.16;2.23;1.2
NO2;uur;µg/m³;20230602 04:00;20230602 05:00;3.46;2.57;2.35;6.07;2.19;1.32;2.32;3.12;3.61;3.16;1.98;2.99;;3.21;3.89;5.14;3.89;2.7;3.86;3.77;3.39;5.96;5.21;16.35;21.03;1.26;2.91;1.29;2.07;1.8;2.45;21.51;2.87;2.3;1.72;3.35;8.92;2.14;1.28;0.9;1.15;3.86;1.83;5.48;1.78
NO2;uur;µg/m³;20230602 05:00;20230602 06:00;2.72;4.98;2.83;8.68;2.41;4.36;2.68;6.23;8.17;6.07;2.51;3.31;;4.16;5.09;5.45;5.27;5.07;5.33;8.73;3.35;12.84;7.49;20.49;32.34;1.44;7.03;0.93;2.08;5.81;5.97;37.32;5.73;4.15;1.9;2.71;17.29;5.15;2.44;1.86;1.27;4.16;1.61;17.59;2.51
NO2;uur;µg/m³;20230602 06:00;20230602 07:00;4.38;5.47;2.97;16.35;2.32;4.1;2.91;7.39;11.38;7.04;5.18;4.19;;4.98;6.99;5.12;7.58;18.87;6.21;10.22;5.05;17.85;7.05;34.55;35.78;1.73;19.02;1.26;2.5;8.58;9.34;23.95;8.89;5.36;3.14;2.83;27.65;7.35;2.07;2.2;1.67;3.55;1.62;36.84;2.79
NO2;uur;µg/m³;20230602 07:00;20230602 08:00;3.99;4.15;3.59;16.96;2.91;3.39;4.16;9.96;12.59;8.07;5.56;3.84;;4.26;7.2;4.72;9.59;15.23;6.71;10.04;4.96;22.92;7.88;22.87;29.16;1.87;25.63;1.39;3.98;8.15;9.05;20.18;6.51;6.02;3.46;2.28;37.39;9.71;1.98;2.02;1.91;3.75;2.54;25.83;2.73
NO2;uur;µg/m³;20230602 08:00;20230602 09:00;4.05;3.98;2.72;13.53;2.84;3.4;5.59;9.34;11.4;9.27;6.3;4.64;;3.49;7.25;5.35;7.88;15.97;6.16;9.17;3.39;15.92;8.25;18.93;18.51;1.6;29.87;1.6;4.86;4.25;8.56;3.02;5.59;5;4.02;3.11;28.83;7.81;2.5;2.05;2.19;3.68;4.46;21.55;4.01
NO2;uur;µg/m³;20230602 09:00;20230602 10:00;3.1;3.11;3.01;14.66;3.5;5.25;6.44;10.24;8;7.04;5.56;4.89;;7.93;6.89;5.64;6.72;14.37;5.17;5.73;4.17;14.72;11.17;19.89;23.4;1.9;15.97;1.92;3.28;4.76;10.43;2.04;4.66;3.75;4.22;2.71;22.22;8.03;2.68;2.44;2.08;2.79;2.53;19.54;4.72
NO2;uur;µg/m³;20230602 10:00;20230602 11:00;3.81;4.39;2.58;11.57;2.94;3.68;6.04;9.58;8.66;7.1;4.09;5.36;;4.93;5.02;7.36;5.94;13.94;5.08;5.12;2.9;16.08;7.52;18.56;19.43;1.7;22.35;1.96;1.84;4.5;10.87;2.61;4.99;3.09;3.8;3.37;24.1;7.33;4.22;2.39;3.88;2.06;1.75;16.26;3.72
NO2;uur;µg/m³;20230602 11:00;20230602 12:00;3.02;3.9;2.79;12.63;2.87;3.54;4.56;9.07;8.59;5.6;3.79;5.91;;6.12;9.55;8.15;5.79;11.18;5.9;3.82;2.2;14.98;7.06;23.31;20.02;1.91;24.55;2.33;1.77;4.63;7.67;2.39;4.34;3.46;3.78;3.97;21.97;7.32;3.76;2.19;4.34;2.93;1.74;13.63;2.08
NO2;uur;µg/m³;20230602 12:00;20230602 13:00;2.75;3.67;2.39;10.89;3.15;3.22;3.33;7.31;7.81;6.52;3.32;6.54;;6.52;6.67;7.68;4.46;14.27;7.09;4.33;2.7;17.45;7.45;21.4;13.83;1.65;30.13;2.31;1.83;4.25;8.67;2.76;4.43;3.39;3.53;3.77;19.15;6.21;4.94;3.25;1.56;2.07;1.63;15.64;2.35
NO2;uur;µg/m³;20230602 13:00;20230602 14:00;3.93;3.89;2.41;11.36;3.76;3.93;3.06;8.29;8.25;8.24;4.01;7.47;;7.44;7.16;5.98;4.26;9.41;3.75;4.29;3.52;19.82;8.86;22.71;10.48;1.77;22.7;2.65;3.08;4.82;9.47;3.06;4.14;3.91;3.33;2.8;22.22;7.24;7.74;5.78;1.34;1.86;1.57;13.54;2.69
NO2;uur;µg/m³;20230602 14:00;20230602 15:00;7.12;3.91;4.32;13.87;7.59;4.14;3.18;8.59;11.18;7.39;3.45;7.21;;6.76;6.08;4.77;4.78;7.08;3.73;4.25;1.92;27.19;7.34;19.25;9.69;1.71;10.51;2.63;2.8;5.65;9.97;3.04;3.53;3.85;2.59;2.98;18.23;6.74;5.27;2.61;1.2;2.16;1.77;15.57;3.31
NO2;uur;µg/m³;20230602 15:00;20230602 16:00;6.8;3.42;7.29;14.43;7.61;4.32;3.33;8.13;10.89;7.93;3.62;7.19;3.13;7.22;7.58;4.44;3.33;6.5;3.95;4.51;0.63;7.52;6.68;12.99;6.72;1.77;16.75;2.42;2.22;4.96;9.01;3.03;3.54;4.29;2.81;4.83;19.32;6.07;6.98;1.77;1.5;3.63;1.68;13.76;3.26
NO2;uur;µg/m³;20230602 16:00;20230602 17:00;7.45;2.92;6.63;14.02;5.41;4.5;3.47;9.3;13.63;7.02;3.54;6.75;3.04;6.27;7.76;4.91;3.28;7.53;3.68;4.5;1.26;8.92;5.2;12.86;4.91;1.94;10.31;2.5;2.24;3.77;9.55;2.49;3.36;3.12;3.25;6.14;21.95;7.61;4.65;2.2;1.86;2.85;1.88;17.15;3.61
NO2;uur;µg/m³;20230602 17:00;20230602 18:00;8.13;2.96;6.01;13.8;4.75;3.87;3.65;8.71;13.02;6.9;3.53;5.1;3.04;7.42;7.89;9.83;4.48;7.38;5.91;4.39;2.74;9.2;6.08;10.88;5.57;1.75;3.73;1.75;1.98;3.62;8;2.45;2.97;2.34;3.33;4.95;19.53;7.23;4.46;3.69;2.64;2.85;2.21;14;5.87
NO2;uur;µg/m³;20230602 18:00;20230602 19:00;9.19;3.15;7.16;10.37;5.22;4.93;3.29;9.12;9.03;6.05;5.06;5.06;3.18;8.24;10.85;9.84;3.29;8.86;9.44;3.64;1.98;10.38;6.17;12.9;5.97;1.91;3.22;2.5;2.27;3.94;7.5;2.81;3.15;3.2;3.36;4.65;27.28;13.39;12.6;3.46;2.51;3.58;1.95;11.4;4.07
NO2;uur;µg/m³;20230602 19:00;20230602 20:00;8.29;5.27;6.93;9.56;5.25;9.7;4.64;12.44;11.76;6.41;5.19;5.06;4.42;9.58;11.83;15.7;3.76;10.56;13.23;5.34;2.81;8.94;5.82;13.51;5.19;3.48;3.35;2.86;2.7;3.97;7.01;3.84;3.53;2.79;4.05;5.82;30.71;14.39;13.64;3.97;2.82;4.84;2.35;11.84;4.05
NO2;uur;µg/m³;20230602 20:00;20230602 21:00;10.11;9.58;7.74;12.92;;27.99;5.44;16.19;14.37;6.43;5.93;7.69;6.68;17.74;10.57;19.46;4.32;12.3;8.6;5.11;3.14;12.68;8.73;16.76;7.54;3.65;5.02;3.83;3.52;4.49;8.77;4.68;4.55;4;4.83;10.45;49.9;28.35;17.89;3.65;2.44;5.55;3.42;11.97;4.7
NO2;uur;µg/m³;20230602 21:00;20230602 22:00;15.71;20.24;8.92;17.65;;11.84;7.03;15.92;19.21;6.46;6.16;7.8;10.67;20.72;12.23;17.57;7.99;17.21;6.41;7.33;4.32;11.15;12.54;20.58;10.91;4.18;5.14;3.84;4.15;4.32;10.23;4.82;5.94;4.07;5.04;12.28;52.57;28.53;14.27;4.7;2.81;8.88;5.07;13.43;3.75
