Export;EXP-2023-01 (20230912 07:46);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20230801 05:00;20230801 06:00;3.75;13;4.4;7.11;4.25;10.21;10.34;9.83;14.96;16.52;13.57;4.38;6.95;8.45;3.34;4.53;3.17;18.79;3.17;8.79;2.36;5.54;9.34;13.55;6.92;3.05;5.55;7.43;4.63;12.63;13.59;11.74;12.36;9.69;9.63;4.86;11.17;7.31;7.54;1.64;1.84;3.44;1.67;11.51;3.68
NO2;uur;µg/m³;20230801 06:00;20230801 07:00;4.59;17.38;4.19;7.82;4.08;10.57;6.41;11.65;15.97;17.19;14.02;4.52;6.49;7.92;3.31;5.59;2.5;14.46;2.51;10.79;1.91;6.31;8.21;12.84;7.48;2.79;7.23;5.14;3.5;13.44;17.11;10.65;11.02;9.92;7.23;6.23;15.4;8.21;6.71;1.73;1.78;2.1;1.97;21.83;5.18
NO2;uur;µg/m³;20230801 07:00;20230801 08:00;4.37;13.02;4.77;7.76;4.36;9.1;9.24;10.16;16.92;15.86;12.04;3.03;7.32;7.96;1.91;5.93;4.87;14.94;1.5;8.77;1.76;9.82;8.2;7.34;8.87;3.34;7.13;4.52;2.79;10.66;15.05;7.84;7.93;8.81;8.98;7.3;14.99;8.4;7.22;2.86;1.67;2.11;2.16;17.41;5.72
NO2;uur;µg/m³;20230801 08:00;20230801 09:00;4.83;7.68;5.23;5.97;3.73;7.03;7.79;11.32;13.04;13.41;7.35;1.95;7.15;6.34;2.26;3.39;2.07;9.49;1.56;6.53;1.71;5.7;4.01;8.67;4.87;3.27;6.29;4.19;2.41;7.51;10.28;7.79;5.58;5.92;8.94;5.66;14.04;8.46;5.45;2.25;2.11;1.88;2.69;16.92;3.77
NO2;uur;µg/m³;20230801 09:00;20230801 10:00;4.05;7.28;4.66;5.72;3.51;6;4.93;9.22;10.88;11.01;5.49;1.37;7.05;6.53;2.18;2.16;1.85;8.61;1.12;5.2;1.59;5.8;3.46;7.36;5.79;2.65;5.12;2.28;1.79;5.51;6.46;4.92;2.85;3.59;8.59;4.77;13.04;6.4;3.42;2.01;1.85;2.16;1.3;10.57;3.17
NO2;uur;µg/m³;20230801 10:00;20230801 11:00;3.9;5.25;3.61;5.13;3.18;4.28;4.27;13.24;10.41;14.69;5.48;1.92;5.27;3.58;1.89;1.81;2.22;6.62;1.61;4.28;0.98;6.45;3.66;6.45;4.81;2.02;4.85;2.79;1.59;4.72;4.63;7.02;2.38;2.95;7.82;2.44;11.74;5.05;2.81;1.93;1.51;2.14;0.8;12.39;3.61
NO2;uur;µg/m³;20230801 11:00;20230801 12:00;3.21;2.64;2.85;5.23;2.97;3.5;4.65;10.37;8.92;9.53;3.32;0.93;3.32;2.88;1.57;2.36;2.38;5.87;0.75;4.64;1.24;6.35;3.72;4.8;5.55;1.61;7.25;1.9;1.44;5.15;5.94;5.63;2.49;2.69;5.77;1.69;9.87;4.94;3.7;1.27;1.34;1.48;0.89;6.45;2.29
NO2;uur;µg/m³;20230801 12:00;20230801 13:00;3.44;2.06;3.34;6.05;2.85;2.98;3.29;9.12;10.67;13.66;5.68;1.01;2.2;2.51;2.04;2.32;2.51;5.9;0.26;3.84;1.43;7.37;3.6;4.65;7.14;1.85;5.61;1.85;1.55;4.77;7.03;6.3;2.47;6.89;4.05;1.22;11.2;5.2;3.99;1.22;1.14;1.63;0.59;4.77;2.06
NO2;uur;µg/m³;20230801 13:00;20230801 14:00;3.02;2.08;3.31;6.26;2.44;2.82;3.56;5.82;9.83;17.94;7.13;1.26;2.16;2.64;2.43;1.42;3.39;6.79;0.93;3.31;1.21;7.56;4.37;4.59;7.37;1.66;6.15;1.69;1.8;6.48;6.79;6.09;3.33;4.41;3.45;1.85;8.63;3.7;2.75;1.13;1.13;1.06;0.8;5.55;1.87
NO2;uur;µg/m³;20230801 14:00;20230801 15:00;2.9;2.26;3.96;7.75;3.78;3.04;2.67;4.64;8.95;16.54;4.53;1.29;2.23;3.37;1.86;1.79;3.58;8.8;0.94;4.12;1.24;9.43;4.94;4.35;8.64;1.64;9.67;2.23;2.04;8.38;7.32;7.74;3.76;2.96;3.84;1.95;9.9;3.8;2.73;1.28;1.03;0.95;0.83;5.55;2.2
NO2;uur;µg/m³;20230801 15:00;20230801 16:00;3.26;2.49;3.54;9.36;3.78;3.87;3.75;4.97;8.41;11.99;3.79;1.73;1.66;1.98;2.34;2.44;3.19;7.45;1.26;4.97;2.21;8.64;6.76;5.09;8.07;2.13;8.99;2.6;3.12;8.48;11.09;8.48;5.16;3.07;5.7;2.91;8.18;2.95;3.6;1.1;1.04;0.92;0.96;6.4;2.41
NO2;uur;µg/m³;20230801 16:00;20230801 17:00;3.22;3.79;3.67;9.76;4.35;3.68;3.71;6.46;8.8;13.67;4.7;2.28;2.1;1.81;3.62;2.3;3.33;8.33;1.65;5.19;2.11;9.11;6.55;5.36;9.17;2.29;7.79;2.81;2.41;8.82;9.8;8.99;5.44;4.11;5.52;4.18;8.67;3.55;2.67;1.3;0.91;0.91;1.12;5.94;2.67
NO2;uur;µg/m³;20230801 17:00;20230801 18:00;3.53;3.48;3.91;8.27;3.85;3.24;5.64;7.01;10;13.98;4.2;3.33;3.88;3.27;4.7;1.77;6.93;9.38;2.97;5.8;2.76;12.05;7.46;6;9.74;1.74;7.49;3.15;2.5;10.27;11.15;7.06;8.39;3.21;6.09;2.51;10.77;4.99;2.41;1.36;1.02;1.14;0.86;5.23;1.93
NO2;uur;µg/m³;20230801 18:00;20230801 19:00;3.75;4.17;4.15;7.91;4.87;4.95;5.62;8.14;10.15;12.25;6.14;5.51;4.14;4.9;3.68;2.98;7.07;12.22;5.24;7.79;3.6;13.48;9.72;10.1;10.86;1.71;7.75;3.09;5.2;10.05;11.71;9.31;6.57;4.26;7.26;4.21;13.12;6.63;3.24;1.54;1.31;1.62;1.18;4.7;2.09
NO2;uur;µg/m³;20230801 19:00;20230801 20:00;3.63;4.13;6.19;8.84;5.32;7.12;5.81;10.15;11.39;14.01;8.09;4.34;5.93;4.19;6.67;4.13;7.14;12.09;4.31;8.18;3.48;13.21;15.94;13.76;15.48;2.58;6.95;3.09;6.59;12.76;11.78;11.4;10.18;6.86;5.91;5.27;11.29;6.17;4.34;2.27;1.38;1.98;1.25;5.82;2.17
NO2;uur;µg/m³;20230801 20:00;20230801 21:00;3.94;28.73;6.47;12.57;5.41;7.43;9.66;10.35;14.06;16.67;11.38;6.04;8.46;6.11;4.51;3.15;9.97;21.92;4.5;8.66;4.35;19.59;23.56;18.8;20.36;1.86;8.38;5.23;9.6;13.08;15.89;14.89;11.63;6.06;7.39;5.61;14.46;8.34;4.65;2.05;1.48;2.34;0.99;6.64;2.88
NO2;uur;µg/m³;20230801 21:00;20230801 22:00;6.5;9.8;5.58;13.5;7.65;9.28;10.97;10.88;14.71;11.47;12.09;5.5;7.65;12.78;6.13;2.9;15.82;29.2;4.63;9.17;6.42;24.13;19.46;23.28;33.86;5.56;8.45;4.67;12.93;15.43;12.76;22.13;10.29;8.24;8;5.6;14.68;8.43;5.99;3.61;1.75;1.79;1.27;6.14;3.11
NO2;uur;µg/m³;20230801 22:00;20230801 23:00;6.81;6.89;8.05;11.16;7.89;9.3;13.68;10.38;12.7;28.32;12.8;7.59;7.11;11.07;4.11;4.16;20.96;16.3;3.63;8.42;7.29;20.74;17.31;16.09;22;26.93;10.23;6.17;8.86;10.16;11.9;18.36;8.23;8.63;8.87;6.62;12.74;9.76;8.75;3.3;1.63;3.01;1.56;7.61;2.11
NO2;uur;µg/m³;20230801 23:00;20230802 00:00;6.37;6.86;5.72;5.95;5.22;7.57;10.58;8.04;10.3;20.59;15.96;8.27;7.42;11.45;3.9;4.23;14.57;24.36;7.3;12.78;13.54;15.06;12.44;13.33;13.6;10.52;10.16;7.78;12.76;11.16;14.8;21.26;8.81;9.55;8.74;7.95;13.05;10.42;8.18;3.15;2.3;4.34;1.03;4.85;1.39
NO2;uur;µg/m³;20230802 00:00;20230802 01:00;4.86;5.5;5.95;3.56;3.97;5.73;15.41;6.88;8.99;18.19;12.84;8.98;5.81;8.82;5.02;4.6;8.19;12.47;6.29;13.23;7.04;11.02;6.53;7.56;14.83;5.34;12.62;7.94;10.05;13.29;17.08;17.68;13.34;10.2;8.05;9.51;11.09;9.57;9.04;5.25;4.14;4.79;1.37;3.66;1.04
NO2;uur;µg/m³;20230802 01:00;20230802 02:00;3.8;4.7;2.01;1.74;1.77;4.2;14.91;4.96;6.25;9.69;7.08;12.2;4.53;8.37;6.56;2.88;9.59;8.85;9.98;10.39;8.26;14.77;5.54;13.77;14.98;16.39;9.94;7.08;8.08;12.16;16.17;15.78;12.44;10.6;7.79;8.69;8.94;8.26;8.96;7.32;3.7;4.3;1.57;3.06;1.27
NO2;uur;µg/m³;20230802 02:00;20230802 03:00;3.23;4.19;1.33;1.66;1.56;3.22;14.81;3.11;4.15;8.46;4.97;11.12;3.47;7.43;7.88;6.11;11.48;11.47;7.1;10.46;6.59;12.02;8.82;16.57;10.52;16.38;7.18;7.94;7.15;12.52;18.05;15.39;13.78;11.37;7.44;8.67;7.55;6.87;8.88;6.33;6.59;5.59;1.89;3.11;1.98
NO2;uur;µg/m³;20230802 03:00;20230802 04:00;2.16;4.15;1.71;2.09;1.49;3.87;10.85;3.65;3.94;7.56;4.41;7.29;2.9;8.03;6.26;6.44;13.09;8.71;7.55;5.88;5.59;10.65;14.48;19.89;13.66;10.28;6.93;9.13;9.59;10.8;12.05;12.53;10.65;8.38;6.82;6.98;5.53;5.17;8.01;6.64;6.38;5.8;2.36;4.46;2.51
NO2;uur;µg/m³;20230802 04:00;20230802 05:00;3.09;2.2;2.09;6.15;2.05;3.35;4.59;4.45;4.63;8.52;4.97;4.61;3.53;6.54;5.21;12.12;15.34;11;6.29;4.29;9.12;13.9;11.29;16.06;23.13;17.03;8.93;6.92;8.17;8.53;9.69;9.09;8.08;10.74;6.79;7.19;5.08;4.5;7.16;7.27;6.18;7.59;3.7;7.42;5.36
NO2;uur;µg/m³;20230802 05:00;20230802 06:00;4.83;4.09;2.59;9.37;3.88;2.89;4.01;6.35;7.32;10.65;5.44;4.07;4.36;5.18;7.13;5.74;16.58;12.07;4.44;4.66;10.09;16.84;13.36;9.41;26.62;10.62;10.65;5.8;7.59;11.01;10.52;8.02;7.47;9;7.03;6.04;5.51;4.52;5.48;7.35;7.86;7.31;6.17;10.31;7.7
NO2;uur;µg/m³;20230802 06:00;20230802 07:00;7.16;5.31;4.72;20.19;5.05;3.07;3.61;8.36;9.16;14.51;6.3;5.26;4.98;6.67;5.31;5.85;18.32;11.76;4.81;5.24;6.74;18.89;10.35;10.68;27.43;10.13;11.51;5.82;6.21;12.11;11.97;8.98;7.61;4.93;6.51;4.52;7.6;3.96;5.29;7.3;6.38;6.2;6.07;18.26;9.44
NO2;uur;µg/m³;20230802 07:00;20230802 08:00;6.18;5.22;3.1;17.06;6.3;3.36;3.73;9.2;9.2;13.13;6.71;5.42;4.62;7.12;10.04;7.27;19.93;13.56;11.86;5.92;6.4;14.65;12.22;21.55;30.3;5.4;13.11;5.23;5.18;11.87;11.04;7.42;6.96;4.57;7.3;3.99;10.11;6.96;5.41;6.71;5.47;4.62;5.88;16.46;5.08
NO2;uur;µg/m³;20230802 08:00;20230802 09:00;4.82;4.47;2.31;4.96;2.57;3.11;11.58;8.85;8.52;11.59;6.16;4.28;5.05;5.24;4.83;3.07;18.52;13.21;5.27;5.24;5.15;14.69;11.19;15.79;26.19;4.33;15.02;4.27;3.98;11.31;11.1;5.54;6.69;4.85;12.5;6.05;9.56;6.18;7.81;6.38;5.61;5.63;4.88;16.99;3.84
NO2;uur;µg/m³;20230802 09:00;20230802 10:00;3.51;4.05;1.79;4.7;4.88;3.31;10.55;8.45;9.42;11.73;6.93;7.36;4.56;5.97;2.52;2.04;12.89;12.2;6.2;4.64;4.94;13.6;12.34;15.65;19.69;4.1;11.56;3.56;4.5;10.84;10.03;6.08;6.86;4.63;10.7;4.76;8.22;6.05;12.16;6.07;4.7;7.13;3.65;25.94;5.17
NO2;uur;µg/m³;20230802 10:00;20230802 11:00;1.76;3.63;1.76;4.06;2.6;2.92;4.26;5.47;9;9.94;7.75;3.02;3.53;6.34;1.59;1.34;5.92;11.17;3.45;5.69;6.96;10.86;7.2;12.71;14.72;4.66;9.8;4.42;4.17;14.23;12.12;9.28;7.2;3.94;7.7;4.44;8.63;6.41;9.9;8.1;4.97;7.92;4.39;23.14;6.77
NO2;uur;µg/m³;20230802 11:00;20230802 12:00;2.09;2.31;1.52;4.38;1.82;2.71;4.34;5.48;7.42;9.95;7.22;1.83;3.19;4.65;1.43;1.29;4.62;4.82;1.65;3.17;1.15;7.4;4.34;7.86;15.4;6.03;5.45;3.93;2.84;7.75;8.52;8.8;5.03;2.93;8.08;2.91;8.06;4.6;6.67;7.69;8.86;4.83;5.8;22.98;6.8
NO2;uur;µg/m³;20230802 12:00;20230802 13:00;2.39;2;1.95;3.29;1.5;2.77;1.42;5.41;8.06;8.22;3.87;1.3;3.11;3.47;1.08;0.9;3.4;5.31;1.78;2.81;1.85;6.41;3.84;7.47;13.91;4.45;5.6;3.04;1.46;3.92;4.84;8.01;2.21;1.51;5.28;3.12;14.12;6.48;3.49;4.02;5.21;3.74;6.32;21.36;5.15
NO2;uur;µg/m³;20230802 13:00;20230802 14:00;2.41;2.97;2.01;4.6;1.63;1.27;1.9;4.55;9.14;5.64;3.71;1.13;1.89;2.22;1.42;0.89;2.86;7.51;2.21;2.83;0.68;7.5;3.91;9.59;11.19;2.94;4.26;1.77;0.85;4.28;5.94;7.1;2.6;1.66;5.23;1.76;13.04;4.69;3.61;2.66;2.18;3.23;4.21;19.63;4.76
NO2;uur;µg/m³;20230802 14:00;20230802 15:00;1.94;3.01;1.4;5.46;1.98;2.13;1.5;3.94;9.3;5.59;3.13;1.26;1.59;2.55;0.96;0.51;2.53;7.09;1.79;3.98;1.02;6.98;3.93;10.32;11.91;3.83;6.49;1.41;0.48;5.66;6.91;6.9;3.68;1.31;3.64;1.19;10.85;3.76;2.86;2.12;1.19;3.14;3.04;18.18;3.1
NO2;uur;µg/m³;20230802 15:00;20230802 16:00;2.12;1.74;1.67;4.79;1.57;1.92;2.63;4.93;10.86;6.94;4.21;1.42;1.97;2.59;1.01;0.98;2.99;7.84;2.53;4.83;1.35;8.03;4.58;11.3;14.87;3.26;6;1.02;0.69;6.36;7.21;7.46;3.67;1.52;4.05;0.95;11.98;4.15;2.77;1.87;1.13;1.89;2.16;15.06;3.3
NO2;uur;µg/m³;20230802 16:00;20230802 17:00;1.82;5.72;1.67;5.48;1.84;2.16;2.82;5.14;11.61;7.18;4.51;2.32;2.08;3.19;1.73;1.02;4.03;8.7;2.15;4.41;1.91;9.29;5.18;12.2;14.58;5.66;5.89;1.09;2.14;8.02;9.51;7.46;4.65;3.1;5.59;1.64;11.08;4.2;3.31;1.59;2.25;2.15;1.43;10.42;1.22
NO2;uur;µg/m³;20230802 17:00;20230802 18:00;2.98;3.15;1.9;4.54;2.01;2.35;2.9;5.31;10.25;7.71;5.77;1.98;1.94;3.16;2.15;1.94;7.11;11.76;2.34;4.65;2.44;12.63;7.23;11.74;18.01;4.33;6.04;2.65;1.64;8.5;10.34;7.23;4.8;3.17;5.16;1.94;12.24;4.18;4.55;1.67;2.42;1.66;1.42;8.88;1.33
NO2;uur;µg/m³;20230802 18:00;20230802 19:00;3.48;7.13;4.33;5.29;18.1;1.94;6.97;5.4;9.79;8.64;6.54;2.91;3.54;3.48;3.88;2.94;7.6;16.23;2.55;5.47;2.93;10.39;6.66;10.62;18.19;7.02;6.45;3.51;3.63;9.06;13.08;14.11;5.39;4.79;4.73;3;12.61;5.01;3.11;3;2.77;1.58;2.37;8.61;1.43
NO2;uur;µg/m³;20230802 19:00;20230802 20:00;4.75;2.22;6.99;6.25;5.07;2.22;10.04;5.91;8.79;6.46;4.18;5.91;3.76;3.46;4.52;2.48;9.2;8.61;4.21;5.81;5.97;11.21;9.27;10.63;15.1;10.11;7.92;4.14;3.39;10.41;13.36;18.42;6.96;4.58;5.53;3.57;7.66;4.4;3.78;3.94;1.84;1.55;3.95;12.78;2.25
NO2;uur;µg/m³;20230802 20:00;20230802 21:00;3.3;2.28;2.78;3.97;2.94;2.57;9.38;4.96;7.85;5.69;4.03;6.67;3.82;3.71;3.97;2.1;9.12;6.41;3.61;6.1;6.99;10.28;10.7;11.02;13.51;10.46;8.5;4.09;5.21;10.09;10.41;16.78;6.34;4.22;3.79;3.56;6.76;3.74;4.47;3.02;2.48;2.04;2.8;12.69;2.66
