Export;EXP-2023-01 (20230705 10:50);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20230101 01:00;20230101 02:00;5.27;2.69;1.94;2.17;2.65;3.79;8.04;6.95;6.47;8.14;9;4.93;2.69;2.7;3.17;3.15;16.91;14.01;3.93;7.87;5.06;14.23;11.92;9.84;18.33;3.53;5.94;6.63;8.19;9.31;10.75;10.86;7.95;6.16;2.95;5.97;7.88;6.23;;4.49;5.73;5.45;3.91;5.8;10.6;5.27
NO2;uur;µg/m³;20230101 02:00;20230101 03:00;3.72;2.48;1.96;1.77;1.78;3.35;8.75;3.88;4.49;4.83;6.71;2.2;2.58;2.29;2.76;2.88;10.79;11.41;4.01;8.93;3.72;8.65;5.38;6.16;11.86;4.3;3.95;4.43;3.53;5.46;6;6;4.97;5.25;2.85;3.45;4.31;2.62;;4.17;5.28;1.99;4.55;5.18;8.89;5.51
NO2;uur;µg/m³;20230101 03:00;20230101 04:00;3.67;2.37;1.93;1.71;1.73;3.03;6.51;3.47;3.43;4.35;5.77;2.13;2.39;2.74;3.44;2.43;6.67;12.6;4.16;5.07;2.89;6.18;4.5;6.8;7.02;3.04;2.73;3.12;2.72;4.75;4.63;5.15;4.18;4.72;2.13;2.85;3.48;2.45;;2.7;3.05;1.92;4.15;3.3;8.76;5.63
NO2;uur;µg/m³;20230101 04:00;20230101 05:00;3.04;2.28;2.53;1.71;1.86;2.66;5.84;3.33;3.54;4.8;5.09;2.14;2.15;2.72;2.44;2.16;4.93;9.33;2.44;4.18;2.95;5.97;4.14;10.52;6.52;3.81;2.73;2.75;2.63;3.35;4.39;4.49;3.4;2.91;2;2.88;3.74;2.26;;2.22;2.62;2.7;2.88;2.69;5.73;4.07
NO2;uur;µg/m³;20230101 05:00;20230101 06:00;3.32;2.27;2.4;1.56;1.64;2.9;3.91;3.06;3.21;4.44;3.41;2.47;2.04;2.25;1.1;1.33;5.91;11.54;1.98;2.56;3.18;5.48;4.05;13.06;6.73;5.37;2.39;2.19;3.76;2.52;3.45;4.65;2.97;2.14;2.1;3.3;3.67;2.38;;2.33;2.28;2.01;2.28;2.79;3.25;2.17
NO2;uur;µg/m³;20230101 06:00;20230101 07:00;2.68;2.15;2.15;1.53;1.42;2.75;5.73;2.5;3.24;2.66;1.97;1.28;1.83;2.07;0.77;1.44;5.6;10.8;1.66;1.42;3.93;6.67;4.77;13.33;9.36;3.1;3.41;1.93;4.21;2.64;2.91;4.71;3.17;1.64;2.22;2.17;3.49;2.32;;2.81;2.02;1.23;1.73;3.5;3.98;2.15
NO2;uur;µg/m³;20230101 07:00;20230101 08:00;2.49;2.3;2.08;1.39;1.54;3.93;10.54;3.23;4.08;3.55;3.32;1.51;2.35;2.25;1.27;1.82;6.56;15.45;2.77;2.47;4.41;7.86;4.85;14.91;8.54;4.54;3.72;2.15;4.72;2.15;3.59;5.67;2.15;1.9;2.32;1.75;3.32;2.55;;2.33;2.01;1.92;1.28;3.4;3.99;2.05
NO2;uur;µg/m³;20230101 08:00;20230101 09:00;2.48;27.98;2.05;1.48;1.52;3.59;11.33;5.94;7.77;6.05;4.5;5.15;3.6;2.17;2.43;2.3;6.86;18.31;3.77;3.1;5.41;7.6;6.13;20.29;10.87;5.39;3.86;2.07;4.69;2.85;4.43;5.01;2.89;2.79;2.27;1.83;3.18;2.53;;1.44;2.37;3.14;1.46;4.22;3.85;2.25
NO2;uur;µg/m³;20230101 09:00;20230101 10:00;3.88;6.46;1.41;1.46;1.81;2.17;5.35;4.63;6.96;6.66;5.81;3.71;3.82;1.65;4.4;1.69;8.05;20.7;4.31;7.08;4.92;8.24;7.45;19.27;10.1;5.45;4.36;2.52;5.08;3.4;5.82;5.85;3.2;3.45;3.97;3.08;3.26;2.84;;1.77;2.46;3.35;1.49;4.14;4.22;2.86
NO2;uur;µg/m³;20230101 10:00;20230101 11:00;2.45;7.09;2.17;1.68;2.05;4.04;5.49;5.77;9.76;5.45;4.61;4.27;5.86;1.93;4.76;2.6;7.77;18.47;4.38;5.59;7.05;9.83;7.15;11.83;12.09;5.42;4.56;2.67;3.57;4.73;8.76;6.77;4.93;3.93;3.25;3.99;3.83;2.7;;2.82;2.65;4.23;1.72;5.21;5.87;3.52
NO2;uur;µg/m³;20230101 11:00;20230101 12:00;2.44;3.16;2.29;2.42;2.15;3.83;10.44;6.27;7.26;9.07;6.56;4.41;3.74;3.46;3.99;2.89;7.47;15.86;4.33;6.9;5.04;8.87;6.17;17.15;10.32;5.98;5.22;2.79;4.27;5.83;7.98;9.38;5.44;3.62;2.85;4.01;7.08;4.17;;2.95;2.82;3.15;2.01;5.44;7.16;3.33
NO2;uur;µg/m³;20230101 12:00;20230101 13:00;2.68;2.79;2.87;2.84;2.48;4.34;7.9;4.17;6.34;7.84;6.97;3.9;2.89;4.64;5.43;3.59;7.94;19.46;5.54;11.55;6.59;8.24;6.98;14.36;9.84;4.82;5.29;3.12;4.13;6.55;8.76;9.16;5.49;7.39;2.56;3.45;9.25;6.27;;3.04;2.91;3.16;2.04;5.09;9.19;3.75
NO2;uur;µg/m³;20230101 13:00;20230101 14:00;4.05;3.37;3.56;3.82;2.83;3.73;7.49;4.22;7.26;8.66;6.38;3.43;3.38;2.89;5.4;3.76;7.67;12.54;4.98;5.5;7.6;11.39;9.37;22.73;13.97;4.05;6.64;3.45;4.94;7.64;10.62;9.82;6.85;6.16;3.94;5.14;7.61;5.04;;3.58;3.1;2.15;2.67;4.93;8.78;4.09
NO2;uur;µg/m³;20230101 14:00;20230101 15:00;4.53;2.33;4.46;4.83;3.34;3.03;7.56;6.85;14.22;11.94;6.43;3.39;5.31;2.6;4.19;3.02;11.77;20.37;6.47;7.71;8.27;12.69;10.36;25.35;18.23;3.91;7.4;4.32;6.19;9.02;11.18;13.8;7.37;5.91;3.53;4.84;8.17;4.32;;3.92;3.3;1.96;2.92;4.83;11.48;4.38
NO2;uur;µg/m³;20230101 15:00;20230101 16:00;4.27;3.44;3.21;4.79;4.08;3.52;11.64;11.36;16.64;14.44;8.54;3.55;6.1;2.99;4.95;2.89;14.28;18.17;7.18;10.86;6.74;20.37;17.04;27.8;24.05;4.35;8.2;4.26;5.36;11.89;21.31;18.51;9.8;7.94;3.73;5.91;12.44;6.38;;4.55;4.07;2.42;3.06;5.77;14.1;4.88
NO2;uur;µg/m³;20230101 16:00;20230101 17:00;6.5;3.9;2.24;5.7;4.31;5.67;9.99;8.65;12.2;13.02;7.42;7.35;6.95;7.64;7.17;4.71;20.12;12.02;7.36;8.81;9.29;22.92;26.07;19.76;22.96;12.08;14.32;6.55;6.52;15.44;23.55;28.73;12.96;7.1;4.93;6.14;17.12;12.86;;4.8;4.45;2.73;3.79;4.35;17.14;5.77
NO2;uur;µg/m³;20230101 17:00;20230101 18:00;5.24;5.69;3.02;8.12;4.96;4.61;11.04;10.98;9.12;23.3;9.84;9.29;7.05;10.2;6.18;7.32;19.51;14.66;10.93;9.14;12.3;22.5;18.87;19.47;24.56;9.75;18.01;7.74;7.61;14.26;24.14;15.99;13.52;9.31;4.76;5.35;14.62;10.36;;4.85;5.29;6.16;4.36;4.83;22.97;6.86
NO2;uur;µg/m³;20230101 18:00;20230101 19:00;3.91;3.55;4.23;11.29;7.1;5.23;14.66;9.76;7.97;18.04;8.26;5.65;6.95;6.95;10.24;7.13;28.36;17.21;9.42;7.61;13.08;26.92;13.74;15.47;23.89;14.03;15.54;5.73;6.52;12.12;16.63;17.39;10.72;7.05;4.3;5.23;9.26;8.08;;5.26;5.91;6.29;6.27;5.74;16.3;5.52
NO2;uur;µg/m³;20230101 19:00;20230101 20:00;5.67;4.14;3.48;5.82;4.84;5.57;8.41;10.52;6.47;13.13;5.68;4.76;5.57;5;9.19;7.06;20.54;11.83;6.9;7.25;10.38;17.67;15.34;27.23;15.3;11.22;9.95;4.44;5.58;10.97;13.4;8.44;10.35;5.85;6.96;5.56;8.05;7.85;;3.73;4.98;7.12;6.21;5.55;13.02;5.72
NO2;uur;µg/m³;20230101 20:00;20230101 21:00;5.75;3.08;3.65;17.03;8.53;4.54;6.76;9.02;7.02;14.61;4.79;3.79;5.05;4.4;16.5;5.23;19.72;10.51;4.77;5.22;12.7;19.57;15.53;21.02;19.3;11.4;13.9;4.76;4.74;8.16;9.9;8.46;7.96;4.88;6.42;4.38;7.08;5.86;;4.46;3.23;5.07;4.66;5.02;10.01;4.93
NO2;uur;µg/m³;20230101 21:00;20230101 22:00;7.27;4.55;5.94;23.35;9.36;4.49;11.31;12.49;8.15;14.34;4.87;3.85;6.31;4.61;3.66;6.65;17.51;10.48;5.62;4.99;9.36;19;13.88;15.28;17.11;5.58;9.88;4.88;4.09;6.81;8.75;9.6;6.69;4.77;6.77;4.28;6.85;6.01;;4.26;3.68;1.9;4.77;4.48;7.77;4.6
NO2;uur;µg/m³;20230101 22:00;20230101 23:00;7.59;4.85;3.33;4.61;4.52;4.14;10.13;11.23;9.14;12.33;4.48;4.62;5.17;5.75;7;5.16;19.92;11.95;6.53;5.22;7.62;17.61;11.92;13.05;19.34;2.25;8.21;3.51;4.24;6.04;7.94;9.11;5.42;5.11;13.07;3.01;6.53;5.67;;3.02;4.49;2.34;4.59;3.33;7.19;2.7
NO2;uur;µg/m³;20230101 23:00;20230102 00:00;7.66;4.61;2.01;3.49;3.57;5.07;12.65;8.73;6.06;8.5;5.3;5.87;5.01;6.68;6.3;3.63;14.34;12.24;4.84;4.35;7.72;18.81;15.42;17.4;19.85;1.58;8.47;2.81;4.41;5.35;6.85;10.84;5.31;3.77;14.87;3.05;6.59;5.63;;3.47;4.11;2.09;4.62;2.37;9.92;3.42
NO2;uur;µg/m³;20230102 00:00;20230102 01:00;3.89;5.77;1.43;;2.01;3.77;10.55;4.68;4.77;7.2;5.76;10.08;3.71;7.7;4.73;4.94;14.31;12.71;5.03;5.2;9.07;19.83;13.02;20.73;16.83;4.87;8.22;3.3;5.64;6.32;9.09;8.8;6.53;8.08;12.19;3.84;6.35;5.61;;8.76;3.95;3.31;6.52;3.19;6.32;3.31
NO2;uur;µg/m³;20230102 01:00;20230102 02:00;2.64;5.73;1.34;1.78;1.61;2.54;13.92;4.14;3.85;5.23;5.19;10.73;3.43;4.58;5.19;4.3;11.6;7.72;4.81;6.4;10.76;13.47;7.85;16.79;11.83;8.81;8.19;3.13;6.93;5.72;9.05;9.18;6.62;7.75;8.63;3.74;5.33;4.45;;8.43;3.33;2.82;6.44;3.99;7.34;3.47
NO2;uur;µg/m³;20230102 02:00;20230102 03:00;2.55;3.81;1.17;1.68;1.62;2.19;11.83;3.33;3.56;4.37;3.98;7.31;3.04;4.48;6.37;4.08;11.33;9.96;5.25;6.51;7.1;15.32;12.08;17.74;14.89;7.63;6.73;3.2;5.89;5.63;7.75;9.51;6.62;5.44;5.5;2.95;4.23;3.39;;6.17;3.21;3.39;7.32;3.76;4.5;3.18
NO2;uur;µg/m³;20230102 03:00;20230102 04:00;1.55;1.82;1.25;1.72;1.6;1.54;12.82;2.73;3.28;2.64;2.61;7.86;2.42;3.01;6.57;3.13;11.91;11.06;6.59;7.29;9.84;15.57;10.82;19.94;18.52;9.98;6.6;3.72;7.98;5.34;7.41;9.21;6.05;5.58;4.89;2.31;3.34;3.2;;4.67;3.57;4.64;6.65;3.27;4.21;3.28
NO2;uur;µg/m³;20230102 04:00;20230102 05:00;1.65;1.6;1.19;2.07;1.82;1.42;12.38;2.92;3.59;3.4;2.33;4.96;2.24;2.48;6.45;2.58;11.88;12.72;6.56;10.14;10.97;13.85;11.96;20.03;16.53;11.74;8.65;3.66;7.5;4.72;5.44;8.52;5.09;5.71;2.8;1.86;3.28;2.53;;3.82;3.43;5.14;4.94;4.26;3.54;3.16
NO2;uur;µg/m³;20230102 05:00;20230102 06:00;2.41;1.62;1.47;2.19;2.64;1.76;8.44;3.54;5.1;3.84;3.1;4.02;2.83;2.15;7.02;5.67;7.47;16.98;6.32;9.32;7.22;10.33;8.87;16.42;9.67;8.44;7.32;4.15;5.86;5.54;7.78;7.87;5.96;6.74;2.94;1.94;3.3;2.57;;3.1;3.07;5.56;3.99;4.43;5.46;3.89
NO2;uur;µg/m³;20230102 06:00;20230102 07:00;4.33;2.19;1.8;2.55;3.37;2.62;5.86;5.39;7.02;6.54;4.5;3.89;3.17;2.65;4.91;4.31;4.45;18.17;4.9;11.52;1.88;9.17;6.98;26.09;7.74;3.99;5.21;4.82;5.06;7.87;8.44;11.08;7.82;5.06;2.13;2.16;4.29;3.27;;2.89;3.24;6.58;3.38;4.84;10.58;4.64
NO2;uur;µg/m³;20230102 07:00;20230102 08:00;4.56;2.5;2.06;4.5;4.51;2.24;7.26;5.75;8.08;15.26;7.3;5.89;3.2;3.89;5.96;3.42;4.58;16.42;4.36;10.1;2.51;11.75;9.2;24.94;11.49;3.5;13.56;7.77;3.17;11.55;10.98;11.87;9.99;6.21;2.45;2.15;6.65;4.96;;3.45;6.5;2.33;3.03;3.7;13.43;6.38
NO2;uur;µg/m³;20230102 08:00;20230102 09:00;5.52;2.7;4.7;5.86;6.04;3.64;10.23;6.26;10.89;14.34;10.52;4.38;3.35;5.58;5.57;3.82;10.14;29.79;6.34;13.26;2.86;19.22;19.21;19.95;16.01;7.87;10.67;4.07;3.93;13.41;11.62;14.64;11.62;5.9;2.84;2.71;12.76;7.93;;4.32;4.11;2.49;3.65;1.91;9.54;4.11
NO2;uur;µg/m³;20230102 09:00;20230102 10:00;5.42;3.52;3.1;6.88;4.16;6.12;11.18;7.41;11.35;21.38;14.6;6.33;7.31;6.27;6.02;5.71;15.06;31.15;6.21;11.64;2.09;24.17;21.13;28.23;22.12;5.25;8.89;5.15;6.12;14.32;15.44;12.25;10.64;11.29;3.38;3.6;14.32;10;;5.8;2.65;2.32;4.11;2.05;8.05;3.23
NO2;uur;µg/m³;20230102 10:00;20230102 11:00;8.69;4.79;5.63;10.47;5.89;7.19;9.25;10.9;14.14;22.68;19.47;12.94;6.33;5.9;12.26;5.88;17.55;38.4;6.93;10.35;6.5;30.81;33.09;35.56;43.72;8.04;9.57;7.75;12.14;22.18;20.6;16.35;18.35;12.43;5.54;5.43;12.87;7.99;;4.94;3.4;3.81;1.79;3.05;9.76;4.31
NO2;uur;µg/m³;20230102 11:00;20230102 12:00;7.11;7.16;5.59;12.7;6.22;7.04;13.4;12.61;18.59;19.96;16.61;10.66;9.75;8.69;15.91;7.63;18.49;30.98;13.73;17.4;11.87;37.54;25.55;33.8;41.42;8.87;13.45;5.43;14.26;18.62;19.41;24.42;15.57;12.21;5.83;8.34;19.28;10.5;;4.18;6.89;3.86;1.97;4.73;12.82;5.41
NO2;uur;µg/m³;20230102 12:00;20230102 13:00;6.63;7.04;4.81;13.83;6.87;11.42;15.48;15.89;23.97;20.12;15.16;11.78;11.37;9.3;12.37;6.83;12.95;31.15;14;16.89;7.78;26.97;22.53;32.04;38.47;6;11.42;8.34;10.98;13.57;16.88;21.09;11.21;10.98;6.36;7.99;22.36;12.59;;4.01;7.9;4.85;2.34;4.47;15.23;6.52
NO2;uur;µg/m³;20230102 13:00;20230102 14:00;8.46;20.07;5.94;11.12;5.36;14.45;15.73;14.83;21.46;26.19;22.97;14.14;9.29;9.33;7.39;4.85;21.64;35.11;10.63;21.66;9.41;36.9;24.55;35.19;44.55;5.72;17.36;12.28;11.4;18.18;21.31;22.27;14.17;13.95;9.36;8.27;22.24;12.74;;7.35;10.04;5.43;4.16;4.2;14.36;6.16
NO2;uur;µg/m³;20230102 14:00;20230102 15:00;9.6;11.48;5.75;15;6.09;12.32;7.42;14.96;22.88;29.59;20.82;12.37;10.96;15.69;13.77;5.17;12.99;26.05;12.75;20.19;9.8;28.17;28.77;34.02;35.64;4.34;18.17;13.11;13.99;22.1;23.18;20.94;18.78;14.85;18.72;11.66;25.29;12.69;;9.31;11.2;4.37;5.9;4.41;22.45;6.85
NO2;uur;µg/m³;20230102 15:00;20230102 16:00;7.8;8.92;6.82;18.67;8.58;9.42;9.43;16.7;23.94;22.11;16.7;14.17;10.7;15.59;12.98;5.46;14.54;28.45;13.57;16.92;4.16;33.44;42.74;24.02;32.31;4.34;17.82;9.61;14.89;24.74;25.02;19.82;19.78;16.94;9.17;12.03;26.2;17.82;;10.88;12;3.19;6.92;4.78;15;7.96
NO2;uur;µg/m³;20230102 16:00;20230102 17:00;8.21;9.33;7.04;20.21;8.27;9.62;10.97;15.42;25.22;21.87;16.5;14.22;11.1;14.27;10.68;6.51;8.81;37.9;15.28;16.84;2.66;25.62;15.72;31.29;18.27;4.41;18.68;11.62;14.47;23.21;28.25;18.28;17.1;15.86;16.85;13.28;31.49;18.76;;11.47;6.35;3.19;8.81;5.59;12.53;6.56
NO2;uur;µg/m³;20230102 17:00;20230102 18:00;6.88;24.37;5.67;14.49;7.44;11.38;11.69;15.77;28.1;17.9;15.6;10.24;12.9;15.08;8.45;7.74;8.26;34.45;10.41;19.25;2.72;23.74;19.49;48.76;18.46;5.68;26.39;11.05;5.92;28.78;27.38;19.2;21.03;13.96;11.18;12.36;29.79;25.16;;9.35;5.51;3.78;6.74;5.69;13.64;7.45
NO2;uur;µg/m³;20230102 18:00;20230102 19:00;8.71;35.49;4.16;11.47;5.17;10.34;19;15.97;24.47;17.98;18.28;11.19;7.98;14.76;9.01;8.39;12.61;51.07;11.94;32.44;2.77;33.44;22.8;50.37;28.07;4.56;24.29;13.01;6.31;23.05;20.03;19.56;15.34;13.82;10.42;12.41;21.99;16.17;;8.07;5.49;3.67;6.18;5.49;11.34;7.65
NO2;uur;µg/m³;20230102 19:00;20230102 20:00;11.61;21.33;5.92;14.19;10.72;11.76;15.51;14.14;19.4;31.94;25.34;11.15;8.12;11.02;4.16;9.67;13.67;49.83;8.03;26.07;2.97;34.13;40.12;49.5;28.47;3.98;16.8;11.47;5.79;27.19;23.75;21.99;17.66;16.94;11.02;11.64;20.98;13.95;;7.98;5.86;3.72;3.9;4.52;11.77;7.5
NO2;uur;µg/m³;20230102 20:00;20230102 21:00;8.19;10.51;5.39;12.02;10.42;13.17;12.11;17.95;24.44;35.26;31.61;8.72;12.21;9.98;5.43;8.74;13.66;43.31;10.38;23.09;1.98;33.35;47.98;52.53;35.9;4.28;13.88;10.89;9.63;30.95;28.37;20.93;25.74;35.95;10.19;10.33;23.37;16.58;;7.32;6.51;3;4.08;3.98;14.45;7.29
